"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location"
"0-17",1,-14.5478532115492,0.132932228387629,0.00216100992269583,-8.60779670908838e-05,0.000156869646042837,-7.86142092656418e-05,1.31544966086056e-06,1.36387573423732e-06,5.23555920650578e-05,-8.86174910378743e-05,4.924970606356e-05,-8.76323011101802e-06,1.19124741073066e-05,4.22564411175825e-05,-0.000204209585164606,0.000297812358850021,-0.000222303511210971,8.73634681416473e-05,-4.47158791856645e-06,-3.29282084238578e-05,4.90870096910826e-05,-9.82210639771611e-06,-8.72843163698026e-05,0.000130483175271997,-6.08050386920472e-05,1.57294161965773e-06,2.48230424903466e-06,1.43462269117257e-06,-6.7319147014544e-06,-5.73813856400145e-05,0.000220258284261983,-0.000274911111858675,0.000144183527315195,-2.971471560913e-05,3.12637381591302e-06,-4.95172715173352e-07,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.59259502472793,0.318073148057563,-0.01689291995256,0.000280950037218003,-0.000361170834391672,0.000141344000517196,-0.000108665970221877,5.68989194754024e-05,-2.28253609522137e-06,-1.91950871872868e-05,2.40099485239181e-06,1.77210936022526e-05,-1.07635790967496e-05,7.93875601309802e-07,1.29026153142751e-05,-1.17623257924533e-05,9.32024220734806e-07,1.78158102752022e-05,-5.3170236761232e-05,5.28773542312475e-05,-1.72790628744388e-05,1.90231966314376e-06,-8.43352279222107e-06,-6.47826749518605e-05,0.000253334083131321,-0.000336177753917387,0.000211838786107253,-7.17084051422409e-05,1.45347324607542e-05,-8.52491817962146e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,290,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.54735181403726,0.281799384443959,-0.0126369131717191,0.000187812368378082,-0.000196574566525215,1.51242129802991e-05,-1.5772357046347e-06,-2.25945098772034e-05,2.14395440264388e-05,-6.10635363128002e-07,-5.0692676839638e-06,1.410364431802e-05,-3.17878383461672e-06,-3.07372163922558e-05,2.6300141304335e-05,-1.48716183704788e-05,6.11640761252829e-06,4.79782383594221e-05,-0.000105713959491194,8.85468081226927e-05,-2.59645457413672e-05,1.93197262161702e-06,-8.11214285908823e-06,-6.14429266158657e-05,0.000233183407481773,-0.000303882942956013,0.000189481326240504,-6.38654739268198e-05,1.29438758834427e-05,-7.64205036753015e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,96.6666666666667,169.166666666667,193.333333333333,217.5,265.833333333333,290,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.55139498401195,0.182863470721668,-0.00161290507046488,-5.71491823930329e-07,3.0871224636198e-06,1.22222875852613e-05,-1.2181826052807e-05,-1.0455642459844e-05,2.37351341766727e-06,1.82205672753551e-05,-1.7981764304263e-05,6.14641578304869e-06,9.40571502813199e-07,2.18634440387469e-05,-6.76360268255212e-05,5.56943131760359e-05,-2.80211661063821e-06,-4.10532015462876e-05,5.84383675905933e-05,-9.18388567225611e-06,-7.4415269228227e-05,9.2019118216288e-05,-3.49877503751096e-05,2.67042843683764e-06,1.52599670597917e-05,-0.000123995679310212,0.000278611923649556,-0.000282020780256033,0.000135090636128668,-2.80612594012682e-05,3.21720411548008e-06,-5.13040268904008e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.5821229230568,-0.0934522488438005,0.00606400573962855,-5.99276605921064e-05,4.69987906099525e-06,8.42801787775493e-05,-5.89573968488082e-06,-5.26498877320705e-05,2.85344728803623e-05,3.78920328424494e-05,-7.56127709254453e-05,4.82278970057134e-05,-8.76885589030316e-06,1.18081345368841e-05,2.84115040711159e-05,-0.000185761110911962,0.00031621206522786,-0.00030157656873984,0.000191378266034812,-6.65521596095553e-05,6.3530206445026e-06,-1.51038758476153e-06,-5.93525081338026e-06,7.42337508110197e-06,-7.98617465930749e-07,-4.02734953893552e-06,5.81324659647526e-06,-9.2287058773541e-06,-3.42296603111503e-05,0.000168795413937817,-0.000225834836538452,0.000119536239652011,-2.19635800203202e-05,9.0411582356514e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,580,604.166666666667,725,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.1361280010925,-0.0518630655373946,0.0216856099488965,-0.000452657901325412,0.000647859012385356,-0.000268657201147446,0.00013387726794326,-0.000112866064119202,6.8918442232177e-05,-5.41623331653718e-06,-1.07724369352641e-05,-3.27946004757883e-06,6.40697010567361e-06,-1.14381704571636e-06,-2.83417391683591e-05,3.99752420767463e-05,-2.84359904484991e-06,-1.35653226865782e-05,3.6723908805709e-06,-7.57707441865421e-07,-8.68182092054583e-06,9.73523724101404e-06,-7.03174372753589e-06,-2.40497807673079e-06,-1.70433091159987e-05,0.000121605900100014,-0.000174109306214508,9.42148960947076e-05,-1.74117522296593e-05,7.16402689683118e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,217.5,290,362.5,386.666666666667,410.833333333333,435,459.166666666667,531.666666666667,604.166666666667,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.616369908708,0.0082634307358839,0.0149317419891293,-0.000313165260805161,0.000431895539050863,-0.000129101548072822,4.09156464158124e-06,1.1991639858809e-05,-1.00190507041431e-06,-1.97621157474994e-05,1.66103527048464e-05,-6.6642997427732e-07,-2.16972370549127e-05,4.02895038504601e-05,-4.84322827307957e-06,-4.20856796682779e-05,3.39458657395289e-05,-1.54536950815985e-06,-2.82470511583258e-05,4.62351382222177e-05,-7.60718980346649e-06,-6.31571039963673e-05,7.24591656097314e-05,-2.44834536489192e-05,1.15261193373647e-06,-4.59736515231023e-06,-3.24239964615315e-05,0.000127294269890213,-0.000160044617764423,8.32436860424485e-05,-1.54307300462162e-05,6.48631862133825e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,193.333333333333,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-13.5364519436547,-0.0655329629515633,0.0198987120675125,-0.000384828688822592,0.000519389909442927,-0.000196718981425642,9.68545127091989e-05,-3.35483915288032e-05,1.08708985205603e-06,-1.16057461155437e-05,1.00243286301658e-05,-6.053708991303e-06,4.05823102822279e-06,4.27570531773114e-05,-0.000104725174431954,8.08887094003876e-05,-4.03600399708087e-06,-5.38941722518453e-05,7.35238106280753e-05,-1.14666263849548e-05,-9.22307298657742e-05,0.000110485348039876,-4.03559984243047e-05,1.70238892534628e-06,-3.97991724399856e-06,7.64939129144727e-06,1.06649024843924e-05,-0.000118562869197908,0.000273951737882295,-0.000281931660745318,0.000136470817089966,-2.82381196158461e-05,3.16910814636413e-06,-5.04473621313987e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,217.5,241.666666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9233690162952,-0.00230139125077397,2.43516889787706e-05,-6.60874016469877e-08,-5.90964314360503e-07,3.14834838568559e-06,7.54300792607084e-06,-7.02013882670329e-05,0.000229545585017697,-0.000321985593287403,0.000111742658829964,0.000123069072004268,-8.74281137014288e-05,5.32276976426275e-06,4.69435304241473e-05,-0.000151698152791567,0.000190674654138325,-0.000117121241422608,1.26907300468548e-05,5.99340801418973e-05,-5.3752543719918e-05,2.22182223048277e-06,3.0272461541885e-05,-2.24173175980907e-05,3.06298198607541e-06,5.5437565155571e-05,-0.000165972525736251,0.000172557936535499,-6.68679192193045e-05,2.43888810152396e-06,3.88171134693542e-06,-3.51303663323208e-06,1.84862592839424e-06,-3.12591754535313e-06,6.02648430707739e-07,4.351514194289e-06,-3.91856487579637e-06,5.349959019724e-07,0,0,0,0,0,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,676.666666666667,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,1063.33333333333,1135.83333333333,1232.5,1353.33333333333,1401.66666666667,1425.83333333333,1498.33333333333,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-15.0351492268734,0.0105025371923664,-0.000209157402950073,1.47632961902421e-06,-8.79474133759289e-07,1.20329502814072e-06,-5.14537590171991e-06,-2.63262358832686e-05,0.000157252422262187,-0.000271308980257199,0.000177527628457062,-1.4474312244685e-05,-3.51468461261374e-05,1.77064384332984e-05,-3.72306114581346e-06,1.53430306052043e-06,2.83665107223145e-05,-7.15038120527515e-05,6.11043365423767e-05,-1.72078821664418e-05,1.5072968985376e-06,-5.38719789410723e-06,-8.7773444862608e-06,0.000107209910467556,-0.000261869828941304,0.00026904439185481,-0.000112650755755694,5.18036331811681e-06,6.18606801304819e-06,-9.81306880448941e-07,6.8352965624819e-07,1.16595015045165e-05,-3.44178921147048e-05,2.52530402916753e-05,-4.42933285148468e-06,3.9920067486929e-07,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,483.333333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1111.66666666667,1305,1329.16666666667,1353.33333333333,1377.5,1474.16666666667,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
