"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location"
"0-17",1,-13.4779865193929,0.124226120615426,-0.00297947971954088,2.34823760758404e-05,-6.74683950459655e-06,7.11610778627386e-06,-1.30646482079465e-05,-0.000117590990946055,0.000223978621025464,-0.000215427365838824,0.000199002472716805,-0.000165137325778,7.64950261786193e-05,-1.19926835796747e-05,1.21629120884324e-05,3.08555669256701e-05,-0.000170330173015464,0.000251385773893772,-0.000191476494524875,8.25439628655235e-05,-6.18452163372494e-06,-9.47222152472815e-06,-2.04535876878165e-06,7.94643792786723e-06,-5.53372189181023e-06,-1.7982439121575e-05,7.23492791433833e-06,0.000103190443698536,-0.00017382532358902,9.98013442790423e-05,-1.91292095118215e-05,7.40260715326204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,604.166666666667,628.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.98055475347017,0.146369037704135,-0.00458111311133102,3.90138672071454e-05,-6.65475719641297e-06,-0.000107242586426919,9.68322018633651e-05,-7.26240800792665e-06,-1.21695278826278e-05,-2.12356167288785e-06,-2.79068582478811e-05,5.23598756806502e-05,-2.65986651721898e-05,3.26229945524863e-07,7.82614490007143e-06,-6.86455196359714e-06,8.61671536504364e-07,1.38402052625014e-05,-4.54445534755908e-05,4.95962163527482e-05,-1.86950498229932e-05,1.65346568114651e-06,-7.19831902226542e-06,-4.93250569349279e-05,0.00021247848463758,-0.000297874513155378,0.000196146977922769,-6.87616194561004e-05,1.3975038542455e-05,-7.86186879200908e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.113969919684,0.220298355803937,-0.00774602131705603,7.82647141378275e-05,-4.76065077961558e-06,-0.000125942926865079,1.27512284951414e-05,0.00011511484030592,-0.000113213668791339,4.99098721246745e-05,-2.8388981710121e-05,5.45756111019206e-06,2.6765520862562e-05,-1.72611286842418e-05,7.89006954141876e-06,-1.47172519369418e-06,-1.33733781284741e-05,8.31614600689385e-06,2.02952018483581e-05,-5.78529545237969e-05,4.9881176577308e-05,-4.38924027943167e-06,-1.00451630048805e-05,1.7044085946615e-05,-2.86069636020231e-05,5.0395162757766e-06,8.3770855610696e-05,-0.000139179019915851,7.76578480581257e-05,-1.425041073803e-05,5.75419495153578e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,410.833333333333,435,459.166666666667,483.333333333333,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.33356456792977,0.171877852476776,0.00128029089478965,-6.56035621213118e-05,9.19821875403582e-05,-3.86624112358894e-06,-2.21870188362773e-05,-2.01738924613328e-06,1.74377813880799e-06,1.09198947236697e-05,-3.7718425026807e-06,-4.82626968372351e-05,7.23608726459005e-05,-3.47624570554144e-05,2.60862787732829e-06,3.9017558169027e-05,-9.6424059006835e-05,7.37515048704704e-05,-4.05105159683579e-06,-1.17307141685258e-05,1.10920598680822e-06,-5.11230676606078e-06,-4.0683876586118e-05,0.000159958242184556,-0.000200228517348747,0.000103946650203268,-1.95171492421127e-05,8.17395099507062e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,217.5,290,410.833333333333,435,459.166666666667,483.333333333333,507.5,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.5858796029187,-0.132739221674961,0.0124404176181884,-0.000209919473168348,0.000234255981442743,-3.39348779586513e-06,-4.87218011768901e-05,5.26388772812557e-06,3.24368733441329e-05,-1.61966423015942e-05,3.46219856823668e-05,-1.27592137150608e-05,-0.000114802748607421,0.000221874863787386,-0.000216919808088299,0.000137948778498197,-4.58816585299091e-05,1.60594404833259e-06,1.10292928744373e-06,-1.96862547900281e-05,7.63544873865666e-06,0.000100180490741219,-0.000165619414602453,9.46654759852859e-05,-1.83946600252747e-05,6.9947590390495e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,145,217.5,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.0045498526841,0.146318217527436,0.00725250217555232,-0.000186080858904903,0.000247566475899924,-9.17129775498644e-06,-7.08715191080194e-05,2.55131751535134e-06,4.74732896438981e-05,-3.00413160325302e-05,-1.61700419815723e-05,1.67192746001861e-05,-1.01795734065031e-06,-1.99039163840029e-05,3.47140684903717e-05,-1.61290635631234e-05,9.93644054424982e-07,1.23894791520577e-05,-3.90371766895199e-05,3.35143874822407e-05,-7.99010032866383e-06,-1.53600241984347e-05,6.240716430851e-06,9.14418676161638e-05,-0.000153585802019206,8.79606844192528e-05,-1.68626984565623e-05,6.53851693600681e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,145,169.166666666667,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.5246309197368,0.0847475029343776,0.0110842993487886,-0.000252052392352733,0.000334775463792424,-1.68897303495824e-05,-0.000153222977373433,0.000120007106192087,-3.02352641187886e-05,2.41257221332851e-06,-1.76498333615977e-06,-1.82925512257796e-05,1.70648900956585e-05,-7.59357201447561e-07,-1.33516770294226e-05,1.78332333792122e-05,-6.71112217316808e-06,1.28915395054138e-06,3.17445838255546e-05,-8.24346205090171e-05,6.4458704912559e-05,-4.48306180061433e-06,-9.76212081083593e-06,-1.7175765898253e-06,-2.87082192523141e-05,0.000114297032636018,-0.000147850952213751,7.88038994970032e-05,-1.50856763154982e-05,6.33311396081823e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,459.166666666667,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-13.1728253553409,0.069186737145386,0.00898377210557338,-0.000168305502858401,0.000184167844419123,-3.08120313501824e-06,-1.08487280118162e-05,-5.40223295412308e-07,-1.18175286387879e-05,1.18255260844925e-05,-1.80409592957778e-05,3.64992667947215e-05,-7.30368442931673e-06,-5.0418481334042e-05,4.74838335286906e-05,-2.77618275741949e-05,9.51670939517121e-06,8.2804629206624e-05,-0.00017993274517681,0.000153857302016188,-4.94435310733925e-05,2.29361682633591e-06,-3.15850647987784e-06,-5.80844607129175e-05,0.000189898170610458,-0.000219252926005013,0.000109026761607617,-2.02954248162061e-05,9.09133884847895e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,193.333333333333,217.5,241.666666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9996739345344,0.00312000553489011,-2.49244283863051e-05,1.70581129938245e-08,7.24199441438911e-08,-1.04578363789015e-06,-2.09937908001757e-05,0.000131756884007192,-0.000206393130441585,2.27496358705301e-05,0.000176805404143606,-0.000118612623086273,3.8616246964999e-05,-9.46939528132303e-06,-7.56638837823021e-05,0.000120081939739578,-8.64649543952711e-05,1.26624290711408e-05,8.28292529328277e-05,-0.000125241233084481,6.45993512803187e-05,-2.10217757404463e-06,-4.43665760404539e-06,-2.86195186237189e-06,-1.48365607147565e-05,0.000120031622920349,-0.000256004432116732,0.000232271587475914,-7.92890365864378e-05,4.84508831463373e-06,-1.87701317996004e-05,1.57984741046112e-05,-1.29260855200797e-06,1.0075983522122e-06,1.41858419706785e-05,-3.80429074146163e-05,2.51018753560619e-05,-1.47435271525352e-05,6.28593032089438e-06,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1160,1305,1329.16666666667,1353.33333333333,1377.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9783097956177,0.00997534444844936,-0.000198899728356881,1.40706633220947e-06,-8.40902826312564e-07,1.15033654405115e-06,-4.91700384990028e-06,-2.49504374519496e-05,0.000149698248401264,-0.000259939816925869,0.000172046268301383,-1.40222678741434e-05,-3.65515903498038e-05,1.90438448027458e-05,-2.24567721266125e-06,8.27429790661883e-07,-3.45085043928706e-06,-1.50522197639205e-05,9.09991036817939e-05,-0.000169071699355466,0.000140084643463598,-4.69486397997845e-05,3.46760995755518e-06,-2.08730573324165e-06,4.21126293216343e-06,-7.98844587248457e-06,-1.15818694529206e-05,0.000126591616198551,-0.00028720140204244,0.000278856343178098,-0.000111149218072486,5.24164126082151e-06,5.27342976509664e-06,-8.97516098836372e-07,-2.10437919903504e-06,2.52015780094305e-06,-1.04724134786867e-07,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,435,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1087.5,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1
