"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location"
"0-17",1,-14.4816162851447,0.232737488239161,-0.00488383054160326,3.37519850842698e-05,-7.64266002017976e-06,8.08668694679494e-06,-1.50674220402302e-05,-0.000156492437905181,0.000274227355760982,-0.000222558495124513,0.00015329226120038,-9.34966672693529e-05,1.18403516518344e-05,1.9511997070115e-05,9.50418641832977e-06,3.40354749241223e-05,-0.000184987545532911,0.000247539201108157,-0.000150934734985392,4.38119809745935e-05,-2.43451345487608e-06,-1.5038478637702e-05,1.47154151624852e-05,-1.89102269151816e-06,1.25429608579318e-06,-6.10345716700279e-06,-5.02987651159961e-05,0.000204199930095342,-0.000260996904341369,0.000137595705017041,-2.7914992392878e-05,2.95546678228089e-06,-4.68159310649995e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,531.666666666667,555.833333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.51783147003244,0.28015990305021,-0.00934127005649425,8.73852937937551e-05,-1.05226366033559e-05,-0.000100047733769022,4.14361995534101e-06,5.94424471255275e-05,-4.40581579538195e-05,6.54207855011835e-07,5.09630918234957e-06,-4.93730690954858e-06,1.46375042603566e-06,3.36796043565674e-05,-5.59249938053481e-05,2.39797412969038e-05,-1.83886682390098e-06,6.78322112600953e-06,1.28940099117256e-05,-0.000156173766595157,0.000345562252446866,-0.000304053721726534,0.00010148769002956,-5.87939184683143e-06,8.6605506847845e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,145,193.333333333333,241.666666666667,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.30894987692503,0.27761206169302,-0.00919195167617341,8.52384814937093e-05,-3.26197526122446e-07,-0.000111996102627597,-5.45696482475768e-05,0.00017424416865131,-0.000125602559461803,4.06000211531775e-05,-6.76529523209589e-06,-3.8573493065165e-05,9.34374357580168e-05,-0.000115340049499049,0.000173706751714207,-0.000430435360697504,0.000764158795087367,-0.0007176881932904,0.000341045293208968,-8.91743121494622e-05,2.15769365349282e-05,-4.19863890330154e-06,6.621749234426e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.99160234238947,0.246262223342297,-0.00490724366105245,3.77071170628277e-05,-7.3591688278989e-06,-5.80735326290202e-05,6.74194763257478e-05,-5.02393216843624e-05,6.11508338003583e-06,7.08506181459819e-06,9.06085374542465e-06,-1.7620533172703e-05,-4.36346696137495e-05,0.000194866038836326,-0.000476348870062548,0.000786775331573967,-0.000774346056387981,0.000450160470096123,-0.000183078260749822,6.59096089928909e-05,-1.7106372700576e-05,3.21435804488007e-06,-5.06792522854386e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.6122853646493,-0.105031650077667,0.00805850553184143,-9.33257727322415e-05,1.93298716740643e-05,0.000130833684283416,-0.000120968028539896,1.72481608957548e-05,0.000126408710012744,-0.000142763065135167,0.000140773579564226,-0.000134125289271738,6.7867693740695e-05,-1.09493539215335e-05,1.28285721969934e-05,3.16659269030434e-05,-0.000190976514111799,0.000306277825742818,-0.000269726961853517,0.000159722489652631,-5.44395252656757e-05,4.15512126658317e-06,-6.52533344793619e-07,1.67595014249771e-06,-1.04648450812204e-05,4.4466374658182e-06,8.12864324580493e-05,-0.000142787885053233,7.93626148397458e-05,-1.32810864523968e-05,5.75856502852725e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.2750803712278,0.0738501981475698,0.0144421330491273,-0.000305596904147415,0.00037877854814771,-1.21711723736895e-05,-7.95952503985311e-05,2.4263353193079e-06,4.6432328064266e-05,-2.75059721927507e-05,-1.82001032670235e-05,1.71111263970931e-05,-1.00609015106014e-06,-1.73891563458303e-05,3.22349514929918e-05,-1.61222759252332e-05,8.18120387550632e-06,-3.31178612703497e-06,-3.39217171685446e-05,4.76346526758212e-05,-1.76926703052488e-05,1.48624238604708e-06,-6.53438077516561e-06,-4.84186416617168e-05,0.000194587149417577,-0.000263525586279765,0.000168568771136558,-5.74074964650564e-05,1.16350322357726e-05,-6.75388062785833e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,145,169.166666666667,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-13.3834262546303,0.0186272457225778,0.016458035084118,-0.000333925100482418,0.000412031083530309,-1.17360907179643e-05,-0.000106551386815398,7.34936288411512e-06,7.12644508963013e-05,-3.69546928264335e-05,-1.20695591644431e-05,1.15125614895538e-05,-8.72570285556983e-06,4.44702850627058e-06,5.18769696953108e-05,-0.000116192996588486,8.60904780410156e-05,-4.40322851629824e-06,-5.88094112827873e-05,8.1455387571494e-05,-1.27393172034391e-05,-9.55766552046567e-05,0.000110344754375448,-3.91606951288515e-05,2.30728843879839e-06,1.30152097490066e-05,-9.31892114333346e-05,0.0002116904732414,-0.000222005376694635,0.000107639873877938,-1.98887415789627e-05,9.00401272458206e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.0891644439229,-0.0460684821495053,0.0210063770216033,-0.000402955592850436,0.000511461220697727,-0.000114917673614884,2.66200375338355e-05,-2.06876271217806e-05,9.13270262908858e-07,-2.21301681409133e-06,4.51438767759049e-06,-1.2497660831266e-05,7.02220518411133e-06,7.56580689294483e-05,-0.000207156724092696,0.00020255410421241,-2.66142702186028e-05,-0.000188183837192378,0.000317881902452866,-0.000214466474369326,1.4275193937225e-05,3.49659065959277e-05,-6.17368919306423e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,145,217.5,314.166666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0247192413964,0.00332175713192043,-2.5968306725466e-05,1.2129715350241e-08,8.4383771295766e-08,-1.20494610674767e-06,-2.28740578684761e-05,0.00014706170740463,-0.000231992643649605,2.36889953722742e-05,0.000210237368946215,-0.00016195817070281,4.6502209208627e-05,-4.56670030811985e-06,-2.54289538633438e-05,2.35112239322598e-05,-5.27261412499421e-06,3.00043343934322e-06,6.90540715841777e-07,2.24097213610579e-05,-7.47168127133062e-05,6.59904614647326e-05,-4.34663190328083e-06,-3.47924742232167e-05,2.52582611667267e-05,-1.75753940002882e-06,1.32188741296276e-06,2.57591904890359e-05,-7.47343554729598e-05,6.43664739974933e-05,-1.48228290886418e-05,-2.23383505379233e-07,-4.620607330714e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,628.333333333333,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,942.5,966.666666666667,990.833333333333,1160,1305,1329.16666666667,1353.33333333333,1377.5,1401.66666666667,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9644611718401,0.00657111457759005,-0.000131564521224845,9.62444003554905e-07,-6.36768444001561e-07,1.69319817251606e-07,-1.39172527771003e-06,-2.04271741341843e-05,0.00011053672210816,-0.000163032508642932,2.01281099223116e-05,0.000166464148165371,-0.000197957229548575,0.000111581673375057,-2.58777010221398e-05,1.28205267767465e-06,-1.5480197481173e-06,-9.23154206153031e-07,-1.77176321599123e-05,7.20252469898284e-05,-0.000115441650052675,8.77073753303804e-05,-2.68128174839836e-05,1.1906394163842e-06,8.43562529059628e-07,-4.11722539172192e-06,-7.2816061046803e-06,9.88746162627844e-05,-0.000244520675802229,0.000249597684431644,-0.000102870299674308,4.8536362590852e-06,5.12386485042822e-06,-9.01972440606923e-07,4.79658364247336e-07,-1.08283277036261e-07,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1111.66666666667,1425.83333333333,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
