"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location"
"0-17",1,-14.6410548917134,0.119729188741784,0.00417748399566512,-0.000133369761510797,0.000212932118792109,-1.51961748032666e-05,-0.000191057452030284,0.000179395076130311,-1.91050229745909e-05,-0.000118404018759583,0.000193400750542844,-0.000175599665712631,7.63394763354408e-05,-1.16838329674731e-05,1.31511563450224e-05,4.93923347531716e-05,-0.000206846063648496,0.000266320878249618,-0.00016316753904409,4.80961236921354e-05,-2.21725287093928e-06,-5.05715785714881e-07,-1.67182162703427e-05,1.69591801348457e-05,-1.93524947490693e-06,-7.11169684928274e-06,3.24219381188448e-06,6.87025043843273e-05,-0.000125561225022479,7.33524722304437e-05,-1.33552048613547e-05,5.47844813399362e-07,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,507.5,531.666666666667,555.833333333333,628.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.31148457023715,0.184373540781677,-0.00482418386896768,3.32170280190346e-05,9.97004158308152e-06,-1.17762862217077e-05,-0.000121855954948088,0.000139774960015845,-4.68944875245207e-05,-8.16073254372446e-06,2.13726947154205e-05,-1.81715812843773e-05,8.57711883867883e-07,1.08795396700027e-05,-9.90693469160337e-06,9.00245368564771e-07,1.30770722433511e-05,-3.41403561609707e-05,2.32406211520564e-05,-1.43011070506689e-05,5.01658340915143e-06,8.8910567369177e-05,-0.000153903354837528,8.70340536979474e-05,-1.57825727461492e-05,6.39897616948245e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,265.833333333333,290,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.2790564402438,0.18052264661075,-0.00451871607894565,3.07850951021592e-05,1.07313620639312e-05,-1.25909412398764e-05,-0.000122796587976903,0.000151608229569299,-5.62428287653399e-05,-7.30046293385948e-06,2.68833128822116e-05,-2.84568901551772e-05,7.11014166578306e-06,1.16775298002322e-05,-2.58358069853195e-06,-3.52020833193325e-05,3.27930775952344e-05,-2.04452488727922e-05,6.82945688446219e-06,5.73886423901881e-05,-0.00010653771399822,6.42136020655333e-05,-1.91230771836258e-06,-6.6968974716008e-06,-2.07610849340912e-06,-2.90459006019471e-05,0.00012206505143258,-0.000160245011797215,8.55513940547977e-05,-1.61850857931491e-05,6.78277994832481e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,265.833333333333,290,338.333333333333,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.6967437783328,0.405004980138755,-0.0152635888305617,0.000241853066109944,-0.000326833885313358,0.000138719007574695,-5.41668226660106e-05,1.98826506788565e-06,-1.61122802970293e-06,-2.34141688983571e-05,6.3328250470128e-05,-7.59259725299591e-05,4.2167062655501e-05,-4.05385706901069e-06,-3.79907731448685e-05,0.000119462318753624,-0.000215269334868973,0.000253947955777714,-0.000153161098472128,1.18878524448599e-05,2.45532771357167e-05,-5.48022557530465e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.6944535719147,0.00205680241491796,-0.00180850128797709,9.25676457002599e-05,-0.000227874916488193,0.000212586162391951,-2.19487287538626e-05,-0.000195265046820209,0.000239867733956669,-0.000133349767299405,1.50949013293407e-05,8.26126237654683e-05,-0.000116080715311192,6.04651148344304e-05,-9.13574958877725e-06,1.23830951918681e-05,3.80713458220341e-05,-0.000200806078576703,0.000318276438292098,-0.000286815723187264,0.000174785892308924,-6.01207839527643e-05,4.5081548194508e-06,-7.08594332821763e-07,1.8132478292769e-06,-1.08471283979454e-05,4.74758364809289e-06,8.55640131147727e-05,-0.000154629969359741,9.07790790165911e-05,-1.72099504973164e-05,6.6737951436245e-07,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.6950867693183,-0.160141475029978,0.0345987777357456,-0.000688271521695899,0.000913472132863656,-0.000228455814686744,8.32125033072343e-06,-5.3955161711616e-05,8.06213413326138e-05,-2.86418078575297e-05,-1.02205789381262e-05,9.80973341150714e-06,-1.42731809504923e-06,-2.41138245811214e-05,4.30954851861112e-05,-2.0835170202179e-05,1.11912568702706e-06,1.4000554875919e-05,-4.33876176649028e-05,3.68960396281584e-05,-8.34367657985435e-06,-1.49251530163456e-05,6.01750355166022e-06,8.85248605761502e-05,-0.000149763476389428,8.65865050385059e-05,-1.67697996954394e-05,6.43648887600989e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,265.833333333333,362.5,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.7744436310125,-0.256222518948248,0.0413664643401746,-0.000802684107202222,0.00105313217248061,-0.000257783368514622,1.03635850463841e-05,-5.41125119248739e-05,8.69551187356654e-05,-3.15572383135016e-05,-2.30156419212372e-05,2.13360170897756e-05,-5.45504425547302e-06,2.09421153787237e-06,3.02926594828889e-05,-6.62146339615197e-05,4.40229944898521e-05,-2.3575753398548e-05,7.50920044708371e-06,6.91251739905907e-05,-0.000132365045189586,8.91760392181189e-05,-5.69448066264703e-06,-1.19620278273362e-05,-1.49879196769318e-06,-2.32936173685115e-05,9.81256747482034e-05,-0.000131210763488573,7.16008586459319e-05,-1.38813508127502e-05,5.68472271257915e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,338.333333333333,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.8524224425899,-0.180670759385334,0.0308711121897119,-0.00058902341561445,0.000803246999113244,-0.000328057911440304,0.000178244195125883,-6.75114620349898e-05,6.64874905553573e-06,-1.97588750929287e-06,-1.15050987567962e-05,1.07790796359936e-05,-8.21120970907459e-06,5.00000989693978e-06,5.90632142233035e-05,-0.000141706768310615,0.000108297046094798,-5.58366626110779e-06,-6.82106943880339e-05,8.73082289096364e-05,-1.01587877150779e-05,-9.09119895703668e-05,8.08210992616425e-05,-3.56329763695102e-06,-1.24248267186489e-05,1.30966262367447e-06,-5.95243463283487e-06,-5.25485156908267e-05,0.000182702543008231,-0.000215367356292297,0.000109276357838496,-2.08662400064937e-05,8.79164962967867e-07,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0110298263173,0.00283654014822499,-2.18094461012315e-05,6.4777688641739e-09,7.67377223528808e-08,-1.08765884447591e-06,-1.98276770829573e-05,0.000130255426451087,-0.000204417399971013,1.92714148788572e-05,0.000170648213247778,-0.000103223088279173,4.90340908927749e-06,4.3272153606781e-05,-0.000116147693728838,0.00011907727675142,-1.65496796727018e-05,-0.000108541957239919,0.000176207336888981,-0.000143557250969084,5.34177750626876e-05,-2.39616621471623e-06,1.92735353927977e-06,-7.3612914960885e-06,-2.93295971858838e-05,0.000172934023531829,-0.000341329690220025,0.000319903902688164,-0.000142077133075539,2.68849585851376e-05,-5.0464765825646e-06,1.31873027724005e-06,1.97056805569603e-06,-1.38278927627838e-06,4.3908666267143e-07,7.27075332297375e-06,-1.85343193468068e-05,1.1788786225864e-05,-1.04716915890373e-07,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1063.33333333333,1135.83333333333,1305,1329.16666666667,1353.33333333333,1377.5,1546.66666666667,-1
"18-49",3,-15.0075347311839,0.00913751615200501,-0.000181706074707509,1.27903215821262e-06,-7.58880023871705e-07,1.03859828117758e-06,-4.44417031477637e-06,-2.30294034163083e-05,0.000137343535495101,-0.000231961407813195,0.000145504169747604,-1.1758638929231e-05,-2.58682691354209e-05,1.50047464685652e-05,-2.45695283663498e-06,8.22579693993104e-07,-3.42649321531051e-06,-1.7178096096223e-05,8.27135588944421e-05,-0.000124987930450463,7.30245057698063e-05,-1.18330102648627e-05,9.16664987981316e-07,1.38780308496565e-06,-5.98375606302952e-06,-1.37903636179273e-05,0.000138031410856738,-0.000309200518990794,0.000294666814108319,-0.000114033853280806,5.30918042018151e-06,4.1726802051232e-06,-6.15696001494092e-07,6.33318629154683e-07,-1.25942472335711e-07,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,435,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1135.83333333333,1450,1546.66666666667,-1,-1,-1,-1,-1
