"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location"
"0-17",1,-14.5903973348851,0.180604668029779,-0.00205851995220547,4.63796937056352e-06,2.31680104655796e-06,3.72353265738653e-05,-7.9417404970568e-05,1.39474118010482e-05,9.42059420097764e-05,-0.000182039190884449,0.000230982690531002,-0.000204389984458627,0.000101430617281828,-1.11099435447398e-05,8.11120495989262e-06,-1.01394910298544e-05,-8.02959153412929e-05,0.000155277954114644,-0.000117591929523432,4.11264967085731e-05,-1.82444909328341e-06,-2.21024973116155e-05,2.53754842931086e-05,-1.40873853227491e-06,-7.52040100906942e-06,3.8947361516624e-06,-2.86584884508414e-05,1.10718386418289e-05,0.000144912121681754,-0.000235853378174886,0.000131045524347953,-2.41872596736713e-05,9.63243404668189e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,531.666666666667,555.833333333333,604.166666666667,628.333333333333,676.666666666667,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-9.00399329724507,0.387897282917857,-0.0186473695439866,0.000291850815860179,-0.000363209089942967,0.000155275108867255,-0.000160776471482165,9.70343479932846e-05,-7.00356527984427e-06,-1.10162328389711e-05,-1.26349119810354e-05,2.82689486018981e-06,2.14781301618611e-05,-1.50743464047586e-05,5.17839071914761e-07,6.40055890657128e-06,-6.21017818858764e-06,3.3327110334828e-06,-1.11560108483671e-05,9.36979098601719e-06,7.43493604342887e-07,-2.49685837857062e-05,-2.51657737038761e-05,0.000235353565329609,-0.000357602569818719,0.000236273709137625,-8.1107977565169e-05,1.6399394169562e-05,-9.28133567725793e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,386.666666666667,410.833333333333,435,580,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.79060726420322,0.357806450687453,-0.0161352407266628,0.000246106374012718,-0.000297593605375435,0.00012759995143292,-0.000189297833861061,0.000208961732356797,-0.000137570329908644,5.67471284237472e-05,-6.57223582490786e-06,-2.19637942581073e-05,2.59145534308964e-06,2.86045035916325e-05,-1.96208681615458e-05,1.47705609027363e-05,-3.49611715146416e-06,-3.39858576397482e-05,3.06301335378049e-05,-1.413030463091e-06,-2.57163150416412e-05,4.142107464023e-05,-6.25118726805323e-06,-5.19660986721889e-05,5.4091222159923e-05,-1.52696562751718e-05,-5.7807592631107e-07,-8.34655299392168e-06,-4.43702782173528e-05,0.00020842974161355,-0.000294672446676372,0.000192379384156698,-6.6317912446144e-05,1.34334191254588e-05,-7.62426673828756e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.72690478446032,0.226620037649661,-0.00291676248433341,1.05409860754854e-05,1.7021407493846e-06,-3.78286872295421e-06,-2.41827484253692e-05,2.76585282068433e-05,-3.21767714227872e-05,7.84490705114284e-06,5.49535987274979e-05,-8.05462944832494e-05,4.55090752785033e-05,-1.35794016320213e-05,4.27950746041266e-05,-1.31376896406851e-05,-0.000132371566350708,0.000205527751706702,-0.000159972002498076,0.000132089921600457,-0.000142599450300486,0.000119483291039108,-1.69585538558868e-05,-0.000110774272097911,0.000125678087076596,-4.4401292626634e-05,1.09357082615632e-06,-2.27188996748817e-06,6.0629090799342e-06,6.68061213298856e-06,-9.63326537204175e-05,0.000245218222000883,-0.000285553120674912,0.000174054197994311,-5.97019578177539e-05,1.21733887308622e-05,-7.21922436087295e-07,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,290,338.333333333333,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,725,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.6602857836297,-0.0645905986311331,0.00479817806634696,-4.68557334970561e-05,9.03961914374168e-06,4.92215240432589e-05,-1.56196480924316e-05,1.65442887093535e-06,3.30098752206152e-05,-6.18127140479566e-05,3.90611116714447e-05,-6.59801529448252e-06,9.33934824192048e-06,2.4644147231808e-05,-0.000151765028520503,0.000247790640499433,-0.000226547270299764,0.000140173799843253,-4.73608255187161e-05,1.81080838251086e-06,1.06656831219815e-06,-1.73075192314526e-05,6.86949817108927e-06,9.34091047615094e-05,-0.000155046292142744,8.73202854176095e-05,-1.61420721136204e-05,6.41878021565271e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,604.166666666667,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-12.4024301130359,0.0528206726477912,0.0110990099810255,-0.000237953207699422,0.000314622599359451,-6.59362779964058e-05,-4.14940307123753e-05,4.09014855576246e-05,-7.91351386979889e-06,-1.34439729804835e-05,1.23996092744147e-05,-5.27590469996953e-07,-8.27652318666582e-06,1.01936082411154e-05,-3.3983834960046e-06,7.03415884403757e-07,8.18039433846461e-06,-1.97455843523841e-05,1.28501650626077e-05,-2.3346260390831e-05,8.57531263762458e-06,0.000108474250495371,-0.000174296241447766,9.67715590463464e-05,-1.80548494619973e-05,7.11221332748508e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,169.166666666667,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,483.333333333333,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-11.8438881844489,0.0295026620616525,0.0115187913140473,-0.000240366004369473,0.000319453241630007,-7.51692721364643e-05,-3.27242983605699e-05,5.28835017542631e-05,-2.14836510574706e-05,-1.8670655087936e-05,2.0748363605313e-05,-5.45420777197559e-06,9.50306720680492e-07,1.76712969199111e-05,-4.33266970581502e-05,3.18194763119678e-05,-1.76456364876912e-06,-2.88321123960227e-05,4.66954882131765e-05,-6.83366493711208e-06,-5.11063066971308e-05,4.22954039929916e-05,-6.15822737442795e-06,-7.62446258667664e-07,-6.6859613841747e-06,-2.48917131125221e-05,0.000129268548157648,-0.000173496847774125,9.25750735709456e-05,-1.73332544629014e-05,6.96497936510601e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,145,217.5,241.666666666667,290,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-12.3671724033041,0.044895824481947,0.0069406224584992,-0.000119666489854453,0.000122355102857798,-1.18004212259164e-06,1.35051346613944e-05,-1.25668295199196e-05,-1.30622073260541e-05,1.13863559255835e-05,-7.863495971537e-06,7.00527669058678e-06,5.96561651014705e-05,-0.000177434743817763,0.000211655915751826,-0.000150778998474775,0.00012234038831688,-0.00013923516438342,0.00012088777390903,-1.68795611893709e-05,-0.000119316073629277,0.000144088494752095,-6.11359803028382e-05,3.17816080610515e-06,4.60865838441225e-06,-2.57865813492482e-06,7.84395256595376e-06,-0.0001088087051663,0.000298803944099604,-0.000350964112870731,0.000212975237884288,-7.27393025268112e-05,1.47928825192583e-05,-8.70875076163155e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,217.5,241.666666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9251275586423,-0.00217528844474784,2.30174006639441e-05,-6.24664223057618e-08,-5.58664237037257e-07,2.97637688796181e-06,7.13121693492147e-06,-6.64017142369943e-05,0.000217470451082082,-0.000306779656814494,0.000111535279957547,0.000111156307400213,-8.38869166765583e-05,2.35027178104333e-05,-7.79337131976875e-06,-6.38729719161483e-05,0.000122431652064161,-0.000127222004225892,9.0557340006995e-05,-1.04998911694339e-05,-4.52018474163107e-05,2.67389862015664e-05,9.28362532959869e-07,-4.922795661071e-06,-1.85378254878893e-05,0.000135206683020353,-0.000299680463545606,0.00030303156872319,-0.000144540113886705,3.02650522857405e-05,-3.48171356103124e-06,5.62545807414714e-07,-7.76405450425279e-07,1.04927779062286e-06,-1.1273440488513e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1353.33333333333,1401.66666666667,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.8490659304754,-0.0070817511699435,0.000145742061689032,-8.29136293811162e-07,4.75260024616571e-07,-1.68799999969375e-06,5.35822676793916e-06,1.13733722210749e-05,-8.24462889732655e-05,0.000233944457877337,-0.000333009578692631,0.000203567314741791,-1.52187749533381e-05,-3.20688481292319e-05,1.06837770253762e-05,8.3238735899355e-06,-9.43954507464736e-06,1.01283054112452e-06,1.53413643571576e-05,-3.43619324034914e-05,2.0337806962234e-05,1.0024445675274e-06,-5.42170736776887e-06,-2.06407813806677e-05,0.000142089461297563,-0.000315283200825691,0.000343073785286905,-0.000217414362816247,0.000121003930644648,-8.10941744313533e-05,3.48855992315906e-05,-1.78208259140633e-06,-7.72123691820773e-06,6.45285531035927e-06,-4.16854453513756e-07,-6.66091039209952e-06,8.13701401361706e-06,-3.74989477949424e-06,1.56739430162035e-06,0,0,0,0,0,0,0,0,0,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1135.83333333333,1160,1329.16666666667,1353.33333333333,1377.5,1498.33333333333,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1
