"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_45coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location","knot_45_location"
"0-17",1,-15.2523599063882,0.144201080079003,0.00665198040983264,-0.000197524618330601,0.000327927304264419,-0.000142469901933231,2.72591335808149e-06,1.42610243674365e-06,6.59417925109492e-05,-0.000102922371858785,5.07038508283548e-05,-9.59473335083774e-06,1.29252356152995e-05,5.45263559837025e-05,-0.000218628128711732,0.000297416037833366,-0.000221012466056378,0.000108360922229585,-3.12028806761249e-05,1.59604796579308e-06,-3.39319218782935e-06,4.55603110489987e-06,-1.4761680091378e-06,1.22177663473128e-06,-6.08360704280583e-06,-4.91832083451784e-05,0.000199287394336884,-0.000254529639548305,0.000133179380464492,-2.48174623539671e-05,1.04049293759831e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,580,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.32011972901933,0.0961526018092268,-0.00255100231848595,2.11983148851488e-05,-5.48081936636908e-06,-3.65476875065919e-05,4.6322204046906e-05,-2.182764883049e-05,-9.71254163814923e-06,2.17830183885332e-05,-1.70890152179046e-05,-9.54608976328925e-06,3.89359106630443e-05,-3.40489083883189e-05,8.64569884586118e-06,-1.42939450728018e-05,-6.63148863650104e-05,0.00028712656956944,-0.000385447335225276,0.000241066908009343,-8.09278122850603e-05,1.8392071548677e-05,-2.64864727295951e-06,4.15124122673152e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,120.833333333333,145,193.333333333333,265.833333333333,290,338.333333333333,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.19384567751172,0.106489170651664,-0.0028293141313148,2.43468698464378e-05,-5.0696010247437e-06,-7.49647971560729e-05,7.7112185932351e-05,-4.73945961997435e-06,-1.65983149853353e-05,-4.49951448787455e-06,-2.46836880052163e-06,2.8256598045164e-05,-2.58448535998331e-05,-0.00016671720752338,0.000557390151537228,-0.000714165582239053,0.00047961417768118,-0.000211846140288093,7.58360573710007e-05,-1.76619862957859e-05,2.1185351846393e-06,-9.90143063533359e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,193.333333333333,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.22544563145348,0.266882023444151,-0.00763167828695235,8.40549710583846e-05,-2.83487422490553e-05,-0.000173328780187075,0.000255743632930104,-0.00022184450383859,0.000110826488894809,-1.27283107869527e-05,-1.13473503562578e-05,-1.07537466885794e-05,-4.08707790453879e-05,0.000170082477194554,-0.000325832874327538,0.000331212596127805,-3.3084149825805e-05,-0.000234447552681971,0.000195545015509996,-6.6867473433265e-05,1.25233474920017e-05,-5.34052974451754e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.7705176214285,0.0584598131360742,-0.007237551025991,0.000200994202924168,-0.000383875035042515,0.000292225163839969,-0.000126811026282106,5.91328434851388e-06,1.02969174202485e-05,3.35791846391988e-06,3.69775593557346e-05,-7.74587981935291e-05,4.55756732918265e-05,-7.36676939530913e-06,1.03253679686391e-05,3.4076228095222e-05,-0.000175415099110398,0.000263973361141715,-0.000214390522177695,0.000116714568661078,-3.71809996912564e-05,1.48625720858399e-06,1.6596778482515e-06,-1.08247616226079e-05,4.41420840742695e-06,8.2670813060024e-05,-0.000146620150796006,8.34856204061484e-05,-1.48193986563802e-05,6.13607395546746e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,676.666666666667,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.5548396949532,-0.0645581665373174,0.0284336229843015,-0.000588221878540563,0.00080384395553091,-0.000229153873549456,8.79516479174417e-06,-1.36001838097353e-06,1.30369192340273e-05,-1.37108655073444e-05,1.65059832416724e-06,1.37647714409984e-05,-1.4698133228553e-05,1.30438742590175e-06,1.52893106354835e-05,-1.09856863574936e-05,8.00231187616343e-07,1.4125696768649e-05,-4.22980853525402e-05,3.37956189044571e-05,-1.97212000576679e-06,-3.06540517301046e-05,6.04367970138426e-05,-5.01699006458112e-05,6.21269044392301e-06,9.57515091558585e-05,-0.000159507723762431,9.02145941476352e-05,-1.6957062655162e-05,6.64486457625361e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,145,217.5,265.833333333333,290,338.333333333333,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-13.9592459762923,-0.235565234143334,0.0389954873736039,-0.000764207116403743,0.00102082618513152,-0.000280178158359474,1.3778395745131e-05,-3.63435835054574e-06,2.29159493309785e-05,-6.55665002344054e-06,-9.19382721856678e-06,1.3180450573837e-06,2.02426715691681e-05,-1.83692357405211e-05,1.16532056233203e-05,-1.49311127994205e-06,-1.61052454796494e-05,2.81280369725383e-06,5.39405246051205e-05,-0.000110293318034265,9.80282796455563e-05,-1.04939702888309e-05,-8.31875653686198e-05,7.63717211244726e-05,-4.62113040866162e-06,-1.68614220610803e-05,1.62204196683034e-05,-1.99034514257766e-05,2.87877556032276e-06,3.51634462044892e-05,-5.20147333404626e-05,2.10559158548993e-05,-8.96642280585339e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,169.166666666667,217.5,265.833333333333,290,314.166666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.3590505467478,-0.486791590920252,0.0511396224554105,-0.000918459002642337,0.00113709773795678,-0.000192631841439611,-0.000141902630851552,0.000249827528196515,-0.000196598742730826,7.40413353534494e-05,-4.63163953946679e-06,-2.22021017613907e-05,1.68549584629935e-05,-2.42309207283545e-06,-1.32229369369457e-05,7.99591582391092e-05,-0.00022252314239674,0.00029599501149742,-0.000112295097768316,-0.000116599641734349,0.000126669736765773,-4.44035787709731e-05,7.44826002594387e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,217.5,241.666666666667,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0255692257307,0.00318705594153509,-2.4698643898462e-05,9.33395208779902e-09,8.37465369129608e-08,-1.19214601847517e-06,-2.21792317756097e-05,0.000144821148024225,-0.00022968833871688,2.2958012640488e-05,0.000207650985068762,-0.000145172728074988,7.27451489879716e-06,3.60259500352858e-05,-5.63963251579713e-06,-6.76227967296211e-05,8.47047499916745e-05,-3.31938255584204e-05,3.14076511060065e-07,1.01540878762853e-06,-9.06682136428537e-07,4.85092731849066e-06,4.77671112956298e-05,-0.000169414233659316,0.000189331386771829,-7.65702966527424e-05,2.69735862333299e-06,1.20281832018491e-05,-1.12462496140082e-05,1.25648869890827e-06,5.96475126081155e-06,-1.12748330822993e-05,1.45091773047572e-06,1.68458656790132e-05,-1.40283773400695e-05,6.18406064819152e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,604.166666666667,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,1063.33333333333,1087.5,1160,1329.16666666667,1353.33333333333,1401.66666666667,1425.83333333333,1450,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9749109089563,0.00598637842218555,-9.44055192666522e-05,3.69863634955999e-07,1.31708804132143e-07,-1.42542275070833e-06,-2.10988161093414e-05,0.000114426138051073,-0.000166869797083557,1.94203522394878e-05,0.000149701870125036,-0.000143300778922496,5.19166750053801e-05,-6.38438794454359e-07,-2.84321260801037e-06,-7.89257325745076e-07,5.17639394744851e-06,6.34889132683503e-05,-0.000213196614285228,0.000233377353197055,-9.51773661707713e-05,4.15527305976892e-06,3.56427041333381e-06,-3.76877223655665e-07,-2.22427858352327e-06,2.62968926428306e-06,-1.04877939987059e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,435,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1135.83333333333,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
