"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location"
"0-17",1,-13.7006024411419,0.186134722932048,-0.00397087707708022,2.56667544454685e-05,1.61520361885548e-06,-1.53361138678253e-05,-0.000397910527897585,0.000760990721082682,-0.000171128842476657,-0.000839713087727383,0.00110302866255881,-0.000528888718069431,3.63817387319056e-05,2.43504553039964e-05,2.05163622877823e-05,0.000229623087556225,-0.000789113614601545,0.000858739522455971,-0.00034469622525869,2.16015036057683e-05,5.81269750925019e-06,-2.83236531249318e-05,3.00737782046063e-05,-3.45024087779949e-06,-5.73147366006688e-05,0.000129578380201478,-7.33804897481506e-05,1.56664784077419e-06,-2.82923078326487e-07,0,28.6060606060606,85.8181818181818,100.121212121212,114.424242424242,128.727272727273,143.030303030303,157.333333333333,171.636363636364,185.939393939394,214.545454545455,286.060606060606,300.363636363636,314.666666666667,328.969696969697,343.272727272727,357.575757575758,400.484848484848,543.515151515152,557.818181818182,629.333333333333,843.878787878788,858.181818181818,872.484848484848,1046.51515151515,1146.63636363636,-1
"18-49",1,-8.63136407858781,0.180506495451116,-0.00490507409311685,4.77117225826319e-05,-1.94676429577667e-05,-0.000235441119186999,0.000292124617641927,-5.43752100150084e-05,-0.000206001164006821,0.000323920688356217,-0.000161213419861186,1.49081347166902e-05,-9.68520572546949e-06,1.70615987807812e-05,-9.83902858605437e-06,9.18599410187045e-07,-8.30726163106674e-05,0.000174972326140495,-9.38606570386721e-05,1.65175523688704e-06,-3.11300896084693e-07,0,0,0,0,0,0,0,0,0,14.3030303030303,85.8181818181818,100.121212121212,128.727272727273,143.030303030303,157.333333333333,171.636363636364,228.848484848485,343.272727272727,386.181818181818,414.787878787879,700.848484848485,843.878787878788,858.181818181818,872.484848484848,1046.51515151515,1146.63636363636,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.14679336770361,0.276070571569606,-0.0079194126646767,7.53085729615356e-05,-2.36608779389626e-05,1.30276727898717e-05,-3.46655566141056e-05,-0.000344532227327591,0.000556639463700156,-0.000255747011314274,8.69830676789831e-06,1.60936866109513e-05,-3.07677928978916e-05,2.31886218942661e-05,-7.94854357041636e-06,1.45287381789653e-05,-1.09949729757472e-05,6.85647460654397e-06,5.6170897152631e-05,-0.000154179938735427,9.85653340640273e-05,-7.52217611110288e-06,-2.90722700469543e-06,1.4506334381678e-05,-1.09162968750809e-05,3.369832976964e-07,-1.30715582533626e-07,3.62344304489451e-08,0,0,14.3030303030303,28.6060606060606,57.2121212121212,71.5151515151515,85.8181818181818,100.121212121212,128.727272727273,157.333333333333,200.242424242424,228.848484848485,314.666666666667,386.181818181818,414.787878787879,600.727272727273,615.030303030303,629.333333333333,643.636363636364,715.151515151515,843.878787878788,858.181818181818,872.484848484848,1046.51515151515,1146.63636363636,1381.75757575758,-1,-1
"65+",1,-9.5067900624575,0.214536344587624,-0.00274939870326925,1.06196811493768e-05,-1.52549797985182e-06,-8.75840495038294e-06,-1.4234400160244e-06,1.7750519842584e-06,7.29976225979159e-05,-0.000177190369033162,0.000110912839943975,-8.42396730520713e-05,0.00012370319830979,-2.87487874058019e-05,-0.000108555642889593,9.77434120359782e-05,-7.68464785550976e-06,-2.32057178250684e-05,5.03825060733594e-05,-2.71126070724292e-05,4.10697398874432e-07,-1.59719278801456e-07,4.2984588877707e-08,0,0,0,0,0,0,0,28.6060606060606,100.121212121212,200.242424242424,328.969696969697,443.393939393939,457.69696969697,472,572.121212121212,586.424242424242,615.030303030303,629.333333333333,643.636363636364,715.151515151515,843.878787878788,858.181818181818,872.484848484848,1046.51515151515,1146.63636363636,1381.75757575758,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.8093857266475,-0.00762036997678044,-0.00294862498363743,0.000259901588603849,-0.000533698068066329,0.000302102895354592,-0.000239360126676048,0.00011280985684868,0.00070409071345146,-0.00122566648609794,0.000812799867259091,-9.49914874386302e-05,-0.000120927327771598,2.52000576669284e-05,2.67327867526647e-05,0.000224047335630175,-0.00106340017426349,0.00166687958958751,-0.00124594092142452,0.000429362645186169,-2.96954010506781e-05,-1.09194195251954e-05,5.55644973752073e-05,-0.000115445676978841,6.31611978759474e-05,-6.52389752515914e-05,0.000135474704991246,-7.41366025128097e-05,1.58930470377612e-06,-2.90059808900281e-07,14.3030303030303,28.6060606060606,114.424242424242,128.727272727273,143.030303030303,157.333333333333,171.636363636364,185.939393939394,200.242424242424,243.151515151515,314.666666666667,328.969696969697,343.272727272727,357.575757575758,371.878787878788,386.181818181818,400.484848484848,443.393939393939,729.454545454545,743.757575757576,758.060606060606,843.878787878788,858.181818181818,872.484848484848,1046.51515151515,1146.63636363636
"18-49",2,-14.6688859133663,0.0528581846269851,0.0151371435974832,-0.000328965192009125,0.000142123861283709,0.000256538009019966,-8.96477814246063e-05,3.18362212194157e-05,-5.22702936005337e-06,-1.57911273078789e-05,1.04729744445518e-05,-1.38729856251183e-05,1.42836299592349e-05,-2.07221431441246e-06,8.09766007042946e-07,-6.8578374127406e-05,0.000146346920192876,-7.94926920906388e-05,1.52049966606908e-06,-2.74682790919473e-07,0,0,0,0,0,0,0,0,0,0,14.3030303030303,28.6060606060606,71.5151515151515,128.727272727273,185.939393939394,200.242424242424,243.151515151515,371.878787878788,386.181818181818,472,700.848484848485,843.878787878788,858.181818181818,872.484848484848,1046.51515151515,1146.63636363636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.2551243441677,0.0529042153393416,0.0127967301273149,-0.000249437155178643,4.69797581006258e-05,0.000270565588141915,-1.50435324889523e-05,-7.40448055277518e-05,2.84378965720441e-05,-2.36098744995472e-06,-1.0835804896565e-05,5.90345553747946e-06,-5.86853210156623e-06,6.00693695962195e-06,-6.25290337455597e-06,1.36003554542321e-05,-7.85679004837831e-06,2.67411875275448e-07,-1.0350699478315e-07,2.95785608636041e-08,0,0,0,0,0,0,0,0,0,0,14.3030303030303,28.6060606060606,57.2121212121212,71.5151515151515,114.424242424242,185.939393939394,200.242424242424,243.151515151515,629.333333333333,643.636363636364,843.878787878788,858.181818181818,872.484848484848,1046.51515151515,1146.63636363636,1381.75757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.8482245406477,-0.0479222728484406,0.0217400368662452,-0.000425812627738743,0.000139595043872453,0.000456199982167467,-0.000163877760326125,-5.22534012534227e-06,-1.96325471870624e-06,1.99929050187903e-06,3.65704720598594e-05,-7.35371155632536e-05,4.66241767210775e-05,-0.000113170670687375,0.000161316290740351,-3.56162290260122e-05,-0.000132776968046409,0.00011907332529545,-1.10339125099808e-05,9.07008492693003e-05,-0.000260606861857041,0.000264122012180574,-9.29555082178787e-05,5.10453959274648e-07,-1.98890027776704e-07,5.11559528512923e-08,0,0,0,0,14.3030303030303,28.6060606060606,42.9090909090909,128.727272727273,200.242424242424,328.969696969697,443.393939393939,457.69696969697,486.30303030303,572.121212121212,586.424242424242,615.030303030303,629.333333333333,643.636363636364,715.151515151515,829.575757575758,843.878787878788,858.181818181818,872.484848484848,1046.51515151515,1146.63636363636,1381.75757575758,-1,-1,-1,-1
"0-17",3,-13.215912777981,0.000777601910496261,-7.87335027283954e-06,2.05181556242682e-08,-1.00227638318925e-05,5.873619881588e-05,-1.92117695774309e-05,-0.00022990736794602,0.000356605721922491,-0.000173802752766662,9.99067842402097e-06,5.68977917063354e-05,-0.000123537711455073,0.000108684692166583,-1.40957354767187e-05,-8.11225556098387e-05,0.000121480565861975,-7.23068868851979e-05,2.34713952509122e-06,1.62025037515891e-05,-7.53876947534305e-06,2.08420250286473e-06,-6.50178247353971e-06,-4.05766998478734e-05,0.000123770818262196,-0.00013119663165518,5.58534049378443e-05,-2.99854016232031e-06,1.4881513551926e-07,0,286.545454545455,310.424242424242,334.30303030303,358.181818181818,382.060606060606,405.939393939394,429.818181818182,477.575757575758,501.454545454545,525.333333333333,549.212121212121,573.090909090909,596.969696969697,620.848484848485,668.606060606061,692.484848484848,740.242424242424,788,811.878787878788,835.757575757576,859.636363636364,889.515151515151,913.393939393939,937.272727272727,985.030303030303,-1
"18-49",3,-14.0252032098527,0.00463184777877219,-7.65432300738902e-05,3.23172954085582e-07,-1.93424511176481e-05,8.58735184974767e-05,-8.31098102090288e-05,-0.000113585337433099,0.000310556539554744,-0.000326604067780465,0.000228699602053595,-0.000119349113909125,4.58393502294588e-05,-3.31974843831486e-06,-7.73292238979947e-06,1.78177288475178e-06,1.99429266981455e-05,-7.78653939471453e-05,0.000140694760996994,-0.000137882555472182,5.90341862575557e-05,-7.31387063210408e-06,4.65316208869935e-06,2.04967721269559e-05,-0.00010963372989759,0.000193635631412487,-0.000182760100131726,9.0179193472595e-05,-1.42835824242112e-05,1.07112479869414e-06,167.151515151515,191.030303030303,214.909090909091,238.787878787879,262.666666666667,286.545454545455,310.424242424242,334.30303030303,358.181818181818,382.060606060606,429.818181818182,525.333333333333,549.212121212121,573.090909090909,596.969696969697,620.848484848485,644.727272727273,740.242424242424,788,811.878787878788,835.757575757576,859.636363636364,889.515151515151,913.393939393939,937.272727272727,961.151515151515
