"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_45coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location","knot_45_location"
"0-17",1,-14.1235584425295,0.091598498654713,-0.000377615625026691,9.33458941064584e-07,-7.2475274253033e-07,1.64775835109363e-07,-8.30143020244694e-07,4.56234061613557e-06,3.32437019478931e-05,-0.000150289199863456,0.000236676051453738,-0.000196991849795081,9.0748227782776e-05,-7.02321527510362e-06,-1.15735336399011e-05,1.59087971953551e-06,-1.64921931502709e-06,-4.0960112300749e-05,0.000127275927447454,-0.000129660389258972,4.55806567734285e-05,-1.07509967684572e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,604.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.17506305175083,0.0573338208304043,-0.00179504381180384,1.79376361843182e-05,-5.86477616534016e-06,-5.28613311058586e-05,5.44660005955187e-05,-1.13800507706954e-05,-1.00796112555111e-05,1.42051251160091e-05,-6.31805396573131e-06,5.45226957418874e-07,8.15629027455895e-06,-2.65879118046737e-05,1.9872340959811e-05,-1.14664000525894e-05,4.19652847207224e-06,7.35239713009806e-05,-0.000131768675249472,7.81179554225369e-05,-1.52733815407138e-05,5.76581525677814e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,145,193.333333333333,241.666666666667,265.833333333333,580,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-6.86272595494373,0.00563960435830596,0.000541391756575015,-4.05062295887823e-06,-1.86065923474371e-07,3.17882609500296e-07,8.54737825800647e-06,-8.58607419017164e-07,-1.34271980111498e-05,9.5541088948799e-06,7.29937743283797e-06,-2.05738872684554e-06,-2.21496229429967e-05,1.94391002878101e-05,-1.00688617941938e-06,-1.68754358479159e-05,1.75880356746966e-05,-7.85507585522351e-06,2.53200593322016e-06,3.49147188233592e-05,-5.35134413432242e-05,2.18857878639696e-05,-9.35586600625268e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,169.166666666667,193.333333333333,217.5,410.833333333333,435,459.166666666667,483.333333333333,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.66966772427713,0.187764198218708,-0.00280579159507469,1.47988422265011e-05,-1.91763866732871e-06,-9.38402334346784e-06,-1.56014940239189e-05,3.71485368826023e-06,3.24715442048267e-05,-3.83468215143736e-05,2.52388408545059e-05,-4.59967354848398e-06,-6.21427254345374e-05,0.000145315795514703,-0.000129204410251277,9.0197712680317e-06,4.50725366087382e-05,-2.07109487337419e-06,-5.88586618560368e-05,8.70552986332874e-05,-1.08451551468762e-05,-0.000114856770790342,0.000117667963454647,-7.83716162512992e-06,-4.31504495456011e-05,2.10147815025712e-05,-3.40916408472871e-06,-6.07564204933206e-05,0.000187359315511644,-0.00021332349059827,0.00010713281837462,-2.04554765148658e-05,8.95188560497559e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.7004199729462,0.000472942367736026,0.00139689544588212,-7.91163055951832e-06,-1.51735374068394e-06,1.29150586899867e-06,9.01929847938115e-06,-3.49517502495438e-07,-1.2685519925975e-05,1.61786347619772e-05,-5.73922574395273e-07,-3.83717274215919e-06,2.80179528211297e-06,-9.37448294526502e-07,-1.87537680511398e-05,2.62543546350506e-05,-2.08981557596669e-06,-1.86615978507086e-05,1.17739046184353e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,314.166666666667,338.333333333333,362.5,410.833333333333,435,725,773.333333333333,797.5,821.666666666667,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.6712855580029,0.270000704171947,-0.00101072950082735,-3.92931949558617e-05,6.78656546189241e-05,4.22033242693204e-06,-9.92099185215947e-06,-0.00010769029224959,0.000149958391149779,-6.87567602130701e-05,8.41614399261548e-07,2.97316533632779e-06,-1.6595875923829e-07,-5.63077013869924e-06,6.63766260285462e-06,-1.01607698096736e-06,-2.76141564685755e-05,7.13565681789838e-05,-5.45507478554103e-05,3.19453194186268e-06,7.59132460218776e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,241.666666666667,604.166666666667,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.0767393854387,-0.148748783743677,0.0243903569055773,-0.000465826738195895,0.000606386740865376,-0.000150977894164216,4.84116405343887e-06,1.11504902276517e-05,-1.15264280832675e-06,-1.84532936468906e-05,1.4616872117091e-05,-1.60980264591567e-06,1.51189109557675e-06,3.95679525504864e-05,-0.000104787266557865,8.19072231510534e-05,-5.14207007846143e-06,-1.27898515021103e-05,3.42720343562874e-06,-7.1756283418571e-07,-7.27437106340932e-06,5.32009458927992e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,193.333333333333,217.5,241.666666666667,459.166666666667,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.1288292792896,0.256818123436598,-0.0018868651540817,1.3077286776602e-06,3.37482934126436e-06,3.01980136363307e-07,-5.63917191436403e-07,-8.89901309559266e-06,5.38729368330615e-06,7.49401355297495e-07,2.7353766682506e-05,-9.374930791628e-05,8.66517826391333e-05,-4.96785424671392e-06,-7.92673345378334e-05,0.000118060465827087,-1.78336552116024e-05,-0.000149090584328372,0.000167488380830379,-5.59780554866985e-05,7.36597568007925e-07,-2.34513165814546e-06,-3.94266114796481e-05,0.000113242163396877,-0.000108447898890767,3.67881159912189e-05,-8.67187575403392e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,169.166666666667,193.333333333333,265.833333333333,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9750914353156,0.00222463765578384,-1.71166646568232e-05,5.13663413159035e-09,6.01978262104088e-08,-8.64802219786135e-07,-1.64052510374102e-05,0.000111387797200723,-0.000176439071690768,1.90936219683561e-05,0.000133189709854763,-6.76096755440279e-05,-3.42967525943531e-05,5.69688436141968e-05,-1.17151877262804e-05,-8.32451178722333e-05,0.000184310958387147,-0.000192725406819248,8.57170922576629e-05,-4.89011688982282e-06,2.76244808522183e-06,-5.4192186114409e-06,9.75604318795967e-06,-1.90055291541508e-05,-5.84918989517332e-05,0.000315328470899064,-0.000601143393032346,0.000606766116325378,-0.000380629799795143,0.000210529691511025,-0.000129069723826761,5.14391550055631e-05,-4.98975428380131e-06,9.18054632783254e-07,-1.88189211481037e-06,9.2530088616213e-07,1.85093870522301e-05,-4.59948080353355e-05,2.95444438518007e-05,-2.77156110805141e-07,-4.57558100692596e-06,5.65213189376665e-07,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,725,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1039.16666666667,1160,1305,1329.16666666667,1353.33333333333,1377.5,1425.83333333333,1522.5,1570.83333333333,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9509697614553,0.0055664086637099,-6.17654464935938e-05,-1.99784283226936e-07,6.58707843958988e-07,-1.19550003183509e-06,-2.08436897363305e-05,0.000108724138048849,-0.000152727574526962,1.61115210102527e-05,0.000117825406740636,-9.91722178132728e-05,3.39708905528843e-05,-4.32842113354837e-07,-3.48773770374246e-06,9.40472198924427e-07,2.76010919350789e-05,-7.07280905092781e-05,5.04220420341423e-05,-2.13614761794696e-06,-3.19349971282889e-05,8.19351244380179e-05,-0.000108117574959276,2.91014029527144e-05,0.000213344693087653,-0.000481140852330548,0.000479887616835273,-0.000240755221201138,5.82057406294445e-05,-6.56224345343531e-06,1.21594444569535e-06,-5.87509854763479e-07,2.25633359634427e-07,-7.64942597061913e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1087.5,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
