"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location"
"0-17",1,-13.8347050839109,-0.0217517938609273,0.00350812826751609,-5.25788836376065e-05,2.82370199083232e-05,0.000138499248992777,-0.00029176548114295,0.000297791199696394,-0.000132952533285438,-5.21618941109109e-05,0.000166062071210628,-0.00016454605962124,2.24057895332084e-05,0.000152266057036021,-0.000217633543315843,0.000229478252700357,-0.000268467908697711,0.00025166029276309,-0.0001606485047631,6.83614173810414e-05,-6.53529217909488e-06,-7.63889270453387e-06,-1.03148831426997e-05,4.18602072599476e-06,3.83877471223112e-05,-5.21605492609306e-05,2.0748634111394e-05,-1.75736245863777e-05,6.82807975369493e-06,8.39194055549994e-05,-0.000135673335930916,7.49283617797128e-05,-1.36554025508659e-05,5.45125934573779e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.40757801565255,-0.106022277183811,0.00866215441213239,-0.000155616924873833,0.000198434156266997,-1.47615601625338e-05,-0.000124744365406944,0.000185532105284778,-0.000114913606022335,1.08723325268605e-05,6.27052489948241e-05,-8.76202497636749e-05,1.0529815377389e-05,9.00215389999622e-05,-8.44056024009332e-05,2.36565375806758e-05,3.36698632514777e-06,-3.28098728043767e-06,3.96538952075319e-07,9.73704425539584e-07,-5.76996017412464e-06,-5.2831700581525e-05,0.00021183935937101,-0.000289011901421997,0.000187022139051082,-6.48105125293164e-05,1.31754412484556e-05,-7.56527936305779e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.55565632987097,0.0741236350525274,-0.00199263110719049,2.19342362276656e-05,-1.5532872149208e-06,-4.45972873615698e-05,5.00398742024902e-06,6.49760678824603e-05,-6.1438631235118e-05,5.40380105855018e-06,4.95053109617695e-05,-7.91043229846706e-05,1.12202567017451e-05,9.52212197317447e-05,-9.49672898744147e-05,2.77996367730202e-05,6.97743658037825e-06,-7.3070962793789e-06,8.48427535727987e-07,1.42624578119721e-05,-3.14975236002003e-05,1.87714036191849e-05,-8.18065568609757e-06,3.01296016220519e-06,4.4317799439982e-05,-6.78707692685138e-05,2.73854471876616e-05,-1.19342071021276e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.13936737869173,-0.164421445564492,0.0246718947246975,-0.000494243492930559,0.000681406819677256,-0.000230226020283074,4.92375588585163e-05,-2.4031737170176e-06,-2.32688710081717e-05,4.99458528763715e-06,5.67403708296184e-05,-6.27032082762587e-05,2.00688681046319e-05,1.00119437470248e-05,-2.6072099172611e-06,-3.24958512419641e-05,3.21123798109774e-05,-2.00985097156047e-05,5.9137272394009e-06,5.6233032235106e-05,-0.000106091117051949,7.11906394568379e-05,-4.79254955269802e-06,-9.05452389004188e-06,-2.11492104614335e-06,-3.7460614496872e-05,0.000139492811445201,-0.000174684755771196,9.16463405222691e-05,-1.75524343474076e-05,7.45478812785451e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.9924225621231,0.0331602769179901,-3.83427300048337e-05,2.62705833201102e-06,-1.06390276366595e-05,1.20510284948738e-05,6.08891011218369e-05,-0.000223252774994405,0.000298942890386457,-0.000190198553928459,2.1176740700093e-05,0.000106056022958316,-0.000149360124107251,8.8060166106091e-05,-7.07795492464345e-06,5.62107157735981e-06,-7.88627250680577e-06,-6.18641235168303e-05,0.000115695036103122,-0.000116515296720174,9.01396426600854e-05,-3.65234060464189e-05,1.24111234584985e-06,1.08158209110724e-06,6.03358505375707e-07,-3.67713104581302e-06,-3.71651938005609e-05,0.000138871186782506,-0.000172014216952339,8.92434913274532e-05,-1.68373751265915e-05,7.09399691493217e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,604.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-12.0980659337971,-0.258161126110149,0.0308507351887966,-0.000579536383779442,0.000754565482486569,-0.000190484016771092,6.28857620602377e-06,1.65745870352388e-05,-1.83769828087493e-06,-4.25636818345126e-05,5.95801525647031e-05,-2.27208611968051e-05,1.07963190685473e-07,5.40615349674949e-07,-3.65986726045728e-06,-3.86885132833011e-05,0.000152691548586913,-0.000194992714076042,0.00010289860557288,-1.95806210127433e-05,8.13800004651104e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-11.8262691145252,-0.243238458257964,0.0291530760649886,-0.000541013974392272,0.000698144345401639,-0.000173785374100327,6.7703184506785e-06,3.04756550407094e-05,-1.77061917692545e-05,-3.06242384769857e-05,3.91917070545474e-05,-3.18003549374034e-06,-9.16557596512167e-06,1.83191588510703e-06,-2.46336849647503e-06,1.08840178366424e-06,1.39440651402721e-05,-2.85551473525036e-05,1.61240257302364e-05,-1.69956752250564e-05,6.2313597343176e-06,7.6218112310053e-05,-0.000122473609063949,6.81856187022284e-05,-1.27429098522705e-05,4.98578559454692e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,145,217.5,241.666666666667,265.833333333333,290,410.833333333333,507.5,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-13.2021250446222,0.0801628613568678,0.00547780698748502,-7.60685584674819e-05,1.30202350877957e-05,0.000123033237147927,-5.93716873483633e-05,1.66441581372298e-06,-1.23965118645114e-06,-1.8041072327482e-05,2.2213273407711e-05,-5.15369224002362e-06,-8.40380231193537e-07,1.49723767098759e-06,3.71950624060257e-05,-0.00010656694015147,0.000102359788811269,-3.40433256554402e-05,5.52548022341786e-07,-1.79813801576425e-06,-2.29861618225693e-05,7.92733858340511e-05,-8.45030000154152e-05,2.99545359617314e-05,-1.465848864748e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,290,459.166666666667,580,604.166666666667,628.333333333333,652.5,676.666666666667,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9864350950602,0.002623001011962,-2.05785501805802e-05,1.03472822003628e-08,6.57101596402753e-08,-9.40778131114092e-07,-1.80541089517288e-05,0.000116085198966383,-0.000182471402981714,1.88517457830521e-05,0.000150796988535653,-8.78121978910161e-05,1.46152144413466e-06,9.18524162851636e-07,2.55048263102009e-05,-4.63810153271513e-05,2.27465960197951e-05,-1.70218583527241e-06,-4.3060629113868e-05,0.000142409133434906,-0.000155050401433666,1.84007915984372e-05,0.000168146398145347,-0.000223431418793394,1.96647947389508e-05,0.000174915296045128,-0.000122911808969849,4.531529018723e-06,4.94178930550734e-05,-7.65596575921852e-06,-0.000160955403977836,0.000244370181410522,-0.000126674083705759,1.4651709010195e-05,-1.3955268944624e-05,2.18509736407245e-05,0.0001420157868249,-0.000433288168009824,0.000475759514163492,-0.000222743715162725,1.88556313488427e-05,-8.4261651293751e-06,6.3548351337477e-05,-1.06454570768817e-05,-2.50748067184789e-05,-2.31708009626079e-05,-0.000504588398937597,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1039.16666666667,1063.33333333333,1111.66666666667,1160,1184.16666666667,1208.33333333333,1232.5,1256.66666666667,1280.83333333333,1305,1329.16666666667,1353.33333333333,1377.5,1401.66666666667,1425.83333333333,1450,1474.16666666667,1498.33333333333,1522.5,1546.66666666667,1570.83333333333
"18-49",3,-14.9733307460453,0.0090512770040325,-0.000181068358982778,1.28858115593542e-06,-7.7660553192056e-07,1.06197403613209e-06,-4.53514303528719e-06,-2.25734719443712e-05,0.000137561540789346,-0.000236543223146815,0.000149363158149403,-1.02897923021112e-05,-1.74815374394041e-05,6.69887118884194e-06,-4.64509704781064e-06,9.17772992028835e-07,1.34855318094682e-05,-3.0032470007318e-05,1.77231159080033e-05,7.76175107505616e-07,-4.26665871628868e-06,-1.73101262763315e-05,0.000119285588215804,-0.000258659426707726,0.000249401555069712,-9.85179517176614e-05,4.60187545126612e-06,4.051698424421e-06,-5.36021881242034e-07,-2.21925738419599e-06,2.53977621662104e-06,-1.09189981145326e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,362.5,435,580,604.166666666667,628.333333333333,652.5,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1087.5,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
