"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location"
"0-17",1,-14.5277929662108,0.218763223370669,-0.00529314661547216,2.94456196888486e-05,2.37440581679088e-05,-9.15700232744777e-06,-9.95723930583469e-05,2.50310496423813e-05,0.000319100266573963,-0.000453504278049655,4.81581403372381e-05,0.000196011296776005,-3.16262770963816e-05,-0.000207012327369202,0.000175549421808758,-1.40102532526215e-05,-0.000181315338178747,0.000303713635598916,-0.000125051316815819,1.12342909511291e-06,-5.58994394531645e-06,3.26919804607952e-06,1.99665842302523e-05,-1.86704415211283e-05,5.70423364681228e-07,0,0,0,13.3030303030303,26.6060606060606,66.5151515151515,106.424242424242,119.727272727273,133.030303030303,146.333333333333,159.636363636364,186.242424242424,199.545454545455,212.848484848485,305.969696969697,319.272727272727,332.575757575758,345.878787878788,372.484848484848,545.424242424242,598.636363636364,611.939393939394,625.242424242424,851.393939393939,-1,-1,-1
"18-49",1,-7.50887129523711,0.0033896079494334,0.00509966492624329,-0.000125071188292662,1.7034415666994e-05,0.000187251119480252,-3.26989874822409e-05,-0.000190876585054368,0.000153941225525547,-6.64260391742873e-06,-8.82896247137384e-05,0.000101968176848801,-4.17657327027192e-06,-1.47102658218736e-05,8.15255363372902e-06,-6.11640617928508e-06,6.72152770792627e-07,-2.76391678305754e-05,0.000152769882528229,-0.000484193384420559,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,53.2121212121212,66.5151515151515,79.8181818181818,186.242424242424,199.545454545455,212.848484848485,252.757575757576,266.060606060606,385.787878787879,412.393939393939,691.757575757576,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.02743343575632,0.55120613468381,-0.0604695953672848,0.0019281660806478,-0.00254444139845492,0.000778452495948431,-6.72117707363123e-05,-0.000331025004926122,0.000264597749664929,-6.99995745363099e-06,-2.0628129055651e-05,-3.49432837174801e-05,1.33702298296364e-05,3.8075621799646e-05,-2.06202559869785e-05,1.96398100667155e-06,1.10597174692997e-05,-1.08052586690057e-05,8.39783450285394e-05,-0.000155021227535182,3.59603577584666e-05,4.45886942463554e-05,-8.5168101629425e-06,-2.72220330045316e-05,0.00014373637405927,-0.000442818420106406,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,79.8181818181818,106.424242424242,133.030303030303,199.545454545455,212.848484848485,226.151515151515,266.060606060606,372.484848484848,385.787878787879,412.393939393939,611.939393939394,625.242424242424,638.545454545455,651.848484848485,705.060606060606,824.787878787879,838.090909090909,851.393939393939,-1,-1
"65+",1,-8.53379715191528,0.150853279076431,-0.00164911826520528,4.55105029861415e-06,1.6515817817159e-07,-8.49833969589261e-07,-1.17013611455164e-05,5.80407035737668e-05,-2.36062055882698e-05,-8.54888963834332e-05,5.97004220661654e-05,7.51239326663408e-06,-8.14708910957569e-06,-7.4044453125447e-05,8.77383544941427e-05,-8.06801405796227e-05,2.18035654646667e-05,0.000113309694412624,-2.08255130349439e-05,-0.000219311172021608,0.000187422339069955,-4.13978267921278e-06,-1.1503897242412e-05,-1.88334057999615e-05,9.8690872046374e-05,-0.000302189012439391,0,0,26.6060606060606,159.636363636364,172.939393939394,252.757575757576,266.060606060606,279.363636363636,292.666666666667,399.090909090909,452.30303030303,465.606060606061,478.909090909091,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,824.787878787879,838.090909090909,851.393939393939,-1,-1
"0-17",2,-14.8631722073641,0.108295707588911,-0.0139496081624532,0.000434030605214066,-0.000234698101551567,-0.000851321740869788,0.00108446849324611,-0.000457628733859844,2.74845445363422e-05,-4.63722850595957e-05,-9.92524562561686e-06,5.7842441939984e-05,0.000432220860366113,-0.00103997956490771,0.00083164700890217,-0.000109505060575367,-0.000160770476816189,5.51538340254783e-05,-1.45776454325347e-05,-0.000151044243958527,0.000258695931088692,-0.000104743745675855,-2.04734174308227e-06,1.82831848912167e-06,-2.41715411059277e-06,2.21161586657025e-06,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,93.1212121212121,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,239.454545454545,332.575757575758,345.878787878788,359.181818181818,372.484848484848,505.515151515152,625.242424242424,744.969696969697,851.393939393939,-1,-1
"18-49",2,-10.3883625496501,-0.669336188320896,0.0613013718326655,-0.00119934771647531,0.000305424442284228,0.00151797557581736,-0.00066361579293835,2.81120391857544e-05,1.62100749155971e-05,-1.17912236669911e-05,2.50805417332436e-06,6.97793461081194e-06,-2.51886062146995e-06,-1.98888357348765e-05,0.000122035210439322,-0.00041538100801082,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,106.424242424242,199.545454545455,239.454545454545,252.757575757576,319.272727272727,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.0982367422098,0.254792989045043,-0.0470479549753972,0.00225947969650375,-0.00438065276113798,0.00371170331309947,-0.0024942779459614,0.00138896159510467,-0.000594819800366531,9.43270984481996e-05,-2.33104673939165e-05,4.63203776906809e-05,-1.76224030097006e-05,3.17098654933234e-06,1.01791093243371e-05,-3.69716704914374e-06,7.21989263680811e-07,4.98326792456645e-06,-1.82697729504012e-05,1.40855296483988e-05,-2.41348520255811e-05,0.000130833145412183,-0.000409139571024672,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,199.545454545455,239.454545454545,252.757575757576,319.272727272727,572.030303030303,585.333333333333,625.242424242424,651.848484848485,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1
"65+",2,-13.4269309828367,-0.0183917838248642,0.0133768818413958,-0.000243202495633063,7.19813544365163e-05,0.000184093341073981,-1.61087170151978e-06,-1.24000854307566e-05,1.23727231910207e-06,-6.36587341344494e-06,3.9735723100872e-05,0.000179373735609953,-0.000777311628510472,0.000937403798145006,-0.000399003972721631,1.92245201725172e-05,3.41485725282944e-05,-1.4130947305426e-05,-8.19307915102048e-05,7.12788740564897e-05,-0.00019650629600437,0.000194736112350872,0,0,0,0,0,0,13.3030303030303,26.6060606060606,106.424242424242,119.727272727273,252.757575757576,425.69696969697,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,505.515151515152,585.333333333333,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1
"0-17",3,-14.6411392729743,-0.00439456806363637,3.88860040132873e-05,-8.86609351797267e-08,8.85571986894643e-06,0.000260821978456291,-0.000540504095825735,7.59413482942002e-05,0.000267760548257376,-1.25122762642523e-05,-6.23978191083813e-05,4.9231153249171e-05,-2.5910443847327e-05,-9.1876933986618e-05,7.32624572461258e-05,-8.62895910738487e-06,4.00580100784671e-06,0,0,0,0,0,0,0,0,0,0,0,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,399.090909090909,412.393939393939,611.939393939394,625.242424242424,638.545454545455,651.848484848485,784.878787878788,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.7380144420627,0.000221371840940997,-1.3285488644999e-06,-1.2659093910445e-09,8.52180496925479e-06,-4.81079645326811e-05,0.000155328600542365,0.000378319419259109,-0.00213844366994888,0.00332391136670629,-0.00230665907394183,0.000364904318248872,0.000696316369623059,-0.000617740892636258,0.000189079230423202,-2.12782069844395e-06,-3.31964428036243e-06,4.53924398728241e-06,-2.78215553640885e-05,-9.17564326582333e-05,0.000480365169296344,-0.000640272893240929,0.000285663047940163,-5.20298751702948e-06,-5.30329705483138e-06,-3.00487728899368e-05,0.000153511400521598,-0.000463371297085097,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,345.878787878788,412.393939393939,572.030303030303,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,718.363636363636,824.787878787879,838.090909090909,851.393939393939
