"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location"
"0-17",1,-14.4056639473216,0.105045890786194,0.00315106993910269,-9.97906894349839e-05,2.26841451281366e-05,0.000135984534847773,-1.18309106582435e-05,-8.23518796397088e-05,0.000151878278737503,-7.44462749015973e-05,-0.000353130843637278,0.000617235280950301,-0.000340872548768908,1.58718286512588e-05,1.88966160930128e-05,9.93348818478265e-06,-3.83295445644265e-05,0.000101032523549178,0.000222972339910097,-0.00120784293267428,0.00175060096413978,-0.00115013390014573,0.000352299387386168,-4.69514164261675e-05,8.50872912324789e-06,-7.5833293287333e-06,-6.23806626041668e-05,0.000124887131423474,-5.71162872717285e-05,-2.50337898987959e-05,0.000144701078412124,-0.000472534387537519,13.3030303030303,26.6060606060606,53.2121212121212,66.5151515151515,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,199.545454545455,212.848484848485,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,532.121212121212,545.424242424242,558.727272727273,572.030303030303,824.787878787879,838.090909090909,851.393939393939
"18-49",1,-8.79764599583615,0.236396079398581,-0.00641772393564535,5.78895748686814e-05,-1.68438415343089e-05,9.1549521904389e-06,-1.99299035626811e-05,-0.000130365477067586,0.000105613487497194,-2.26286453482588e-06,-1.4807219098741e-05,1.30753857530425e-05,-8.93626195689013e-06,4.83819443277726e-06,2.53449783754891e-05,-2.31190823288801e-05,3.03063477984043e-05,-7.01130254642572e-05,4.14051776673283e-05,-3.40694357229332e-05,0.000185833691476411,-0.000583518464825832,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,53.2121212121212,66.5151515151515,79.8181818181818,186.242424242424,199.545454545455,226.151515151515,345.878787878788,385.787878787879,399.090909090909,412.393939393939,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.76169626468805,0.242042269327677,-0.00636479697215615,5.71112048366463e-05,-1.66964608894378e-05,9.08146497126088e-06,-1.99689274600051e-05,-0.000132488781153997,0.000109643419565051,-3.20551321579987e-06,-1.86529921997174e-05,1.8039176081013e-05,-6.59344240171517e-06,1.13033827066314e-05,-1.85593605145334e-05,-0.000407086490175802,0.000891275592452044,-0.000173189136231289,-0.000793009623899654,0.000618020032349245,-0.000131255041037983,6.20369680411175e-06,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,53.2121212121212,66.5151515151515,79.8181818181818,186.242424242424,199.545454545455,226.151515151515,305.969696969697,385.787878787879,465.606060606061,478.909090909091,492.212121212121,505.515151515152,518.818181818182,532.121212121212,545.424242424242,558.727272727273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.4915121426461,0.694305479370917,-0.0486560664153333,0.00126689445762688,-0.00132607769923862,5.63140309105251e-05,0.000259215181622603,-0.000634974208570109,0.000604156540419048,-0.000244204399822069,1.49956299844843e-05,9.75129830237599e-06,-2.54445438311298e-05,0.000111653876255183,-8.31181334476848e-05,-0.000343329645820046,0.000945845142802372,-0.00117709340582738,0.000802127288021774,-0.000140701740571465,-0.000312408431717505,0.00033166754445097,-0.000448381042152798,0.000217190053593271,0.00113719015526501,-0.00203818609618234,0.00144321287789464,-0.000549050526722125,0.000145108381877146,-2.65918775724648e-05,4.24839589873354e-06,0,13.3030303030303,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,159.636363636364,212.848484848485,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,-1
"0-17",2,-14.6204328718742,-0.0970576042822647,0.0064340455424791,-7.06623999130179e-05,1.64906272799841e-05,0.000101248757303345,-1.04215682701304e-05,-7.46906239089017e-05,2.13955952331579e-05,0.000256847533326486,-0.000573313498824418,0.000465512286224474,-5.65577214834706e-05,-9.08998094261176e-05,1.9357882952771e-05,-8.62690446875084e-06,0.000141902822301198,-0.000142404585885576,-0.000648029517768227,0.00156866021026691,-0.00138260356267484,0.000508183720005476,-3.01293873403055e-05,-1.2719140960755e-05,1.71446189460917e-06,-3.09847892001297e-05,0.000179351101610838,-0.000586088202953314,0,0,0,0,13.3030303030303,53.2121212121212,79.8181818181818,93.1212121212121,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,252.757575757576,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,452.30303030303,585.333333333333,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1
"18-49",2,-12.812819173357,0.218044140072776,-0.021947298056338,0.00108988662111941,-0.00222663899364864,0.00200451696114876,-0.00133709603545835,0.000725364563297125,-0.000298813431965479,4.0053851447048e-05,-7.74847835223143e-06,2.42221365374858e-05,-4.34823041958797e-06,-1.65789320049672e-05,8.78790293077428e-06,-7.37990640730709e-06,2.82698028142184e-06,1.32223123666273e-05,-1.12791224166196e-05,8.28812924134796e-06,0.000110141631015108,-0.000358010776431258,0.000361099944000153,-0.000122312903345303,2.3982604465212e-06,-2.8850997689792e-05,0.000152024050317463,-0.000467612102911011,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,146.333333333333,186.242424242424,199.545454545455,252.757575757576,372.484848484848,412.393939393939,425.69696969697,452.30303030303,598.636363636364,611.939393939394,625.242424242424,638.545454545455,651.848484848485,678.454545454545,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1
"50-64",2,-12.6787226649662,0.0736738026907442,0.00874034406128785,-0.000187073028297439,4.8054028934426e-05,0.000173084386494818,-1.20384756867613e-05,-0.000111049786731844,9.68848316076888e-05,-1.95802575377184e-06,-1.02903778938063e-05,4.56108154456991e-06,4.36278764634465e-06,5.09367803751377e-05,-0.000144611088725966,9.65420302199524e-05,-5.16723582919915e-06,-7.59814057697741e-05,0.000121276818322922,-2.43309189651329e-05,-0.000109506887670853,9.04461804027221e-05,-3.8776228250456e-06,-2.28498308014458e-05,0.000121168346305515,-0.000373964697020299,0,0,0,0,0,0,13.3030303030303,26.6060606060606,79.8181818181818,93.1212121212121,106.424242424242,186.242424242424,199.545454545455,252.757575757576,439,452.30303030303,465.606060606061,478.909090909091,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,718.363636363636,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1
"65+",2,-12.5168674060509,-0.256462683552128,0.029970356962617,-0.000556053345639297,0.000128110651367358,0.000637388518035667,-0.00021325541474463,7.88335516091853e-06,-1.91458001144722e-06,-3.54694309838785e-06,2.13339161400784e-06,2.57116627309755e-05,-3.57541048597503e-05,0.000118083288858024,-6.18098547953533e-05,-0.0003572270787183,0.000488607862384832,-0.000177689611286304,4.44813401422709e-06,-7.25054377865585e-06,-5.92713491274456e-05,0.000108819407783475,-1.80035649654597e-05,-0.000142424434530403,0.000121508571511597,-1.70074283044573e-06,-7.91331862137647e-06,8.88145643912132e-06,0.00027020280386664,-0.0010739311750616,0.000620440369747921,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,133.030303030303,199.545454545455,345.878787878788,359.181818181818,372.484848484848,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,518.818181818182,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,665.151515151515,718.363636363636,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1
"0-17",3,-14.9124493218395,0.00188511324810738,-1.73742338880072e-05,4.12505765506306e-08,-4.34577644162352e-06,-0.00011047665588817,0.000725642594897602,-0.000978896810884472,-0.000530501588513337,0.00225521949532817,-0.00249851676770254,0.00198462089737166,-0.0011804022277372,0.00039767787798133,-6.95347627649988e-05,1.68546604742058e-05,-8.94914024302249e-06,-6.93505538924241e-05,8.87368200317102e-05,-1.20708627138937e-05,-0.000131983657609799,0.000260656209354916,-0.000148607454776891,5.15498262557756e-06,1.0148403736198e-05,2.40724416303362e-05,-0.000126166513240777,0.000353162866411177,-0.000816504997480433,0,0,0,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,452.30303030303,505.515151515152,518.818181818182,532.121212121212,585.333333333333,598.636363636364,611.939393939394,625.242424242424,651.848484848485,678.454545454545,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1
"18-49",3,-14.9002637710952,0.00248598545373603,-3.6112073943478e-05,1.34545969542276e-07,-7.96003442631716e-05,0.000398581528866142,-0.000214884953728987,-0.00122604887607483,0.00225250884627047,-0.00145115957887595,0.000193468948890346,0.000218701028963298,-9.34714651527929e-05,2.07755900691745e-05,-1.93397781568431e-05,-4.31447663826815e-06,2.34800560912926e-05,-6.31824664076559e-05,0.000340027870410517,-0.000650213032355076,0.000490997165040182,-0.000145397646640556,9.66505655027633e-06,-3.21481057946616e-05,0.000171152082877096,-0.000529784198208094,0,0,0,0,0,0,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,399.090909090909,412.393939393939,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,651.848484848485,665.151515151515,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1
