"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location"
"0-17",1,-13.52916239536,0.120314926333801,-0.0025469554260464,1.15523505246814e-05,1.07792936165252e-05,-3.52939045626686e-06,1.17169195832985e-05,-5.53702634877697e-05,-0.000376109002626514,0.00100391656828471,-0.000879452873336269,0.000131200140741981,0.000385245084572699,-0.000277967056988368,1.54276180065019e-05,2.38611833460369e-05,1.05912663334021e-05,-4.65885399487417e-05,0.000128676197770203,0.000172877000235275,-0.0012878319873988,0.00232096802159238,-0.00238543901678443,0.00184400284754125,-0.00105428264710362,0.000193820831888195,0.000229031682080714,-0.000128328202285513,1.74043079918382e-06,-1.72353143169563e-06,2.35773036224412e-05,-0.000114356318426003,0.000306648936125513,-0.000696927623171613,13.3030303030303,26.6060606060606,79.8181818181818,93.1212121212121,106.424242424242,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,212.848484848485,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,585.333333333333,744.969696969697,811.484848484848,824.787878787879,838.090909090909,851.393939393939
"18-49",1,-7.9804571747924,0.141494539675629,-0.00408379524295437,2.48798117159522e-05,1.43950019938084e-05,-5.66870956994823e-06,-7.18785990953345e-05,1.766700028202e-05,0.000111116074328449,-9.32466336620571e-05,5.03849602717145e-06,-1.84458863766218e-06,-7.9863973229609e-06,1.59695934655504e-05,-8.44291790529494e-06,-4.83524875045908e-06,5.19976035351405e-06,2.19720941906567e-05,-0.000122537116021242,0.000356155213998052,-0.000838961080072053,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,66.5151515151515,106.424242424242,119.727272727273,133.030303030303,252.757575757576,332.575757575758,345.878787878788,385.787878787879,412.393939393939,625.242424242424,638.545454545455,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.05643747152632,0.200124808375603,-0.0067485924604912,7.07944808969138e-05,-1.58675446197112e-05,1.8834963871704e-05,-5.83261145315779e-05,-0.00031827759514666,0.000508660447416958,-0.000206448442041882,1.62586811411791e-06,-6.39648292356511e-06,5.56062991913128e-06,-1.87333220473323e-06,2.94432374881774e-06,-3.6168898230187e-05,0.000193829324590534,-0.00060203706191445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,119.727272727273,199.545454545455,226.151515151515,625.242424242424,691.757575757576,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.68270506281185,0.642398104134975,-0.0661608982417015,0.00225962970499256,-0.00328202103521455,0.00147021403050616,-0.000485680470491834,4.67122483792177e-05,-8.09613049851986e-06,-1.90574382367489e-06,4.41893348346108e-06,-4.04838814446675e-06,-3.2813179462498e-05,3.91200140157035e-05,-1.9497752096848e-05,1.92433219610854e-05,0.000177178925283513,-0.000394839831386761,0.000226617055056081,-4.09095204300087e-06,-1.12284606188264e-05,4.45795320673215e-06,0.00016730030185588,-0.000773297107429388,0.000527234569021279,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,199.545454545455,359.181818181818,452.30303030303,465.606060606061,478.909090909091,558.727272727273,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.7882001804333,0.0590015563675425,-0.0153588415849687,0.000782263872856709,-0.00135756697418184,0.000666605101562758,-3.40796562665225e-05,-5.20878801254465e-05,-0.00015028035150365,7.78422275878378e-05,0.000487914964817903,-0.000851006073478223,0.000568184095666906,-6.40506203381929e-05,-8.79357961205512e-05,2.1041568255893e-05,-1.83395485523867e-05,8.22145823063187e-05,9.70770887609323e-05,-0.00107592498211447,0.00219657514543677,-0.00216186288733409,0.00115826620245471,-0.000330008880535582,6.06279765212554e-05,-1.33688017851175e-05,-2.87154591982594e-06,9.61391412585957e-07,2.44176227576069e-05,-0.000140188496568893,0.000415100543532164,-0.000987271465406399,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,252.757575757576,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,478.909090909091,611.939393939394,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1
"18-49",2,-12.8548457835584,0.675804958572087,-0.0729397414639866,0.00266908226664878,-0.00420637481384736,0.00233632262635042,-0.000888960747223797,0.00011056345295929,-3.89128898671409e-05,8.82389186952638e-06,3.3461844104626e-05,-5.52563791887903e-06,-2.02158011877195e-05,3.06324056157332e-06,2.48748807540024e-05,-3.4055768182296e-05,8.37308534745407e-06,-4.86380942865167e-06,2.03424897124007e-06,2.45168771634221e-05,-2.3523698951358e-05,2.31050850217138e-05,-0.000114234405024475,0.000309519019294028,-0.000706644874229751,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,146.333333333333,159.636363636364,172.939393939394,319.272727272727,332.575757575758,345.878787878788,385.787878787879,625.242424242424,678.454545454545,691.757575757576,705.060606060606,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.6680690566183,0.619687429263371,-0.0672274566537608,0.00249482800771488,-0.00404477636951019,0.00262030548407558,-0.00170545394133878,0.00123638759942939,-0.00097683119447035,0.000423250273993006,-4.66105221143053e-05,7.45163571065094e-06,-1.09295024853065e-05,5.53757340877408e-06,-2.54947658346427e-05,7.07985336993961e-05,8.42182142446494e-05,-0.000650129265999678,0.00131435945817154,-0.00147153577309731,0.000947131514444298,-0.000306028679488906,3.98696201754513e-05,-6.93898042235703e-06,5.93543858535218e-06,7.7097419744836e-05,-0.00019661315936653,0.00012092493328639,-1.4618242904504e-06,-1.93211116701415e-06,-2.70474727117977e-05,2.77557908817108e-05,-0.000256705342788408,0.000269591800273465,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,172.939393939394,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,731.666666666667,744.969696969697,758.272727272727,851.393939393939,864.69696969697
"65+",2,-13.2607133675598,0.155650129854572,0.00210986870533166,-2.86849809661939e-05,-2.02327297704902e-05,2.19646596614347e-05,0.000119222607346519,-9.0859120229547e-05,-9.73054503899991e-07,-1.52928199720965e-05,1.56766646089545e-05,-1.41408845595728e-06,-1.3445775177535e-05,1.49103136014183e-05,6.86946805666799e-06,9.24303397250611e-05,-0.000255540574824678,0.000167643383769921,-3.1506597658017e-06,-9.68374258743876e-06,6.39962490144592e-06,0.000220582156327626,-0.000966837920739631,0.000612927982784747,0,0,0,0,0,0,0,0,0,0,13.3030303030303,39.9090909090909,53.2121212121212,66.5151515151515,226.151515151515,239.454545454545,252.757575757576,452.30303030303,465.606060606061,478.909090909091,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.834825767345,0.00252448467635323,-2.32815232629637e-05,5.53169343196097e-08,-9.48897702297951e-06,-0.000117721281092894,0.000846582418756804,-0.00141364282556325,0.000338817909231225,0.00122661604150336,-0.00183988567478851,0.0018989890193794,-0.00138960248259887,0.000538198102955183,-7.56721172059982e-05,1.7637593945622e-05,-3.24314162427421e-05,1.46927753219951e-05,0.000141825175083855,-0.000377337141142288,0.000300147508893559,-2.11346033009796e-05,-9.53039181566116e-05,5.65861758504626e-05,-3.50928146043637e-06,-7.68367094058977e-06,0.000206718374397711,-0.00100327834941061,0.000784051714863838,0,0,0,0,0,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,452.30303030303,478.909090909091,545.424242424242,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,651.848484848485,665.151515151515,744.969696969697,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1
"18-49",3,-14.8553492537721,0.00267417324444614,-3.88274289327503e-05,1.44600423776796e-07,-8.41495439727524e-05,0.000418769514466157,-0.000237763284679389,-0.00131424466866613,0.00259681436322569,-0.00190304194254482,0.000270844875875845,0.00074618221186614,-0.000793340926274101,0.000207091861978767,0.000626623471154766,-0.00144085917370733,0.0019045671818136,-0.00169220696380959,0.00091030919807166,-0.000142725833742823,-0.000126871979930655,5.38671934142641e-05,4.08678612629989e-06,-2.36704965790969e-05,-5.76809054936069e-05,0.000372346527215424,-0.000546137774947377,0.000263806280932217,-4.48176179264494e-06,-8.49525707439534e-06,-0.000278646545275224,0.000321140023798859,0,0,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,572.030303030303,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,851.393939393939,864.69696969697,-1,-1
