"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location"
"0-17",1,-14.7902612020765,-0.167380698079409,0.0438326875773804,-0.0013503114666462,0.00145784051944655,-2.23909420427982e-05,-1.07159458537065e-05,-0.000126613050852801,0.000239408230098999,-0.000116525239523098,-0.000549599768140742,0.000927587804292091,-0.00050301711002597,2.33842571737361e-05,3.45749862971618e-05,9.84159809217071e-06,-3.66180515564546e-05,9.42261650123272e-05,0.000181311372961719,-0.00111249942126891,0.00167077027413864,-0.00110682317537112,0.000333777353005848,-4.36421881730405e-05,7.69165294741708e-06,-2.65522163295428e-06,-2.69853844783353e-05,3.16208436234145e-05,-3.77830266360356e-06,2.02047000220127e-05,-0.000111587076675328,0.000322584250993601,-0.000758666122138976,13.3030303030303,26.6060606060606,53.2121212121212,66.5151515151515,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,199.545454545455,212.848484848485,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,532.121212121212,545.424242424242,558.727272727273,625.242424242424,811.484848484848,824.787878787879,838.090909090909,851.393939393939
"18-49",1,-8.06681331966529,0.142110362675881,-0.00395110636670831,3.77849214973311e-05,-1.21457960114234e-05,6.60219375678058e-06,-1.4387186045751e-05,-9.22397401694238e-05,7.93455543288347e-05,-1.8770142240558e-06,-1.22093177349952e-05,9.33763068875748e-06,-1.06737506433346e-06,-6.28359093228172e-06,7.68068191431852e-06,2.11590306742471e-05,-0.000115804861847785,0.000332769298244222,-0.000779501514621866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,53.2121212121212,66.5151515151515,79.8181818181818,186.242424242424,199.545454545455,226.151515151515,611.939393939394,625.242424242424,638.545454545455,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.83286116027891,0.121104260605972,-0.0026888964698974,1.82433203433469e-05,3.72563091312832e-06,-1.56487098490851e-06,-5.88176977806874e-05,1.07017536399589e-05,3.51634987131071e-05,-2.47289970684219e-06,-2.49722353966034e-05,2.3748332515151e-05,-2.09627652226475e-06,-8.84596237739628e-06,1.03312376696039e-05,-4.16709252696396e-06,6.37993751542313e-06,5.65108988434226e-05,-0.000137283981617077,7.70331370823631e-05,-3.47506454039374e-06,-5.64292382743359e-05,-2.27885783084067e-05,0.000153630604808175,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,66.5151515151515,79.8181818181818,93.1212121212121,186.242424242424,199.545454545455,226.151515151515,305.969696969697,319.272727272727,359.181818181818,439,598.636363636364,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.54185914636939,0.150442136364869,-0.000208575329601454,-1.10139451990293e-05,-4.04020158459778e-06,2.36722759155354e-06,3.54771561789958e-05,-4.10107410681719e-06,-1.91713252434478e-05,-1.22681929812233e-06,-1.57026267091493e-05,2.14623779386554e-05,-3.80224222454805e-06,-4.40171869156336e-05,4.78165616514809e-05,-4.36330089922231e-06,-3.98396638410983e-05,4.36812514270248e-05,-4.84401958631199e-06,1.4482654454633e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,53.2121212121212,79.8181818181818,93.1212121212121,292.666666666667,305.969696969697,319.272727272727,452.30303030303,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,744.969696969697,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-15.1265801071993,0.318989822408635,-0.0354004466029555,0.000965433759503181,-0.000431219640936471,-0.00178505071554954,0.00195552624089891,-0.000763335346588975,8.25868060074408e-05,-1.94638965272586e-05,-0.000165489185262293,9.79557691387532e-05,0.000647991135172656,-0.00129847371146257,0.0009737687103569,-0.0001244376399756,-0.000176301819629558,5.0390848753417e-05,-1.17601136556247e-05,-0.000128851082839482,0.000220461936148462,-8.81092879582806e-05,-2.57961425483172e-06,9.81700088210411e-07,2.21814009792861e-05,-0.000129074006346198,0.000385600503083377,-0.000921876582303532,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,239.454545454545,332.575757575758,345.878787878788,359.181818181818,372.484848484848,478.909090909091,585.333333333333,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1
"18-49",2,-14.5519558773007,0.00546417382272645,-0.0115168912155946,0.00114437288775137,-0.00274966199246984,0.00239446202351007,-0.000851855943815004,0.000104137088900154,-3.58030244485084e-05,-6.70005548994459e-05,6.80603588874631e-05,-1.67450640661906e-06,-9.16329698828159e-06,4.34261747006533e-06,-7.2492699128518e-07,-7.27668205685169e-06,8.38468530082963e-06,-0.000286553885421157,0.000327043053594426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,93.1212121212121,106.424242424242,186.242424242424,199.545454545455,252.757575757576,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.6701744358124,-0.0391219628357567,-0.00539298522195255,0.000928884933698115,-0.00239834422195768,0.00212151957726738,-0.000645678209333816,6.78964590143633e-05,-0.000107154675193667,9.17504809447392e-06,3.10481274559253e-05,-1.68674745766734e-06,-1.14091418681905e-05,6.60003338042559e-06,-1.08186447427996e-06,5.1957038386892e-06,4.41641420920405e-05,-0.000115592458664981,6.81687541915006e-05,-2.77811547386652e-05,1.75239566247371e-06,5.90800463238754e-05,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,93.1212121212121,106.424242424242,186.242424242424,199.545454545455,252.757575757576,372.484848484848,598.636363636364,611.939393939394,625.242424242424,638.545454545455,824.787878787879,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.6889558657904,-0.0462015707554703,-0.00346154824168156,0.000699794357339042,-0.00168001412529926,0.00119714616628545,-5.58558784070964e-05,-3.1985222722424e-05,-0.000480216187170147,0.000571286370216436,-0.000229206304727607,1.00877276373779e-05,-1.62492876257831e-06,-1.33127395421812e-05,1.44295575407478e-05,-4.51090017908272e-06,2.82039180556947e-05,0.000145261005053621,-0.00058566367271718,0.000645958835820746,-0.000239901891917694,1.61537052101953e-05,-8.64687305065434e-06,-8.75819749968489e-05,0.000153992035365915,-2.32170100346666e-05,-0.000177007294124042,0.000145809844438689,-2.1186109397372e-06,-5.96399372377154e-06,-0.000267881847658853,0.000284730489276072,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,226.151515151515,239.454545454545,252.757575757576,425.69696969697,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,505.515151515152,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,851.393939393939,864.69696969697,-1
"0-17",3,-14.7929607986111,0.00156568864084192,-1.43924731856e-05,3.40664756901324e-08,3.3352424049225e-06,-2.20051113346235e-05,-5.89155257039492e-05,0.000660064996777408,-0.00110197681937136,0.000174929373596092,0.000716442147179651,-0.000379894460616734,1.19725099404472e-05,-7.38412111569892e-06,-7.83601080714606e-05,0.000122432541698476,-0.000105703723726166,4.29664233704279e-05,0.000290853045644177,-0.000461770269096248,0.000196345348109122,-1.70534342136608e-06,-4.13986851548383e-06,-9.71023812439914e-05,-3.36427184173075e-05,0.000260310949206129,0,0,0,0,0,0,0,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,505.515151515152,518.818181818182,532.121212121212,572.030303030303,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.7640589346535,-0.00181047931803759,2.48437906202224e-05,-8.78297365550322e-08,8.04221477661174e-06,-4.54107926072501e-05,0.000146755264610762,0.00036614853717548,-0.00203006927744241,0.00309990923057851,-0.00206874025655481,0.000314646186161511,0.000459357485904343,-0.000335792559299242,8.84750344163811e-05,-3.50655250519582e-06,-2.47890606288187e-06,-2.49782945539663e-05,4.56196621083988e-05,0.000110958276724076,-0.000271642627354867,0.000148642240295112,-1.04578910763289e-06,-5.42359209804612e-06,2.73014842970805e-05,-0.000135868952039914,0.000369435351150821,-0.000844198319214853,0,0,0,0,0,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,425.69696969697,558.727272727273,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,718.363636363636,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1
