"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location"
"0-17",1,-14.7030398862847,0.109464496506606,0.00132795057464963,-7.23571308824164e-05,3.77805069445025e-05,8.15488619992461e-05,-0.000213855092310859,5.90767888419434e-05,0.000221384174269661,4.4361795951474e-05,-0.000113060012194825,-0.000591561797055825,0.00118955910071099,-0.00092315471312248,0.000299541279476763,-1.88597627443437e-05,1.87564230858497e-05,0.000184818276639481,-0.000640574939865256,0.000664741181389564,-0.000237630388215166,9.89220702787192e-06,-4.24030949855555e-06,1.79498869483006e-06,1.707121550795e-05,-1.52938806251357e-05,1.99474013187667e-05,-0.000109514390752711,0.000315451175228659,-0.000740658748112298,13.3030303030303,26.6060606060606,79.8181818181818,93.1212121212121,106.424242424242,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,545.424242424242,598.636363636364,611.939393939394,625.242424242424,811.484848484848,824.787878787879,838.090909090909,851.393939393939
"18-49",1,-10.2405813206175,1.01863677457172,-0.0992089631648461,0.00289863505863785,-0.00346200348348204,0.000690011183936404,-6.2229891630904e-05,-0.000213892610880941,0.000159000794390614,-1.72571979467849e-06,-3.71457756790414e-05,8.71011667171736e-06,2.53365066137025e-05,-9.93666380967253e-06,2.39831709077815e-06,1.649304092582e-05,-1.3694004838886e-05,-3.86320295031605e-06,4.22213576563853e-06,2.26987820423386e-05,-0.000126599072671337,0.000368010133570096,-0.000867102392449345,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,79.8181818181818,106.424242424242,199.545454545455,212.848484848485,226.151515151515,319.272727272727,372.484848484848,385.787878787879,399.090909090909,625.242424242424,638.545454545455,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.80330575160901,0.883481536735064,-0.0838636135398368,0.00245726560128653,-0.00295418585020286,0.000605136917472083,-4.27829109142928e-05,-0.00018371992522638,3.72268716213358e-05,0.000174871155470734,-8.97065695925969e-05,-2.67894550850171e-05,4.83131638088159e-06,2.2578895587235e-05,-1.8724719805744e-06,-1.06039398050501e-05,1.06339232991024e-05,-1.72713878831963e-05,1.47040634699786e-05,3.27515567824146e-05,-7.61212597537302e-05,4.41543769885478e-05,-0.000296221230714423,0.000334047422426105,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,199.545454545455,212.848484848485,226.151515151515,305.969696969697,319.272727272727,359.181818181818,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1
"65+",1,-9.90582590033211,0.216795167042442,0.00179655565186362,-0.000124274957072685,7.3100847863664e-05,0.000166925590108322,-0.000113198204372518,-5.84097311706413e-06,3.31396687812933e-06,-4.86714508302417e-06,2.8931734596123e-05,0.000132359032664441,-0.000536826874723799,0.00060901686596957,-0.000241761118034817,1.09717376869699e-05,4.12385943813137e-06,6.85162169562123e-05,-0.000156187756678832,8.87221529874464e-05,-8.74546258864308e-07,-0.000262767130682272,0.000273088926298196,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,172.939393939394,226.151515151515,425.69696969697,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,505.515151515152,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.8289579367267,-0.0505133424700506,0.00465538189338186,-5.53192913414539e-05,1.45153187252815e-05,8.83346791026333e-05,-2.7673807572609e-05,-0.00030964831418885,0.000399389678770467,-3.60336126921059e-05,-0.000254498739675888,0.000234668012958651,-1.96403737297415e-05,-3.76997065655609e-05,0.000160171459687057,-0.000119260162932684,-0.000708700152767409,0.00154312806784949,-0.00134805214817399,0.00054287781595119,-4.4157961704907e-05,-2.32935055583674e-05,9.29002145252078e-07,2.38254358035127e-05,-0.000139191789328808,0.000416893811483086,-0.000997695262988299,0,0,0,13.3030303030303,53.2121212121212,93.1212121212121,106.424242424242,119.727272727273,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,425.69696969697,558.727272727273,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1
"18-49",2,-13.8529147487072,0.59370820028644,-0.0672259839982995,0.00257312002760871,-0.00426916578821383,0.00285744760911701,-0.00175814887068176,0.000939466930217881,-0.000404621878373972,3.66584794069535e-05,3.570674932268e-05,-2.0704608829703e-05,3.09922075875488e-06,9.76027413426812e-06,-4.90932511538063e-06,2.51273746345022e-06,-2.41587646387893e-06,5.72020354472866e-06,-5.38138530719894e-06,2.71904364360109e-05,-0.000123591796176382,0.000319915123959238,-0.000715892492844406,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,119.727272727273,199.545454545455,239.454545454545,252.757575757576,345.878787878788,385.787878787879,625.242424242424,691.757575757576,744.969696969697,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.0051196267738,0.544296821853801,-0.054858748461993,0.00208959186387448,-0.00350967356326076,0.00245226886569242,-0.00159624835084786,0.000893110813791589,-0.000388536971383807,3.28848292709192e-05,4.45482126472336e-05,-3.43093062804447e-06,-1.92195016062584e-05,5.77792733997524e-06,-9.13046883292978e-07,-7.21440655003454e-07,4.96983646148684e-06,5.82873916552549e-05,-0.000146422130455341,8.74388518340621e-05,-3.96244866196781e-06,2.21774352344875e-05,-0.000109094093024411,0.000294588991232736,-0.000670744744269402,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,119.727272727273,159.636363636364,172.939393939394,252.757575757576,345.878787878788,465.606060606061,598.636363636364,611.939393939394,625.242424242424,638.545454545455,718.363636363636,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1
"65+",2,-13.8916452400235,0.175557347221048,0.00198698934983139,-4.58960472349067e-05,1.75962702144192e-05,-1.82962212163191e-05,2.91833541756709e-05,9.36885034291558e-05,-7.41857702859595e-05,-1.58052697687654e-06,-2.2860581066115e-05,2.31658020010444e-05,-4.98682940525134e-06,2.95021789789823e-05,0.000106054277399136,-0.000488803061705039,0.000580486413677119,-0.000228998728149638,2.75321108040571e-06,7.74924977399603e-06,0.000123012515799025,-0.000293576336251621,0.000177955947654584,-3.41695084620571e-06,-9.60012264231401e-06,2.47192751988279e-06,4.94105484941762e-05,-0.000562496104004165,0.000472136652076363,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,226.151515151515,239.454545454545,252.757575757576,425.69696969697,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,518.818181818182,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,811.484848484848,824.787878787879,851.393939393939,864.69696969697,-1
"0-17",3,-14.8072537742278,-0.00116644105292546,1.11293604853786e-05,-2.73178452376305e-08,-4.89733127488434e-06,2.89530545621858e-05,-0.00033458857819035,0.00124702547610573,-0.00169227494984811,0.000316934986296387,0.00126488935916598,-0.00137563379391115,0.000866001992657808,-0.00035782349865233,2.7920539103951e-05,0.000120107908986783,-0.000155390836438703,1.27992262560431e-05,7.79272660291378e-05,-1.42404446166389e-05,-0.000170208339744468,0.000198821364532272,-2.15738146373082e-05,-7.54504153744355e-05,4.5293483631599e-05,-5.1000294612673e-06,0.000153771913578589,-0.000901921826499838,0.000750234464512854,0,279.363636363636,292.666666666667,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,478.909090909091,492.212121212121,518.818181818182,532.121212121212,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,651.848484848485,718.363636363636,838.090909090909,851.393939393939,864.69696969697,-1
"18-49",3,-14.8333548537614,0.000407343514764921,-3.73409683713686e-06,6.7278686878782e-09,8.50441171701165e-06,-4.79936811540602e-05,0.000154782531075757,0.00037727741633767,-0.00206403356219484,0.00306525125913033,-0.00209144797319678,0.000696975964999365,-0.000124327263646121,4.14794048752689e-05,-2.04798261055446e-05,-2.97483692434145e-05,4.26333855926633e-05,-9.66219072191402e-06,6.11727433896176e-06,5.77456779100115e-05,-0.000146730415002369,8.69954180501307e-05,-2.95546152463433e-06,-0.000313338268226434,0.000349176677319467,0,0,0,0,0,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,332.575757575758,345.878787878788,359.181818181818,412.393939393939,598.636363636364,611.939393939394,625.242424242424,638.545454545455,718.363636363636,851.393939393939,864.69696969697,-1,-1,-1,-1,-1
