"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location"
"0-17",1,-14.5356512298474,0.0960551439766578,0.00580530865514714,-0.000178132076706149,7.83495230724654e-05,0.000246247383142572,-0.000145201594919536,-0.000173863428551403,0.000377034659145627,-0.000122482317460231,-0.000472241722565953,0.000728509497101265,-0.000375120847594334,1.75379392299867e-05,2.0611406620872e-05,1.0767990843925e-05,-4.14048303107558e-05,0.000108607092904783,0.000217811245948867,-0.0012766163906487,0.00192473559408178,-0.00131376168373622,0.000413816359447399,-5.15854581439083e-05,8.94664293293771e-06,-4.75046225636845e-06,-7.57880541876202e-05,0.000110813147399062,-3.59958226461898e-05,3.02798710721457e-06,-2.66337857701324e-05,0.000149212917921348,-0.000477523035598017,13.3030303030303,26.6060606060606,39.9090909090909,106.424242424242,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,199.545454545455,212.848484848485,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,545.424242424242,558.727272727273,572.030303030303,598.636363636364,611.939393939394,824.787878787879,838.090909090909,851.393939393939
"18-49",1,-9.20963894342328,0.987915049895284,-0.105389887288746,0.00318996005451357,-0.00388467263475652,0.000808109816443128,-6.58222798479058e-05,-0.000138749962820972,9.63421214723406e-05,-2.10397819653527e-06,-1.5566750100199e-05,1.4362355321363e-05,-5.39971643027635e-06,-4.86861269155697e-05,7.83316120091321e-05,-2.66303018581761e-05,3.51770643074262e-06,1.6868594839123e-05,-4.98210915050596e-05,3.09244536467821e-05,1.96809187022994e-05,-0.000107452044715982,0.000308199358499828,-0.000720573732487777,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,79.8181818181818,186.242424242424,199.545454545455,226.151515151515,359.181818181818,372.484848484848,385.787878787879,412.393939393939,598.636363636364,611.939393939394,625.242424242424,638.545454545455,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.23051504387888,0.976234284681903,-0.101068997561326,0.00301699968620536,-0.00361252474217095,0.000682528328018625,-5.5240080459747e-05,-9.95181797560026e-05,7.31930577482831e-05,-2.09841430629082e-06,-1.81831770544069e-05,1.77190427421442e-05,-1.10679561648411e-06,-6.23704002617459e-06,1.01854884008577e-05,-2.75338679232671e-06,-2.43251277443358e-05,2.19852612206758e-05,3.24263407652778e-05,-7.93532378790478e-05,4.76794331149414e-05,-3.53941749384218e-05,0.000193136717330212,-0.000606297166601937,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,79.8181818181818,186.242424242424,199.545454545455,226.151515151515,305.969696969697,319.272727272727,385.787878787879,452.30303030303,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.4697571339832,0.917289109994694,-0.0879046625107875,0.0026491818364783,-0.00322175456836435,0.000635899563363769,-3.51904553920444e-05,-2.66596166767728e-05,-3.72920304372092e-06,1.78981322363096e-06,7.22027791329053e-06,-5.3930505547969e-06,-4.63498580712905e-05,5.06556795589331e-05,-3.4651969239554e-05,3.00639098808514e-05,0.00026873501551421,-0.000644571248245395,0.000472066123006783,-4.55927651533698e-05,-5.24035327582926e-05,6.92826723418577e-06,-1.28556646441761e-05,5.65826024382224e-05,-0.000190580057335183,-0.00141930368980595,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,199.545454545455,252.757575757576,399.090909090909,452.30303030303,465.606060606061,478.909090909091,572.030303030303,598.636363636364,611.939393939394,625.242424242424,638.545454545455,651.848484848485,665.151515151515,784.878787878788,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.6131080181627,-0.13002590562442,0.00999389497317368,-0.000137662042106262,4.93970755302859e-05,0.000110960440741243,-8.06647684431121e-05,4.07187129224542e-05,0.000303740648534008,-0.00067443171976037,0.000540258908278403,-6.62563059418148e-05,-0.000109158363820938,2.66013670442416e-05,-7.8473548615974e-06,0.000145789259552706,-0.000144316881353951,-0.000669778267497877,0.00158835564136702,-0.00135496709222345,0.000471663334422204,-2.56109390107911e-05,-8.63097054216531e-06,2.16719139084505e-06,-3.32128761462244e-05,0.000190619578298106,-0.000619321426321566,0,0,0,0,0,0,13.3030303030303,39.9090909090909,106.424242424242,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,239.454545454545,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,478.909090909091,598.636363636364,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1
"18-49",2,-13.6455941620579,0.763651454727512,-0.0920935583635212,0.00343966474970648,-0.00552988999665365,0.00344894012559952,-0.00188417651315878,0.000643270374285011,-0.000118095619837231,4.21796280512639e-05,-7.46227299622696e-05,4.3656829643645e-05,-4.07122027526927e-06,-1.08834852207001e-05,9.91936256256692e-07,6.06891157455449e-06,-1.30104953379377e-05,4.18941745752176e-06,2.2021557610971e-05,-1.73635014486758e-05,5.8644449392048e-06,4.10133482172359e-05,-0.000112258554403378,7.01154814394572e-05,-3.81062548899565e-06,-2.70265704503249e-05,0.000142872610265799,-0.000440502709854636,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,119.727272727273,133.030303030303,199.545454545455,266.060606060606,279.363636363636,372.484848484848,412.393939393939,425.69696969697,452.30303030303,598.636363636364,611.939393939394,625.242424242424,638.545454545455,718.363636363636,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1
"50-64",2,-13.0747686682906,0.736622317891576,-0.0891499166162292,0.00329633594672704,-0.00524205920975638,0.00324658609133535,-0.0019152877752353,0.000866951899913382,-0.000310127079492018,5.88940973891706e-05,-1.39689125300817e-05,2.01869538482394e-05,-2.1406084544494e-06,-1.15920707325203e-05,8.13319867445618e-06,-2.15696381107928e-06,-2.45245037068543e-05,3.07682380743913e-05,-3.71074786693637e-06,-2.72971029388623e-05,2.81135413943525e-05,-5.90611282964394e-05,9.5904824411321e-05,-2.3967353206608e-05,-8.97910318094819e-05,7.7814048515888e-05,-4.00911985013168e-06,-1.93199545984763e-05,0.000102653966877006,-0.000317347513674124,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,119.727272727273,186.242424242424,199.545454545455,252.757575757576,359.181818181818,372.484848484848,385.787878787879,452.30303030303,465.606060606061,478.909090909091,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,718.363636363636,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1
"65+",2,-13.8583220021308,0.384156717585524,-0.0438190918485115,0.00180765183280523,-0.00312339271997901,0.00215101234100215,-0.00114474143115562,0.000357449938104556,-4.79370198200544e-05,8.97124508461472e-06,-8.56519049810584e-06,-5.28086993864335e-06,5.08541567187407e-06,5.92667057803278e-06,6.5135936582578e-05,-0.000195384084096177,0.000136367884720484,-9.30864947985263e-06,-0.000129402729104956,0.000210163097155406,-3.67445244563186e-05,-0.000287683722591042,0.000351733195975575,-0.000109799867752858,1.43112892984148e-06,-4.47387204329464e-06,8.48976273765867e-06,0.000231110262908919,-0.000924057443141758,0.000542561301432735,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,133.030303030303,226.151515151515,252.757575757576,439,452.30303030303,465.606060606061,478.909090909091,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,651.848484848485,678.454545454545,744.969696969697,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1
"0-17",3,-14.9209856399463,0.00186286671415953,-1.71723914295107e-05,4.07801575986659e-08,-4.96326774251855e-06,-0.000104658353911801,0.000704067220862143,-0.000963638228067196,-0.000461557936259296,0.00204484912408166,-0.00210288382011148,0.00137799850275629,-0.000569292698342053,8.3213623517081e-05,-2.22500680973575e-05,4.46553696020575e-05,-2.57137366870228e-05,-0.000238816318893277,0.00046927134180397,-0.000252031852730482,7.62775039658612e-06,8.98144967945439e-05,-8.80433919090519e-05,3.12203305513028e-06,1.64556594689556e-05,-9.80683580555943e-06,1.13745128970623e-05,-5.22782920761086e-05,0.00014987870080666,-0.000118786248647248,-0.00307950591316688,0,0,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,465.606060606061,505.515151515152,518.818181818182,532.121212121212,545.424242424242,572.030303030303,611.939393939394,625.242424242424,678.454545454545,691.757575757576,744.969696969697,811.484848484848,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1
"18-49",3,-14.8983163963073,0.00275994674817625,-4.00572783987743e-05,1.491127123238e-07,-8.47206940830913e-05,0.000416305430105017,-0.000227676799659742,-0.00128082852155677,0.00241048146703421,-0.00160682855613552,0.000213015179692419,0.000286747776361421,-0.000129785015472666,2.85700793145588e-06,2.38863440859152e-05,-2.43499961927141e-05,2.32334911107642e-06,3.81876834291137e-05,-8.63409202601253e-05,4.75106987926346e-05,-3.35275026451785e-05,0.000183534412709233,-0.000577954017688308,0,0,0,0,0,0,0,0,0,0,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,385.787878787879,399.090909090909,412.393939393939,598.636363636364,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
