"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location"
"0-17",1,-14.1516565570058,0.2618035253958,-0.00654033687680926,4.67249459400017e-05,6.2729851807392e-06,-2.67999460287987e-06,-0.000120929550670162,2.1599303637762e-05,5.39620438306182e-05,-7.65213548687781e-06,7.53560676130477e-06,-3.28855741388693e-05,9.26517062235009e-05,0.000265664094372846,-0.00122642926825213,0.00156199759863277,-0.000765167848161561,8.39989675375701e-05,-2.05666689566531e-05,3.93722234167987e-05,-7.24381206018952e-06,-8.75096510194407e-05,0.000163961532088185,-7.26648645352384e-05,2.37213931902092e-05,-0.000133117098126146,0.000388595648002652,-0.000917975071255404,0,0,0,0,13.3030303030303,26.6060606060606,66.5151515151515,79.8181818181818,93.1212121212121,199.545454545455,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,532.121212121212,545.424242424242,558.727272727273,572.030303030303,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1
"18-49",1,-9.15866738480223,0.622300807668996,-0.051916130040871,0.0013952957618696,-0.00147196264660646,5.98007827050599e-05,0.00028187601671147,-0.00049997471701965,0.00024469466386577,-2.43406343233837e-06,-2.05960929270337e-06,-2.19094996964234e-05,1.88495287569805e-05,-1.09967728322304e-05,5.36670345565179e-06,3.03189207118125e-05,-2.74213533315871e-05,3.9880123881823e-06,4.34704460652768e-05,-0.000113253903745675,6.92109201965597e-05,-4.20807487392414e-06,2.94271487322247e-05,-0.000137768126817869,0.000362272468850672,-0.000815604731779123,0,0,0,0,0,0,13.3030303030303,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,106.424242424242,186.242424242424,199.545454545455,226.151515151515,345.878787878788,385.787878787879,399.090909090909,412.393939393939,598.636363636364,611.939393939394,625.242424242424,638.545454545455,744.969696969697,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1
"50-64",1,-8.7370177679114,0.225384659971419,-0.00588633086581033,5.38581020238537e-05,-1.6895028356675e-05,9.18180609361098e-06,-1.99497245352922e-05,-0.000127436017995035,0.000108825257176681,-3.02780078786162e-06,-2.67273189912136e-05,2.7715466745836e-05,-2.02920115715062e-06,-1.05149541934854e-05,1.12758770453509e-05,-2.91415769082624e-06,-2.6917665275433e-05,2.74475920217253e-05,-2.08633959860263e-06,-1.90739569638127e-05,2.05316974184392e-05,-0.000295450596129416,0.000325023056617637,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,53.2121212121212,66.5151515151515,79.8181818181818,186.242424242424,199.545454545455,226.151515151515,292.666666666667,305.969696969697,359.181818181818,452.30303030303,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.52420430072747,0.153694674718264,0.000287442740815269,-2.23061342282673e-05,-3.25896621955812e-05,8.27674509936999e-05,0.000244359863699863,-0.000853313186779008,0.00119048157146564,-0.000878230994654751,0.000292282860561443,-1.85047083629076e-05,-1.98623768426644e-05,0.000126504791738391,-7.37010930550673e-05,-0.000428084992451992,0.000867563743515377,-0.000703259784872279,0.000109910548042239,0.000467470860611348,-0.000754287839505991,0.000230275296183741,0.00118183354044113,-0.00182977878272221,0.00102330966029713,-0.000231202505838087,3.35340825392952e-05,-5.18291994490278e-06,0,0,0,0,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,119.727272727273,199.545454545455,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,-1,-1,-1,-1
"0-17",2,-14.5169483157382,-0.160315299586253,0.0133054514268174,-0.00020252961230967,2.64606990117895e-05,0.000178660835608524,6.08087478614436e-05,-0.000120261150735899,3.64041984880885e-05,0.000354260192993238,-0.000771738215748725,0.000607668478844842,-7.37531126263344e-05,-0.000118097998855605,3.31804091962412e-05,-1.74092183041174e-05,7.36638996074141e-05,7.34946616681427e-05,-0.00100394046088869,0.00197282963184607,-0.00166459544542,0.000625146941578121,-7.41958473402431e-05,1.49125703424197e-05,-1.14603208251942e-05,-8.04310322384593e-06,8.88817210477566e-06,2.88281394016464e-05,-0.000164598737771186,0.000485685938546759,-0.00115302625099773,0,13.3030303030303,26.6060606060606,66.5151515151515,93.1212121212121,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,252.757575757576,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,452.30303030303,572.030303030303,585.333333333333,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1
"18-49",2,-13.7649500851736,0.2428943129877,-0.034243012199487,0.00178886738055917,-0.00369301289502078,0.00324586871095627,-0.00183892648976489,0.000615783047659204,-9.83501699815876e-05,2.16382953640244e-05,-8.79668290120633e-05,5.65778886449179e-05,-2.88450295847547e-06,-1.42550273437005e-05,8.043213031306e-06,-1.16023286104577e-06,-8.70586117471989e-06,9.08922561390652e-06,-1.07097696868565e-06,-1.6905116200258e-05,1.93097391786213e-05,-3.17828997081794e-06,2.26119036333374e-05,-0.000106592140550872,0.000281446505944369,-0.00063524372212539,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,119.727272727273,186.242424242424,199.545454545455,252.757575757576,359.181818181818,372.484848484848,385.787878787879,611.939393939394,625.242424242424,638.545454545455,744.969696969697,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1
"50-64",2,-12.7481533227969,-0.0336965628008526,-0.00454459711821118,0.000789544924835006,-0.00212028440928067,0.00206499026954978,-0.000811611031588098,9.52255009868245e-05,-3.54206801071083e-05,9.33989910930662e-06,1.42355790983741e-05,-1.36718208483374e-06,-7.98868249380711e-06,3.41521869427199e-06,2.38796537705767e-06,2.507758357227e-05,-7.0441941368065e-05,4.43623070986707e-05,-3.16337830199583e-06,-5.62046564774653e-05,-2.1326936221344e-05,0.000149303425732725,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,119.727272727273,186.242424242424,199.545454545455,252.757575757576,598.636363636364,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.514057026351,0.015812197684381,0.0126705656721225,-0.000237987338105284,8.35107491433107e-05,0.000165236767225776,-9.03296049830468e-06,-5.18154258036846e-06,3.72984490317784e-06,-4.597664389314e-06,2.78046965376596e-05,0.000136613810859745,-0.000541228320018034,0.000585194607545164,-0.000212232240132822,1.0739518650653e-05,-3.78163252249033e-06,-2.8936663158205e-05,3.22316909891873e-05,-0.000259424754742106,0.000270788136754214,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,119.727272727273,199.545454545455,252.757575757576,425.69696969697,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,505.515151515152,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.8332034964396,0.00256077364356258,-2.35408519897549e-05,5.57283947454263e-08,3.73434668965034e-06,-2.52170075189986e-05,-0.000100141025091635,0.000873972561050811,-0.0014865103505668,0.0003412356488332,0.00134992062982247,-0.00191307449243015,0.00173407084903547,-0.00109984064734942,0.000377289136465574,-6.08464696577623e-05,1.48182211650356e-05,-9.77345002767044e-06,-0.00010066155024295,0.000138737203969091,-1.04237863037874e-05,-5.20659397511494e-05,6.9758013285672e-05,-1.26861234255657e-05,-4.89819208259735e-05,3.6491139980316e-06,2.28704754352999e-05,-1.51250758962333e-05,4.36452446756254e-06,6.56496519197292e-05,-0.000825042318082948,0.00074517056988265,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,452.30303030303,505.515151515152,518.818181818182,532.121212121212,558.727272727273,572.030303030303,611.939393939394,625.242424242424,638.545454545455,678.454545454545,691.757575757576,744.969696969697,811.484848484848,824.787878787879,851.393939393939,864.69696969697
"18-49",3,-14.7915975304396,5.69606869652987e-05,7.12529178707734e-07,-7.73162705051751e-09,8.05637623669164e-06,-4.54832535887973e-05,0.000146896559080139,0.000362534309392056,-0.00201573085738771,0.00308500325855992,-0.00207582066251148,0.000299151590148626,0.000528961592225022,-0.0003549483272429,2.37774054471637e-05,4.2669581401037e-05,-5.46342043937468e-06,3.82596360315441e-06,2.81545472656519e-05,-7.50722193278272e-05,4.46232068730204e-05,-0.000369515526249963,0.000415302334925613,0,0,0,0,0,0,0,0,0,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,412.393939393939,598.636363636364,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1
