"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location"
"0-17",1,-14.2155274675541,0.0978691907744926,-0.00041894203213461,6.50073239028686e-07,-1.26618533305829e-07,3.69295372582098e-06,5.09566104674854e-05,-0.000149080762335551,0.000101225798750842,-1.31161496021917e-06,-6.62727092272194e-06,8.16134695129191e-07,-0.000245214010701728,0.000292819266495852,0,0,0,0,0,0,0,0,0,0,0,0,26.6060606060606,292.666666666667,305.969696969697,319.272727272727,332.575757575758,372.484848484848,412.393939393939,611.939393939394,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.46705665215197,0.155715147773838,-0.00730430030074469,0.000108413371840762,-4.67341123781401e-05,-8.54599586155256e-05,2.8075450098869e-05,-2.12934820697896e-06,-1.08970566660231e-05,8.97229994197447e-06,-7.65122046372042e-07,-8.57537146737774e-06,9.77200791128868e-06,-0.000247045381574314,0.000282508670343707,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,39.9090909090909,79.8181818181818,186.242424242424,199.545454545455,226.151515151515,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.15398893448655,0.525323322930691,-0.0437011717492178,0.00113559683722182,-0.00114797543492467,1.68560119089378e-05,-2.57335405149425e-06,-1.28031581904994e-05,1.1361382479656e-05,-1.29092384172674e-06,7.37336999936664e-06,0.000102787818480393,-0.000260457239887444,0.000160804510194858,-2.86281021190278e-06,-6.29965086408076e-06,-0.000171442204388425,0.000194018601334673,0,0,0,0,0,0,0,0,13.3030303030303,79.8181818181818,186.242424242424,199.545454545455,226.151515151515,465.606060606061,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.74603404771491,0.182027266557936,-0.00228594863352535,8.22491890551062e-06,-8.32859858232634e-07,-7.00796036758099e-06,-2.24507359300416e-06,4.8015801363848e-06,-3.66858473756343e-06,-3.36790569757732e-05,3.79875050966166e-05,-3.51874505854175e-06,-3.38938560550693e-05,3.58705272387853e-05,-0.000244532670542253,0.000258971363391221,0,0,0,0,0,0,0,0,0,0,26.6060606060606,106.424242424242,212.848484848485,332.575757575758,452.30303030303,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.45241263725,-0.0680360201873361,0.00537255754980067,-6.69478378904266e-05,2.72342873737771e-05,4.03860631258434e-05,-4.00302197130281e-06,2.48143012997655e-05,8.26342989065685e-05,-0.000405058340257407,0.000484690450623055,-0.000185371874632292,1.39212905324347e-06,5.79046746719935e-07,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,39.9090909090909,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,399.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.6076927861794,0.350910742827368,-0.00522660264852408,2.49016390766127e-05,9.2266772991885e-07,-6.5100482630814e-06,-9.2402280033061e-05,8.11562876409303e-05,-1.56984252568026e-06,-7.15975446421306e-06,9.35104429982968e-07,-3.11959501349705e-06,9.9660817776068e-07,4.18607576313511e-06,-1.11460074499064e-05,4.50000698158238e-06,0,0,0,0,0,0,0,0,0,0,26.6060606060606,79.8181818181818,93.1212121212121,106.424242424242,146.333333333333,172.939393939394,332.575757575758,625.242424242424,678.454545454545,691.757575757576,798.181818181818,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-11.742762402855,-0.243196090637563,0.03336572716419,-0.000685952604029448,0.00018271816111121,0.000889981229221023,-0.000410676012130325,1.6820903366382e-05,1.13832928738263e-05,-2.71332384262915e-06,-2.45322396732795e-05,2.35361955400788e-05,-1.74353550222973e-06,8.7949829842232e-06,0.000123164934910199,-0.000307076305325943,0.00018782715961969,-3.46218378860831e-06,-8.30493197407882e-06,6.24506946809511e-07,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,106.424242424242,212.848484848485,226.151515151515,239.454545454545,465.606060606061,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,851.393939393939,-1,-1,-1,-1,-1,-1
"65+",2,-14.2025920288385,0.268468874195418,-0.00228836087508499,4.83184487757042e-06,3.43838978827248e-06,-3.34368015823945e-06,-1.2290975141864e-05,1.84876695052032e-06,6.43703562078373e-06,5.94856874912191e-06,7.30479353771047e-05,-0.000232486310987713,0.000170244786307482,-2.62253492008123e-06,-5.44542153940368e-05,2.29579113491094e-05,-4.82482363470469e-05,0.000109639114030767,0.00045014405426208,-0.00128054630034316,0.00112651299738739,-0.000364905430054157,2.74277717355723e-05,-1.57785147474345e-06,-0.000275763854523032,0.000281853819950419,13.3030303030303,26.6060606060606,199.545454545455,239.454545454545,252.757575757576,439,452.30303030303,465.606060606061,478.909090909091,505.515151515152,558.727272727273,572.030303030303,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,651.848484848485,665.151515151515,691.757575757576,851.393939393939,864.69696969697
"0-17",3,-14.5848830145836,-0.00352413123940789,3.12965288947674e-05,-7.16209355714119e-08,8.7028501242066e-06,0.000258170193514951,-0.000533879572208712,7.60207582021595e-05,0.000260379315315982,-1.11237146195574e-05,-5.95291604862792e-05,5.55169576104795e-06,-3.24820505811054e-05,-0.000112804458021876,0.000586793674571409,-0.000760377328815323,0.000330407538176336,-1.29586423433384e-05,-7.39831453821033e-05,5.90420750567571e-05,0.00126508545624029,0,0,0,0,0,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,399.090909090909,412.393939393939,572.030303030303,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,651.848484848485,824.787878787879,851.393939393939,864.69696969697,-1,-1,-1,-1,-1
"18-49",3,-14.7446578827424,-0.000185560093085053,3.77898588183276e-06,-1.76040724685041e-08,6.58478809792733e-06,-3.7248769122453e-05,0.000121270116993851,0.000361228480524919,-0.00172933696563385,0.00227721317887718,-0.00120164561028277,0.000140385842369765,6.11785703063488e-05,3.88487755581428e-06,-3.99415427593717e-06,5.689704681716e-06,7.19202485666085e-05,-0.000181572024141055,0.000108706131958456,-1.20784332067997e-06,-1.88792716221899e-05,7.38360846959776e-06,-2.56287777420721e-05,0.00012685451203,0,0,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,412.393939393939,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,798.181818181818,838.090909090909,851.393939393939,864.69696969697,-1,-1
