"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location"
"0-17",1,-15.151482035257,0.0931195076166492,-0.00129038823609532,1.00090361471551e-05,-9.72842309412435e-07,-2.98253366514272e-05,4.55049408341849e-06,2.68512525966714e-05,-4.32490747187921e-06,-5.66084337452136e-05,5.46750529528209e-05,-6.97435816788081e-06,3.13876429666435e-05,0.000150624421252144,-0.000558317316860504,0.000497784010465513,-2.78813575406399e-05,-2.58907171759486e-05,-0.000286481338881224,0.000353154462200964,-0.000133526729787576,1.56766492236034e-06,-3.06708131093886e-06,-1.55659903587715e-05,2.59002514478043e-05,-7.27488980533323e-06,-1.71226375276485e-05,9.71277940087738e-05,-0.000313475372296355,0,0,0,26.6060606060606,79.8181818181818,106.424242424242,119.727272727273,186.242424242424,199.545454545455,212.848484848485,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,425.69696969697,558.727272727273,572.030303030303,585.333333333333,625.242424242424,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1
"18-49",1,-10.3857934203519,1.12116005126049,-0.116301055446952,0.00352827544800997,-0.00439979163037322,0.00117377132570111,-0.000331391197144584,2.17157222355275e-05,1.62561578478838e-05,-4.30343905218469e-05,1.15807136333875e-05,2.84757117702268e-05,-1.32564258372224e-05,3.78625536147635e-06,2.45413442218678e-05,-2.11798982918298e-05,7.48679748337962e-07,-2.70886826881973e-05,0.000150337253108156,-0.000477696064243765,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,119.727272727273,199.545454545455,212.848484848485,226.151515151515,319.272727272727,372.484848484848,385.787878787879,399.090909090909,691.757575757576,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.73522229418333,0.666660968340081,-0.0520939630418773,0.00134230637912176,-0.00136689576581906,1.89915837701594e-05,1.31816779495253e-05,-3.82127988527995e-06,-3.57767566640225e-05,4.41612250851035e-05,-4.33066164064505e-06,-1.79290018481759e-05,1.17770948194268e-05,-3.17480914387008e-06,5.78155450226644e-06,6.22069669672787e-05,-0.000140933507302164,7.58228316915285e-05,-2.86231306858897e-05,0.000155854694954591,-0.000488675287014559,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,106.424242424242,186.242424242424,199.545454545455,226.151515151515,279.363636363636,292.666666666667,332.575757575758,465.606060606061,598.636363636364,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.9375016975558,0.848719151528484,-0.0833531323635839,0.00265652228761661,-0.00353614209442049,0.00119848548564376,-0.000346506791684134,3.63575925429868e-05,-5.98649109419331e-06,-1.59147468229917e-06,-1.33512524702302e-05,1.4688653074495e-05,-5.26646741688387e-06,1.04187931080015e-05,-6.93417801602342e-06,-5.39583196652035e-05,6.03453119259157e-05,-5.20509032192884e-05,4.4754209709299e-05,0.000356490950846371,-0.000738815588466669,0.000410710111002618,-8.69962297045858e-06,-2.73394576626859e-05,1.3499467469486e-05,-0.000264060108264484,0.000261860553088756,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,186.242424242424,199.545454545455,226.151515151515,305.969696969697,385.787878787879,452.30303030303,465.606060606061,478.909090909091,572.030303030303,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,758.272727272727,851.393939393939,864.69696969697,-1,-1,-1,-1,-1
"0-17",2,-14.4864740086899,-0.110466329300417,0.0052021960447846,-5.76036623711244e-05,2.31897146071304e-05,5.94357990477181e-05,-6.49847562523192e-05,3.25840084092458e-05,0.000330351744442823,-0.000736657337488631,0.000557765996291231,-6.61036589198108e-05,-9.80464844692406e-05,2.91507321775086e-05,-1.62978187295106e-05,7.02973968775033e-05,0.000118611390091835,-0.00094966607309598,0.00169117814938196,-0.00143248990580126,0.000578520802116002,-4.42740191018415e-05,-2.56712224849585e-05,9.88400996364861e-07,-2.52188388644576e-05,0.000145454508318517,-0.000474170847842239,0,0,0,0,0,13.3030303030303,53.2121212121212,93.1212121212121,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,252.757575757576,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,425.69696969697,611.939393939394,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1
"18-49",2,-14.8569975429679,0.196380113207845,-0.0192269687285084,0.00118648729134418,-0.00271875795724895,0.00263949762782705,-0.00147826731606744,0.000449083726514257,-5.50262578271847e-05,-5.65161188041795e-05,4.38913448212552e-05,-2.88766468157058e-06,-1.86214560472081e-05,1.60546607898759e-05,-3.05801127824961e-06,-1.91393262599799e-05,1.80416533554008e-05,-1.1283342544043e-06,8.12012005530742e-07,-2.29663024361181e-05,0.000126255140681239,-0.000398934467956787,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,93.1212121212121,119.727272727273,186.242424242424,199.545454545455,252.757575757576,332.575757575758,345.878787878788,359.181818181818,492.212121212121,691.757575757576,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.0673136474297,0.40622241492423,-0.0529225114644063,0.0022992672179827,-0.00418989366068775,0.00320724560066005,-0.00192921326847879,0.000893063810076366,-0.000342839182734741,5.9699925738655e-05,-1.36669941395167e-05,2.62090213724951e-05,-3.05257368537189e-06,-1.80823624600229e-05,1.66829328397023e-05,-3.75928432796858e-06,-3.13654439397985e-05,3.36644326652976e-05,-2.44158374710803e-06,-2.86409235902813e-05,3.13963953854529e-05,-5.42884974868399e-06,-8.37223971042615e-05,0.000143451026650857,-1.93437494981162e-05,-0.000151176110279138,0.000118488929218369,-2.27157785788557e-06,-4.21129606666241e-06,-2.29262009324671e-05,0.000118136379814238,-0.000358749680127803,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,119.727272727273,186.242424242424,199.545454545455,252.757575757576,332.575757575758,345.878787878788,359.181818181818,452.30303030303,465.606060606061,478.909090909091,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,665.151515151515,718.363636363636,824.787878787879,838.090909090909,851.393939393939
"65+",2,-14.6892797747061,-0.187536210482562,0.0316658060627509,-0.000624110017863409,0.000157352446577396,0.000743782206300954,-0.00028277615435431,9.32677799964999e-06,-2.53277775211396e-06,-1.96450605040525e-05,2.40720592457034e-05,-6.19765634051752e-06,-5.29051296261115e-06,3.52789292698142e-05,0.000180973047385745,-0.00072598585773659,0.000842397022665814,-0.000349927041681718,1.81867820050775e-05,-7.48348348509594e-06,3.18239056075113e-05,0.000146777860108739,-0.000376720925872028,0.000224125392084012,-3.71787703349833e-06,-1.06103532621603e-05,5.8213318011743e-06,0.00019425824717276,-0.000793927626912907,0.000484219891371695,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,212.848484848485,226.151515151515,252.757575757576,305.969696969697,425.69696969697,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,505.515151515152,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1
"0-17",3,-14.8462991832353,0.00172983284845909,-1.59661411519824e-05,3.79695890176683e-08,-8.0561941353367e-06,-8.03560821167605e-05,0.000642869075964263,-0.00103800032558922,0.00017589754248465,0.000617517443145312,-0.000296349623938969,-1.35147143064832e-05,-3.91817533333934e-06,-7.03735077846421e-05,0.000125519657954842,-1.66247562725431e-05,-0.000106809075759277,7.30399826684367e-05,-3.19885841113979e-05,0.000174890205005961,-0.000550341638249988,0,0,0,0,0,0,0,0,0,0,0,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,412.393939393939,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.8153503752371,-0.000542925212356848,8.63435352901549e-06,-3.46671390456649e-08,9.2094450917321e-06,-5.19715197666177e-05,0.000167594524759822,0.000405925545964714,-0.00224322502598647,0.00334783250076331,-0.00228197456143042,0.000758477460532133,-0.000152491827326512,6.80926771253344e-05,-2.40067229276588e-05,-1.40675839414664e-05,4.46818233883976e-05,-3.4418728637189e-05,-2.79948768845589e-06,-2.85933486415143e-05,5.50446759411655e-05,0.000102305414523104,-0.000258913723128732,0.000136770557080864,-4.99283154140713e-06,-7.20086093217782e-06,5.23149868057345e-05,-0.00238017684618127,0,0,0,0,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,345.878787878788,385.787878787879,399.090909090909,558.727272727273,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,744.969696969697,824.787878787879,838.090909090909,864.69696969697,-1,-1,-1,-1
"50-64",3,-14.7900373155034,0.000502245674816444,-6.20016407437545e-06,2.02097760077735e-08,-5.39840294781438e-06,2.94936782287331e-05,-8.69761813866758e-05,0.00021008324567506,0.000422074922413359,-0.00242299222519995,0.00361738711844288,-0.00244476459174764,0.00078807104849672,-0.000144242692383907,5.04830553701362e-05,-1.04216359128752e-05,-2.64669994835181e-06,-5.08223956245562e-06,-3.91103018453802e-05,6.46416599265761e-05,0.000169873393287369,-0.000384840528655557,0.000202430133125553,-3.60812443131733e-06,-4.04813812045814e-06,-3.16850436357485e-05,0.000162449970890277,-0.00049145249055261,0,0,0,0,172.939393939394,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,399.090909090909,558.727272727273,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,718.363636363636,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1
