"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location"
"0-17",1,-14.533523357998,-0.340578103377236,0.0563513005250207,-0.00161034220731355,0.0016979548329999,-4.15804278362174e-05,1.84429376770931e-05,-4.20857080191944e-05,-0.000223406606733932,0.000290749916920534,-1.53434694531218e-05,-0.000223348403618176,5.4321084303023e-05,0.000237056054054012,-0.000146644640810773,8.98890697338076e-06,-3.96089848444686e-05,0.000110884351150187,0.000263495953498483,-0.00134609831536586,0.00194957592389917,-0.00129846064603987,0.00039960264544122,-5.1630891687029e-05,9.07626255805432e-06,-2.74567408205031e-06,-2.54789841207627e-05,3.04443172582204e-05,-4.15246618654864e-06,1.77128019357595e-05,-9.76163300687699e-05,0.000281901823438298,-0.000663180513189116,13.3030303030303,26.6060606060606,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,532.121212121212,545.424242424242,558.727272727273,625.242424242424,811.484848484848,824.787878787879,838.090909090909,851.393939393939
"18-49",1,-8.47170479174485,1.01902822186074,-0.126844103021094,0.00420902215028281,-0.00578297038033797,0.00226516012039524,-0.000818329575148146,0.000133732993286247,-7.4312451391155e-05,5.48308506672254e-05,7.38098056354555e-05,-6.17777950695788e-05,1.02429837250582e-06,-3.70962159488194e-06,2.8391497682444e-06,1.92161591394844e-05,-2.01635333141245e-05,5.70346636206418e-06,7.84536164261257e-05,-0.00022722004044715,-2.72181430932602e-05,0.000240910322156345,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,106.424242424242,266.060606060606,625.242424242424,678.454545454545,691.757575757576,705.060606060606,811.484848484848,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.24961426801163,1.43602151342598,-0.17443829317836,0.00575587719886089,-0.00796187194178929,0.00341235677884181,-0.00168845712106588,0.000571288564650903,-0.000114392807531072,4.46246026297963e-05,-1.15386716094144e-05,-9.42856979705694e-06,1.31180538927524e-06,2.5984672534491e-06,-1.86361503620879e-05,1.71144533003257e-05,3.4008997933183e-05,-8.55988755001946e-05,5.2167065368956e-05,-2.84091040568721e-05,0.000154633093605565,-0.000484801243497709,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,133.030303030303,226.151515151515,385.787878787879,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.56216450503418,0.881036182198434,-0.108098726037973,0.00372772517945213,-0.00534238042434081,0.00227095197670113,-0.000728654207231951,9.58804827801206e-05,-2.89048223175409e-05,4.85765544848342e-06,9.0705934413923e-06,-7.22420766151214e-06,-5.74979530604239e-05,6.11449287573632e-05,-5.92624725005177e-06,-5.40458780090724e-05,6.09133954864968e-05,-6.66993401744915e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,399.090909090909,452.30303030303,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,731.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-13.7801326096631,-0.252378468143925,0.013300155581894,-0.000140604073939672,1.52576092704779e-05,0.000141867396728823,-7.33432778825621e-06,-8.68645661635192e-06,-8.11843576578005e-07,-1.14856050072066e-05,1.28880814703878e-05,-1.24737160177593e-06,-1.35684856947378e-05,1.42777015207448e-05,-3.35328159106862e-06,-6.5951866194813e-05,-2.68937586845191e-05,0.000194324131935691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,39.9090909090909,53.2121212121212,106.424242424242,332.575757575758,345.878787878788,359.181818181818,558.727272727273,572.030303030303,585.333333333333,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.6205648793511,-0.135150143476956,0.0308228498329688,-0.000646319250344351,0.000157312886998629,0.000860489537260425,-0.000393129177820808,2.73622235658728e-05,-4.70453641559059e-06,-1.48593196359401e-06,7.38917856283434e-07,-1.30465167730858e-06,-7.48310758687701e-06,9.23514182943389e-06,2.00593625614789e-05,-0.000109654296321569,0.00031482571676002,-0.000736884045666833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,199.545454545455,332.575757575758,611.939393939394,625.242424242424,638.545454545455,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-13.2609433463018,0.594995628204027,-0.0805920343092925,0.00319686946725081,-0.00522625874729229,0.00303836402616566,-0.00115704830712276,0.000149406736104669,-5.57016633944937e-05,6.93837969342001e-05,-4.46462757867712e-06,-1.12963784885751e-05,1.86515831453238e-06,-3.46564233217582e-06,6.0162173090716e-06,-3.9230433699968e-06,-2.40644162708886e-05,2.5428839554351e-05,-2.65166233554294e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,106.424242424242,133.030303030303,332.575757575758,452.30303030303,532.121212121212,611.939393939394,625.242424242424,638.545454545455,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.8016757389011,-0.202257807483288,0.0323331546853673,-0.000571019482839934,7.41159120718391e-05,0.000603796886181948,-3.2384129444022e-05,-7.36239693543293e-05,-9.63321878413161e-06,9.95839017413728e-06,-2.4805009837273e-06,-2.56793317942458e-05,3.09667753355559e-05,-4.91225559921157e-06,-5.30463888940542e-05,6.0361064283002e-05,-2.3355487945932e-05,7.16312594068469e-06,3.31179494597162e-05,-0.000583554193351471,0.000508544975508073,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,66.5151515151515,226.151515151515,252.757575757576,452.30303030303,465.606060606061,478.909090909091,611.939393939394,625.242424242424,638.545454545455,744.969696969697,771.575757575758,784.878787878788,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.5895474211976,-0.00347204040749813,3.06087566666775e-05,-6.95150180458193e-08,-3.70092112866518e-06,0.000244268395904924,-0.00019732062950558,-0.0010661122817371,0.00224559271440644,-0.00204413314824728,0.00122079027589329,-0.000448839879297409,5.72761558836976e-05,-1.01324064772964e-05,8.15231007079555e-06,7.86227398961423e-05,-0.000172821923001159,8.99002617421344e-05,-5.29997260066342e-06,-8.79163501005521e-05,-3.7297592883191e-05,0.000253528002310906,0,0,0,0,0,0,0,0,0,0,0,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,598.636363636364,611.939393939394,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.736396728399,-0.00208302505888279,2.8348000770607e-05,-9.93794870351101e-08,7.6227723317326e-06,-4.30946248277337e-05,0.000139960068200007,0.000394159275784367,-0.00197375355558286,0.00276618752904485,-0.00166464773619333,0.000232928627502201,0.000260765095789883,-0.000119599337166536,5.02285836070396e-06,-3.26266885351678e-05,-0.00013141986099734,0.000669747703095669,-0.000949551924445579,0.000495179019965217,-3.33836473710992e-05,-2.31221413644777e-05,-4.03069449107105e-06,-6.85297140830085e-05,-3.08215290627089e-05,0.000211605246273255,0,0,0,0,0,0,0,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,572.030303030303,585.333333333333,598.636363636364,611.939393939394,625.242424242424,638.545454545455,651.848484848485,678.454545454545,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1
