"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location"
"0-17",1,-14.5965778740217,-0.102702419530566,0.00891707490429265,-0.000113716327660338,-4.25019654847644e-05,5.37424166208338e-05,0.000375125696448624,-0.000340454230671797,1.73263727617191e-05,0.000136261640294286,-5.12335040213302e-05,-0.000399784900192362,0.000718675065084493,-0.00040122979008386,1.65966516451971e-05,3.61953504650437e-05,-8.77793914097996e-06,4.690778807639e-05,0.000176559478780173,-0.000854841677037785,0.00115765597534592,-0.000631107264903084,5.88528233279523e-05,0.000118243901890596,-6.83470042355694e-05,-1.52327692028737e-05,5.37936173485304e-06,1.69197669812886e-05,-7.4228133394535e-06,-2.9130599579451e-05,-3.11647463282311e-06,7.10654658700363e-05,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,106.424242424242,133.030303030303,146.333333333333,159.636363636364,172.939393939394,199.545454545455,212.848484848485,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,385.787878787879,399.090909090909,558.727272727273,572.030303030303,585.333333333333,625.242424242424,838.090909090909,851.393939393939,864.69696969697
"18-49",1,-9.82107226680745,1.01517887588041,-0.114412411465963,0.00363888769299066,-0.00481875619855258,0.00170401571514915,-0.000603419887387367,4.78800139425342e-05,3.69894529763907e-05,-3.65074187743663e-05,1.1263014268007e-05,2.85389051264295e-05,-8.91686799558082e-06,1.39291015592076e-05,-8.43203565942901e-05,0.000258585699786014,-0.000626563297707659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,79.8181818181818,199.545454545455,212.848484848485,226.151515151515,266.060606060606,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.86743517180457,0.0401552970350596,0.000383835520255484,-5.86586363966748e-06,1.6021234254881e-06,9.35376813861583e-06,-4.84373351891657e-05,1.71763016346263e-05,4.52834599633727e-05,-2.22264675023522e-05,2.23044011721684e-06,1.82393568510612e-05,-1.80135347107699e-05,3.74643254017968e-06,3.59634159256377e-05,-8.52130129089243e-05,4.70529124541491e-05,-0.000206619128198092,0.0002319244420809,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6060606060606,79.8181818181818,199.545454545455,212.848484848485,226.151515151515,266.060606060606,372.484848484848,385.787878787879,399.090909090909,598.636363636364,611.939393939394,625.242424242424,638.545454545455,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.4613704810934,0.81728642141294,-0.0891192486375401,0.00307240289719176,-0.0045150640251469,0.00214289755874796,-0.000787208962212512,7.79190672756537e-05,1.93999589246419e-05,-5.93897245438048e-06,-3.77930401497969e-06,-3.86938877099463e-05,4.17506257921477e-05,-7.32126608323336e-06,1.15445217181357e-05,-7.03553111129203e-06,-5.60589792911226e-05,6.34302903102679e-05,-6.2754542366994e-06,-0.000113919093880256,0.000183440126369319,-3.37170978996663e-05,-0.000163053196111241,0.00013190401785645,-4.47885454495402e-05,4.45878285764219e-05,-1.67050802941551e-05,7.06762254745383e-05,-0.000229809176359731,-0.00159842713739931,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,93.1212121212121,106.424242424242,186.242424242424,199.545454545455,212.848484848485,305.969696969697,385.787878787879,452.30303030303,465.606060606061,478.909090909091,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,638.545454545455,744.969696969697,758.272727272727,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1
"0-17",2,-14.373582315118,-0.08002719235001,0.00242768385962096,-1.5395274276235e-05,7.64866429410165e-06,-1.77728349810398e-06,1.23583688735921e-05,0.000215947237116332,-0.000560788763394036,0.000478589966173597,-6.28924381050174e-05,-0.000100223076558413,3.2975361301982e-05,-1.45134473536352e-05,6.70460148818524e-05,0.000118833247596829,-0.000931142399565227,0.00168735326726885,-0.00146332234317099,0.000600246900329895,-4.53340793062736e-05,-2.61624478770604e-05,4.6364229400771e-06,7.3003242938756e-05,-0.00018071626304421,0.000111235146272912,-1.39146760640058e-05,5.83157045205182e-05,-0.000189336269677147,-0.00131603768904028,0,0,13.3030303030303,26.6060606060606,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,239.454545454545,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,425.69696969697,718.363636363636,731.666666666667,744.969696969697,758.272727272727,824.787878787879,838.090909090909,851.393939393939,864.69696969697,-1,-1
"18-49",2,-12.5768396351366,0.0930327235702197,-0.0146242869024183,0.000944525111588493,-0.00206294758447076,0.0017258572597839,-0.000664219084437444,5.75188613512923e-05,-1.03488679816013e-05,1.39108278019546e-05,-4.51831938022417e-06,-3.24796334849663e-05,3.54508476975614e-05,-4.61375054241513e-06,1.8627596587216e-06,1.45058135220545e-05,-8.80058619931345e-05,0.000270257112499515,-0.000655242572101697,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,106.424242424242,212.848484848485,226.151515151515,239.454545454545,345.878787878788,385.787878787879,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.7117606715865,0.400534923290313,-0.0588273245903104,0.00248118629159352,-0.0043312649656126,0.0030041501159893,-0.00153090996617694,0.000429956946838975,-6.0588562091365e-05,1.10868193149431e-05,-4.4566897373899e-06,-3.11748672384237e-05,3.51281297789004e-05,-3.212988511752e-06,6.16663944299174e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,212.848484848485,226.151515151515,239.454545454545,319.272727272727,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-13.6719100461343,0.263292387689742,-0.0441457899423402,0.00206224991085911,-0.00387026790125315,0.00322229772804449,-0.00237286684675954,0.00138838864294529,-0.000482846416487055,6.76052203507518e-05,-1.28582080544692e-05,-2.2644024350419e-05,2.20183101226902e-05,-2.26007199842087e-06,-1.71034641934016e-05,2.02772787558482e-05,-2.14424674286638e-05,2.04737094163206e-05,-2.78603368149554e-05,0.000151823896071253,-0.000476420761355267,0,0,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,93.1212121212121,226.151515151515,239.454545454545,452.30303030303,465.606060606061,478.909090909091,625.242424242424,638.545454545455,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.7182472966144,-0.00323806456895314,2.85440694881921e-05,-6.48312358518013e-08,0.000200435889923302,-0.000135734336424027,-0.000915352151019293,0.00168766252314414,-0.00127576897712303,0.00065937707054404,-0.000249376921359318,3.41967136561861e-05,-6.05434265383727e-06,-2.7302294036292e-06,-5.78176882141388e-05,9.8950401329982e-05,-7.05600764699764e-06,-4.91942911397874e-05,5.17181891183869e-06,2.50353046601543e-05,-1.54189442465324e-05,1.95464087108476e-05,-0.000421221397525453,0.000416924234732317,0,0,0,0,0,0,0,0,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,558.727272727273,572.030303030303,585.333333333333,611.939393939394,625.242424242424,665.151515151515,678.454545454545,718.363636363636,798.181818181818,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.8083473974186,0.00211196075036006,-3.07460726878753e-05,1.14829856373624e-07,-7.58074743175725e-05,0.000398498285832587,-0.000230938647120327,-0.00124065647229533,0.00237761678031457,-0.00173231610073958,0.000577158697901312,-8.27714813167401e-05,1.97278822102766e-05,-2.86139246442682e-05,1.09430437299289e-05,4.13283646853792e-05,-3.44315471533046e-05,-2.13138668900752e-05,2.18118156809091e-05,0.000195373654908638,-0.000384907110994544,0.000198892631782845,-3.68273203116287e-06,-6.83969463076823e-06,0.000118419487997151,-0.000609201841518435,0.000481406095200674,0,0,0,0,0,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,345.878787878788,372.484848484848,385.787878787879,399.090909090909,572.030303030303,598.636363636364,611.939393939394,625.242424242424,638.545454545455,665.151515151515,705.060606060606,838.090909090909,851.393939393939,864.69696969697,-1,-1,-1,-1,-1
