"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location"
"0-17",1,-14.7454759450772,0.23847159760941,-0.00458209496134565,3.01880195026157e-05,-6.41329796025686e-06,1.85485169844198e-06,-9.75937607681055e-06,-0.000208653826703212,0.000235365072437666,-1.47467839965034e-05,-3.14644281670393e-05,5.87663715960715e-06,-2.66689721750573e-05,7.69568885384876e-05,0.000257464549251645,-0.00102344193098503,0.00113007485437899,-0.000448943867726377,3.70445123263245e-05,-5.29505096679073e-06,7.10637419052336e-07,-0.000203016444722085,0.000241576382437053,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,93.1212121212121,106.424242424242,119.727272727273,133.030303030303,172.939393939394,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,585.333333333333,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.96692297920326,0.178901304181851,-0.00469207329672913,2.48680562970338e-05,1.85712976791555e-05,-7.06293330617691e-06,-6.73364208123276e-05,9.44412170135041e-06,6.54336248075388e-05,-3.83232834349451e-05,-2.33188836320752e-05,5.85475238124071e-06,2.4610101381371e-05,-1.678952584856e-05,1.29413036834806e-06,1.05584033613491e-05,-7.75843247514494e-06,-1.07007212447838e-05,1.14933136196874e-05,2.10065077440796e-05,-0.00011887796779718,0.000348445486549771,-0.000823765453627311,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,66.5151515151515,106.424242424242,119.727272727273,133.030303030303,212.848484848485,239.454545454545,252.757575757576,292.666666666667,372.484848484848,385.787878787879,412.393939393939,625.242424242424,638.545454545455,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.19093414454395,0.752401213835348,-0.0613472693646846,0.00160879233997951,-0.00167365740951769,6.62454881451714e-05,0.000355483715198435,-0.000769249392334789,0.000418620980060856,0.000211482776416002,-0.000360911516827303,0.000153601701597053,-9.28546493103881e-06,-5.46762508504401e-05,6.22251370578178e-05,-1.83762165059507e-05,1.03827105649992e-05,-7.7804704816852e-06,3.43525726662837e-05,0.00011354351774602,-0.00070961097843459,0.0010381351259686,-0.000177171677412686,-0.000738156416937929,0.000551906237390476,-0.00011115844931083,5.24722922201257e-06,0,0,0,13.3030303030303,39.9090909090909,53.2121212121212,66.5151515151515,79.8181818181818,106.424242424242,119.727272727273,133.030303030303,199.545454545455,212.848484848485,226.151515151515,292.666666666667,332.575757575758,399.090909090909,412.393939393939,425.69696969697,439,452.30303030303,465.606060606061,478.909090909091,492.212121212121,505.515151515152,518.818181818182,-1,-1,-1
"65+",1,-11.2386414387893,0.88876016611814,-0.0635753213689434,0.00162187928876722,-0.00165813647195321,2.91029461041898e-05,2.58191015261114e-05,-2.61712361470407e-05,6.26367147137334e-06,0.000104561307340388,-0.000171302689374399,4.43570973064822e-05,-6.42612919812253e-05,0.000313750282205226,-0.000305032702378638,-0.000911310512768621,0.00313749198190454,-0.00388600889154011,0.00244479941788752,-0.000921265243281679,0.000271911017100989,-7.64682078504868e-05,2.39037552275408e-05,-3.87795050230407e-06,0,0,0,0,0,0,13.3030303030303,26.6060606060606,79.8181818181818,119.727272727273,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,-1,-1,-1,-1,-1,-1
"0-17",2,-14.0216272508393,-0.185026646244145,0.00903260290626318,-9.49628794359688e-05,2.15065839523765e-05,0.000115402713190153,-2.3794772327079e-05,7.38877677946143e-05,-0.000178454591062689,-0.000577389664097741,0.00194998821708679,-0.00247929875144489,0.00181228005356587,-0.000714898986815531,0.000118899585035499,-4.50400841721372e-05,1.12105985463805e-05,3.29874863253891e-05,-2.18781336715865e-05,-0.000252504182400284,0.000451405055665452,-0.000201408952569929,1.74637021797472e-06,1.21448071781028e-06,2.56433882376745e-05,-0.000135623711589052,0.000381329647957144,-0.000883448813651218,0,0,13.3030303030303,53.2121212121212,93.1212121212121,106.424242424242,119.727272727273,133.030303030303,146.333333333333,159.636363636364,172.939393939394,186.242424242424,199.545454545455,212.848484848485,226.151515151515,279.363636363636,332.575757575758,345.878787878788,359.181818181818,372.484848484848,399.090909090909,731.666666666667,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1
"18-49",2,-13.08900211583,0.00769992950453954,0.0192772303419361,-0.00044443272816805,0.000148175003900778,0.000519918702041731,-0.000205800527634345,-3.90670546985411e-05,5.36750296021776e-06,3.24161323748689e-05,-2.28021606482395e-05,2.01462132364218e-06,7.4923428493124e-06,-5.84139868863998e-06,2.95957159727569e-06,-4.96089559772272e-06,3.00700001638614e-06,1.87372367262684e-05,-1.73009961184661e-05,-0.000237628934040077,0.000273874851409213,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,93.1212121212121,133.030303030303,146.333333333333,199.545454545455,266.060606060606,279.363636363636,345.878787878788,385.787878787879,625.242424242424,678.454545454545,691.757575757576,705.060606060606,851.393939393939,864.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.2503945922872,0.271672954532337,0.00189459588605668,-0.000105331181177887,2.95099591378362e-05,0.000124624306511377,-1.6605344669306e-05,-0.00023758938273503,0.000251604015351515,-1.32125066366998e-05,-3.46892802608697e-05,2.12143422732161e-06,-1.78999293824742e-06,2.64379735654496e-05,-1.85622399891718e-05,-8.44461023037362e-05,8.36235824770484e-05,-6.11429859959936e-06,-2.18865601173329e-05,0.000117023195370548,-0.000363327832272194,0,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,79.8181818181818,93.1212121212121,106.424242424242,133.030303030303,146.333333333333,279.363636363636,465.606060606061,585.333333333333,611.939393939394,625.242424242424,638.545454545455,718.363636363636,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-13.9978272404121,-0.171255524848453,0.0301991419322009,-0.000608106925257192,0.000155717143502915,0.000761537874986815,-0.00032610615738739,1.26282225154545e-05,3.59141447877685e-06,4.14227674853227e-05,-4.15824016560339e-05,-2.93244345334336e-05,4.77076475788812e-05,-1.78060430076524e-05,4.73657640156518e-05,-0.000109761286031367,-0.000361857989923224,0.00132326136855918,-0.00139278039355105,0.000533404833873252,-4.61111467715384e-05,6.81596117128442e-06,0,0,0,0,0,0,0,0,13.3030303030303,26.6060606060606,39.9090909090909,53.2121212121212,106.424242424242,119.727272727273,133.030303030303,319.272727272727,332.575757575758,359.181818181818,372.484848484848,385.787878787879,399.090909090909,412.393939393939,425.69696969697,439,452.30303030303,465.606060606061,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.6663267139479,0.00182745238347426,-1.68710977058365e-05,4.0131753715822e-08,-8.89966990879112e-06,-8.59810741236194e-05,0.00070527753772757,-0.00115088577438912,0.000192573845949339,0.00072739171045149,-0.000385953331415843,9.68643523861361e-06,-6.56611055524105e-05,8.09935720958235e-05,-8.25749607855217e-06,-1.13123903274009e-05,2.72500192143988e-06,3.50287784658688e-05,-0.000180191819709467,0.000498375389183559,-0.00114504559361426,0,0,0,0,0,0,0,0,0,305.969696969697,319.272727272727,332.575757575758,345.878787878788,359.181818181818,372.484848484848,385.787878787879,399.090909090909,518.818181818182,532.121212121212,558.727272727273,572.030303030303,731.666666666667,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.7154904961877,-0.00104816133691814,1.48924138122094e-05,-5.43990442657359e-08,6.96892279400884e-06,-3.93698624908827e-05,0.000127508420726634,0.000342184412884892,-0.00175796697245077,0.00244165205723144,-0.00135830025907392,0.00013655996683424,0.000104699694568746,-4.17418126173175e-06,4.66375680130425e-06,4.56340349834483e-05,-0.00012210100862261,7.49547007082749e-05,-3.84342870438557e-06,2.56394111998932e-05,-0.000119663838492701,0.00031410189915559,-0.000706438330551326,0,0,0,0,0,0,0,186.242424242424,199.545454545455,212.848484848485,226.151515151515,239.454545454545,252.757575757576,266.060606060606,279.363636363636,292.666666666667,412.393939393939,598.636363636364,611.939393939394,625.242424242424,638.545454545455,744.969696969697,811.484848484848,824.787878787879,838.090909090909,851.393939393939,-1,-1,-1,-1,-1,-1,-1
