date,new_admission,agegroup,incidence,week,new_admission_7,incidence_7,week_end_date
2022-02-13,381,0-17,0.473150767840491,7,364.857142857143,0.453103509960485,2022-02-19
2022-02-13,1562,18-49,1.10401568601319,7,1531.42857142857,1.08240791604732,2022-02-19
2022-02-13,1611.5,50-64,2.52598603232394,7,1581.71428571429,2.47929766853337,2022-02-19
2022-02-13,3668.5,65+,8.6449577250138,7,3575,8.42462147115288,2022-02-19
2022-02-14,301,0-17,0.373801525249312,7,364.857142857143,0.453103509960485,2022-02-19
2022-02-14,1424,18-49,1.0064778085037,7,1531.42857142857,1.08240791604732,2022-02-19
2022-02-14,1434,50-64,2.24775921213312,7,1581.71428571429,2.47929766853337,2022-02-19
2022-02-14,3390,65+,7.98866203837994,7,3575,8.42462147115288,2022-02-19
2022-02-15,379,0-17,0.470667036775712,7,364.857142857143,0.453103509960485,2022-02-19
2022-02-15,1695,18-49,1.19801958245349,7,1531.42857142857,1.08240791604732,2022-02-19
2022-02-15,1767.5,50-64,2.77051213908319,7,1581.71428571429,2.47929766853337,2022-02-19
2022-02-15,3940.5,65+,9.28593591806376,7,3575,8.42462147115288,2022-02-19
2022-02-16,419,0-17,0.520341658071301,7,364.857142857143,0.453103509960485,2022-02-19
2022-02-16,1692,18-49,1.19589919381198,7,1531.42857142857,1.08240791604732,2022-02-19
2022-02-16,1808,50-64,2.833994878338,7,1581.71428571429,2.47929766853337,2022-02-19
2022-02-16,3842,65+,9.05381697683059,7,3575,8.42462147115288,2022-02-19
2022-02-17,370,0-17,0.459490246984204,7,364.857142857143,0.453103509960485,2022-02-19
2022-02-17,1567,18-49,1.10754966708237,7,1531.42857142857,1.08240791604732,2022-02-19
2022-02-17,1653,50-64,2.59103624662207,7,1581.71428571429,2.47929766853337,2022-02-19
2022-02-17,3693,65+,8.70269289313779,7,3575,8.42462147115288,2022-02-19
2022-02-18,365,0-17,0.453280919322255,7,364.857142857143,0.453103509960485,2022-02-19
2022-02-18,1457,18-49,1.02980208356032,7,1531.42857142857,1.08240791604732,2022-02-19
2022-02-18,1463.5,50-64,2.29399972591131,7,1581.71428571429,2.47929766853337,2022-02-19
2022-02-18,3430.5,65+,8.0841018060951,7,3575,8.42462147115288,2022-02-19
2022-02-19,339,0-17,0.420992415480122,7,364.857142857143,0.453103509960485,2022-02-19
2022-02-19,1323,18-49,0.935091390906178,7,1531.42857142857,1.08240791604732,2022-02-19
2022-02-19,1334.5,50-64,2.09179544532193,7,1581.71428571429,2.47929766853337,2022-02-19
2022-02-19,3060.5,65+,7.2121829405492,7,3575,8.42462147115288,2022-02-19
2022-02-20,293,0-17,0.363866600990194,8,274.714285714286,0.341158202683639,2022-02-26
2022-02-20,1082,18-49,0.764753503371492,8,1086.57142857143,0.767984571777604,2022-02-26
2022-02-20,1078,50-64,1.68973809670816,8,1089.78571428571,1.70821190971882,2022-02-26
2022-02-20,2523,65+,5.94554404803321,8,2536.21428571429,5.97668400751699,2022-02-26
2022-02-21,275,0-17,0.341513021407179,8,274.714285714286,0.341158202683639,2022-02-26
2022-02-21,979,18-49,0.691953493346295,8,1086.57142857143,0.767984571777604,2022-02-26
2022-02-21,1003,50-64,1.57217746845852,8,1089.78571428571,1.70821190971882,2022-02-26
2022-02-21,2428,65+,5.72167298796062,8,2536.21428571429,5.97668400751699,2022-02-26
2022-02-22,285,0-17,0.353931676731076,8,274.714285714286,0.341158202683639,2022-02-26
2022-02-22,1179,18-49,0.833312736113669,8,1086.57142857143,0.767984571777604,2022-02-26
2022-02-22,1249,50-64,1.95777632911734,8,1089.78571428571,1.70821190971882,2022-02-26
2022-02-22,2917,65+,6.87401981296586,8,2536.21428571429,5.97668400751699,2022-02-26
2022-02-23,313,0-17,0.388703911637989,8,274.714285714286,0.341158202683639,2022-02-26
2022-02-23,1223,18-49,0.864411769522491,8,1086.57142857143,0.767984571777604,2022-02-26
2022-02-23,1203,50-64,1.88567247712423,8,1089.78571428571,1.70821190971882,2022-02-26
2022-02-23,2771,65+,6.5299653416964,8,2536.21428571429,5.97668400751699,2022-02-26
2022-02-24,274,0-17,0.340271155874789,8,274.714285714286,0.341158202683639,2022-02-26
2022-02-24,1168,18-49,0.825537977761463,8,1086.57142857143,0.767984571777604,2022-02-26
2022-02-24,1111.5,50-64,1.74224851065967,8,1089.78571428571,1.70821190971882,2022-02-26
2022-02-24,2457.5,65+,5.79119084345684,8,2536.21428571429,5.97668400751699,2022-02-26
2022-02-25,269,0-17,0.33406182821284,8,274.714285714286,0.341158202683639,2022-02-26
2022-02-25,1009,18-49,0.713157379761401,8,1086.57142857143,0.767984571777604,2022-02-26
2022-02-25,1055,50-64,1.65368617071161,8,1089.78571428571,1.70821190971882,2022-02-26
2022-02-25,2432,65+,5.73109913785841,8,2536.21428571429,5.97668400751699,2022-02-26
2022-02-26,214,0-17,0.265759223931405,8,274.714285714286,0.341158202683639,2022-02-26
2022-02-26,966,18-49,0.682765142566415,8,1086.57142857143,0.767984571777604,2022-02-26
2022-02-26,929,50-64,1.45618431525221,8,1089.78571428571,1.70821190971882,2022-02-26
2022-02-26,2225,65+,5.2432958806476,8,2536.21428571429,5.97668400751699,2022-02-26
2022-02-27,201,0-17,0.249614972010338,9,210.428571428571,0.261323989887155,2022-03-05
2022-02-27,746,18-49,0.527269975522304,9,784.714285714286,0.55463308608656,2022-03-05
2022-02-27,762.5,50-64,1.19519972053801,9,791.642857142857,1.24088042180073,2022-03-05
2022-02-27,1811.5,65+,4.2688676349632,9,1823.92857142857,4.29815602928849,2022-03-05
2022-02-28,151,0-17,0.187521695390851,9,210.428571428571,0.261323989887155,2022-03-05
2022-02-28,706,18-49,0.498998126968829,9,784.714285714286,0.55463308608656,2022-03-05
2022-02-28,732.5,50-64,1.14817546923815,9,791.642857142857,1.24088042180073,2022-03-05
2022-02-28,1704.5,65+,4.01671812519723,9,1823.92857142857,4.29815602928849,2022-03-05
2022-03-01,200,0-17,0.248373106477948,9,210.428571428571,0.261323989887155,2022-03-05
2022-03-01,898,18-49,0.634703000025508,9,784.714285714286,0.55463308608656,2022-03-05
2022-03-01,866.5,50-64,1.35821712504418,9,791.642857142857,1.24088042180073,2022-03-05
2022-03-01,2075.5,65+,4.89099352821757,9,1823.92857142857,4.29815602928849,2022-03-05
2022-03-02,226,0-17,0.280661610320081,9,210.428571428571,0.261323989887155,2022-03-05
2022-03-02,828,18-49,0.585227265056927,9,784.714285714286,0.55463308608656,2022-03-05
2022-03-02,901.5,50-64,1.41307875156068,9,791.642857142857,1.24088042180073,2022-03-05
2022-03-02,2063.5,65+,4.86271507852419,9,1823.92857142857,4.29815602928849,2022-03-05
2022-03-03,250,0-17,0.310466383097435,9,210.428571428571,0.261323989887155,2022-03-05
2022-03-03,857,18-49,0.605724355258197,9,784.714285714286,0.55463308608656,2022-03-05
2022-03-03,813.5,50-64,1.27514094774776,9,791.642857142857,1.24088042180073,2022-03-05
2022-03-03,1792.5,65+,4.22409342294868,9,1823.92857142857,4.29815602928849,2022-03-05
2022-03-04,229,0-17,0.284387206917251,9,210.428571428571,0.261323989887155,2022-03-05
2022-03-04,740,18-49,0.523029198239283,9,784.714285714286,0.55463308608656,2022-03-05
2022-03-04,772,50-64,1.21009073344963,9,791.642857142857,1.24088042180073,2022-03-05
2022-03-04,1732,65+,4.08152290574456,9,1823.92857142857,4.29815602928849,2022-03-05
2022-03-05,216,0-17,0.268242954996184,9,210.428571428571,0.261323989887155,2022-03-05
2022-03-05,718,18-49,0.507479681534872,9,784.714285714286,0.55463308608656,2022-03-05
2022-03-05,693,50-64,1.08626020502668,9,791.642857142857,1.24088042180073,2022-03-05
2022-03-05,1588,65+,3.74218150942399,9,1823.92857142857,4.29815602928849,2022-03-05
2022-03-06,183,0-17,0.227261392427323,10,171.714285714286,0.213246052847496,2022-03-12
2022-03-06,563,18-49,0.397926268390157,10,594.857142857143,0.420442776345246,2022-03-12
2022-03-06,578.5,50-64,0.906784312565559,10,570.642857142857,0.89446843722512,2022-03-12
2022-03-06,1292.5,65+,3.0458246857245,10,1287.5,3.03404199835226,2022-03-12
2022-03-07,162,0-17,0.201182216247138,10,171.714285714286,0.213246052847496,2022-03-12
2022-03-07,532,18-49,0.376015585761214,10,594.857142857143,0.420442776345246,2022-03-12
2022-03-07,493,50-64,0.772765196360969,10,570.642857142857,0.89446843722512,2022-03-12
2022-03-07,1260,65+,2.96923721780493,10,1287.5,3.03404199835226,2022-03-12
2022-03-08,183,0-17,0.227261392427323,10,171.714285714286,0.213246052847496,2022-03-12
2022-03-08,654,18-49,0.462244723849312,10,594.857142857143,0.420442776345246,2022-03-12
2022-03-08,633,50-64,0.992211702426964,10,570.642857142857,0.89446843722512,2022-03-12
2022-03-08,1382,65+,3.25673478968763,10,1287.5,3.03404199835226,2022-03-12
2022-03-09,184,0-17,0.228503257959712,10,171.714285714286,0.213246052847496,2022-03-12
2022-03-09,631,18-49,0.445988410931064,10,594.857142857143,0.420442776345246,2022-03-12
2022-03-09,629,50-64,0.98594180225365,10,570.642857142857,0.89446843722512,2022-03-12
2022-03-09,1375,65+,3.24023902736649,10,1287.5,3.03404199835226,2022-03-12
2022-03-10,188,0-17,0.233470720089271,10,171.714285714286,0.213246052847496,2022-03-12
2022-03-10,616,18-49,0.435386467723511,10,594.857142857143,0.420442776345246,2022-03-12
2022-03-10,553.5,50-64,0.867597436482345,10,570.642857142857,0.89446843722512,2022-03-12
2022-03-10,1298.5,65+,3.05996391057119,10,1287.5,3.03404199835226,2022-03-12
2022-03-11,148,0-17,0.183796098793682,10,171.714285714286,0.213246052847496,2022-03-12
2022-03-11,602,18-49,0.425491320729795,10,594.857142857143,0.420442776345246,2022-03-12
2022-03-11,563,50-64,0.882488449393966,10,570.642857142857,0.89446843722512,2022-03-12
2022-03-11,1226,65+,2.88911494367369,10,1287.5,3.03404199835226,2022-03-12
2022-03-12,154,0-17,0.19124729198802,10,171.714285714286,0.213246052847496,2022-03-12
2022-03-12,566,18-49,0.400046657031668,10,594.857142857143,0.420442776345246,2022-03-12
2022-03-12,544.5,50-64,0.853490161092388,10,570.642857142857,0.89446843722512,2022-03-12
2022-03-12,1178.5,65+,2.77717941363739,10,1287.5,3.03404199835226,2022-03-12
2022-03-13,142,0-17,0.176344905599343,11,132.714285714286,0.164813297084296,2022-03-19
2022-03-13,425,18-49,0.300388390880669,11,475.142857142857,0.335829172460204,2022-03-19
2022-03-13,400,50-64,0.626990017331415,11,421.571428571429,0.660802693266073,2022-03-19
2022-03-13,951,65+,2.24106713820039,11,976,2.2999805750616,2022-03-19
2022-03-14,102,0-17,0.126670284303754,11,132.714285714286,0.164813297084296,2022-03-19
2022-03-14,381,18-49,0.269289357471847,11,475.142857142857,0.335829172460204,2022-03-19
2022-03-14,359,50-64,0.562723540554945,11,421.571428571429,0.660802693266073,2022-03-19
2022-03-14,860,65+,2.02662222802559,11,976,2.2999805750616,2022-03-19
2022-03-15,129,0-17,0.160200653678277,11,132.714285714286,0.164813297084296,2022-03-19
2022-03-15,554,18-49,0.391565102465625,11,475.142857142857,0.335829172460204,2022-03-19
2022-03-15,479.5,50-64,0.751604283276033,11,421.571428571429,0.660802693266073,2022-03-19
2022-03-15,1122.5,65+,2.64521331506828,11,976,2.2999805750616,2022-03-19
2022-03-16,139,0-17,0.172619309002174,11,132.714285714286,0.164813297084296,2022-03-19
2022-03-16,502,18-49,0.354811699346108,11,475.142857142857,0.335829172460204,2022-03-19
2022-03-16,464.5,50-64,0.728092157626105,11,421.571428571429,0.660802693266073,2022-03-19
2022-03-16,1084.5,65+,2.55566489103925,11,976,2.2999805750616,2022-03-19
2022-03-17,141,0-17,0.175103040066953,11,132.714285714286,0.164813297084296,2022-03-19
2022-03-17,507,18-49,0.358345680415293,11,475.142857142857,0.335829172460204,2022-03-19
2022-03-17,423.5,50-64,0.663825680849635,11,421.571428571429,0.660802693266073,2022-03-19
2022-03-17,1002.5,65+,2.36242881813448,11,976,2.2999805750616,2022-03-19
2022-03-18,146,0-17,0.181312367728902,11,132.714285714286,0.164813297084296,2022-03-19
2022-03-18,500,18-49,0.353398106918434,11,475.142857142857,0.335829172460204,2022-03-19
2022-03-18,426,50-64,0.667744368457957,11,421.571428571429,0.660802693266073,2022-03-19
2022-03-18,947,65+,2.2316409883026,11,976,2.2999805750616,2022-03-19
2022-03-19,130,0-17,0.161442519210666,11,132.714285714286,0.164813297084296,2022-03-19
2022-03-19,457,18-49,0.323005869723449,11,475.142857142857,0.335829172460204,2022-03-19
2022-03-19,398.5,50-64,0.624638804766422,11,421.571428571429,0.660802693266073,2022-03-19
2022-03-19,864.5,65+,2.03722664666061,11,976,2.2999805750616,2022-03-19
2022-03-20,117,0-17,0.1452982672896,12,122.285714285714,0.151862413675088,2022-03-26
2022-03-20,334,18-49,0.236069935421514,12,390.428571428571,0.275953436059452,2022-03-26
2022-03-20,345.5,50-64,0.54156262747001,12,353.857142857143,0.554662240332112,2022-03-26
2022-03-20,753.5,65+,1.77565098699684,12,799.142857142857,1.88321009029487,2022-03-26
2022-03-21,92,0-17,0.114251628979856,12,122.285714285714,0.151862413675088,2022-03-26
2022-03-21,344,18-49,0.243137897559883,12,390.428571428571,0.275953436059452,2022-03-26
2022-03-21,310.5,50-64,0.486701000953511,12,353.857142857143,0.554662240332112,2022-03-26
2022-03-21,707.5,65+,1.66725026317221,12,799.142857142857,1.88321009029487,2022-03-26
2022-03-22,108,0-17,0.134121477498092,12,122.285714285714,0.151862413675088,2022-03-26
2022-03-22,440,18-49,0.310990334088222,12,390.428571428571,0.275953436059452,2022-03-26
2022-03-22,383.5,50-64,0.601126679116494,12,353.857142857143,0.554662240332112,2022-03-26
2022-03-22,891.5,65+,2.10085315847071,12,799.142857142857,1.88321009029487,2022-03-26
2022-03-23,147,0-17,0.182554233261292,12,122.285714285714,0.151862413675088,2022-03-26
2022-03-23,435,18-49,0.307456353019038,12,390.428571428571,0.275953436059452,2022-03-26
2022-03-23,383.5,50-64,0.601126679116494,12,353.857142857143,0.554662240332112,2022-03-26
2022-03-23,869.5,65+,2.04900933403285,12,799.142857142857,1.88321009029487,2022-03-26
2022-03-24,137,0-17,0.170135577937395,12,122.285714285714,0.151862413675088,2022-03-26
2022-03-24,402,18-49,0.284132077962421,12,390.428571428571,0.275953436059452,2022-03-26
2022-03-24,346,50-64,0.542346364991674,12,353.857142857143,0.554662240332112,2022-03-26
2022-03-24,783,65+,1.84516884249306,12,799.142857142857,1.88321009029487,2022-03-26
2022-03-25,134,0-17,0.166409981340225,12,122.285714285714,0.151862413675088,2022-03-26
2022-03-25,419,18-49,0.296147613597648,12,390.428571428571,0.275953436059452,2022-03-26
2022-03-25,334.5,50-64,0.524320401993396,12,353.857142857143,0.554662240332112,2022-03-26
2022-03-25,763.5,65+,1.79921636174132,12,799.142857142857,1.88321009029487,2022-03-26
2022-03-26,121,0-17,0.150265729419159,12,122.285714285714,0.151862413675088,2022-03-26
2022-03-26,359,18-49,0.253739840767436,12,390.428571428571,0.275953436059452,2022-03-26
2022-03-26,373.5,50-64,0.585451928683209,12,353.857142857143,0.554662240332112,2022-03-26
2022-03-26,825.5,65+,1.94532168515712,12,799.142857142857,1.88321009029487,2022-03-26
2022-03-27,101,0-17,0.125428418771364,13,118.428571428571,0.147072360907299,2022-04-02
2022-03-27,290,18-49,0.204970902012692,13,359.285714285714,0.253941782542818,2022-04-02
2022-03-27,278.5,50-64,0.436541799566998,13,296.071428571429,0.464084575328342,2022-04-02
2022-03-27,662.5,65+,1.56120607682204,13,695.928571428572,1.63998175811074,2022-04-02
2022-03-28,80,0-17,0.0993492425911792,13,118.428571428571,0.147072360907299,2022-04-02
2022-03-28,284,18-49,0.200730124729671,13,359.285714285714,0.253941782542818,2022-04-02
2022-03-28,261.5,50-64,0.409894723830412,13,296.071428571429,0.464084575328342,2022-04-02
2022-03-28,632.5,65+,1.49050995258859,13,695.928571428572,1.63998175811074,2022-04-02
2022-03-29,118,0-17,0.146540132821989,13,118.428571428571,0.147072360907299,2022-04-02
2022-03-29,407,18-49,0.287666059031606,13,359.285714285714,0.253941782542818,2022-04-02
2022-03-29,316.5,50-64,0.496105851213482,13,296.071428571429,0.464084575328342,2022-04-02
2022-03-29,713.5,65+,1.6813894880189,13,695.928571428572,1.63998175811074,2022-04-02
2022-03-30,134,0-17,0.166409981340225,13,118.428571428571,0.147072360907299,2022-04-02
2022-03-30,410,18-49,0.289786447673116,13,359.285714285714,0.253941782542818,2022-04-02
2022-03-30,321.5,50-64,0.503943226430125,13,296.071428571429,0.464084575328342,2022-04-02
2022-03-30,707.5,65+,1.66725026317221,13,695.928571428572,1.63998175811074,2022-04-02
2022-03-31,131,0-17,0.162684384743056,13,118.428571428571,0.147072360907299,2022-04-02
2022-03-31,385,18-49,0.272116542327195,13,359.285714285714,0.253941782542818,2022-04-02
2022-03-31,307,50-64,0.481214838301861,13,296.071428571429,0.464084575328342,2022-04-02
2022-03-31,720,65+,1.69670698160282,13,695.928571428572,1.63998175811074,2022-04-02
2022-04-01,134,0-17,0.166409981340225,13,118.428571428571,0.147072360907299,2022-04-02
2022-04-01,362,18-49,0.255860229408947,13,359.285714285714,0.253941782542818,2022-04-02
2022-04-01,302,50-64,0.473377463085218,13,296.071428571429,0.464084575328342,2022-04-02
2022-04-01,738,65+,1.73912465614289,13,695.928571428572,1.63998175811074,2022-04-02
2022-04-02,131,0-17,0.162684384743056,13,118.428571428571,0.147072360907299,2022-04-02
2022-04-02,377,18-49,0.2664621726165,13,359.285714285714,0.253941782542818,2022-04-02
2022-04-02,285.5,50-64,0.447514124870297,13,296.071428571429,0.464084575328342,2022-04-02
2022-04-02,697.5,65+,1.64368488842773,13,695.928571428572,1.63998175811074,2022-04-02
2022-04-03,120,0-17,0.149023863886769,14,122.285714285714,0.151862413675088,2022-04-09
2022-04-03,278,18-49,0.19648934744665,14,336.285714285714,0.23768546962457,2022-04-09
2022-04-03,243.5,50-64,0.381680173050499,14,282.285714285714,0.442475812231027,2022-04-09
2022-04-03,570.5,65+,1.34440462917279,14,700,1.64957623211385,2022-04-09
2022-04-04,105,0-17,0.130395880900923,14,122.285714285714,0.151862413675088,2022-04-09
2022-04-04,274,18-49,0.193662162591302,14,336.285714285714,0.23768546962457,2022-04-09
2022-04-04,255,50-64,0.399706136048777,14,282.285714285714,0.442475812231027,2022-04-09
2022-04-04,620,65+,1.46105323415798,14,700,1.64957623211385,2022-04-09
2022-04-05,95,0-17,0.117977225577025,14,122.285714285714,0.151862413675088,2022-04-09
2022-04-05,375,18-49,0.265048580188826,14,336.285714285714,0.23768546962457,2022-04-09
2022-04-05,325,50-64,0.509429389081775,14,282.285714285714,0.442475812231027,2022-04-09
2022-04-05,692,65+,1.63072393231826,14,700,1.64957623211385,2022-04-09
2022-04-06,148,0-17,0.183796098793682,14,122.285714285714,0.151862413675088,2022-04-09
2022-04-06,350,18-49,0.247378674842904,14,336.285714285714,0.23768546962457,2022-04-09
2022-04-06,298,50-64,0.467107562911904,14,282.285714285714,0.442475812231027,2022-04-09
2022-04-06,735,65+,1.73205504371954,14,700,1.64957623211385,2022-04-09
2022-04-07,136,0-17,0.168893712405005,14,122.285714285714,0.151862413675088,2022-04-09
2022-04-07,385,18-49,0.272116542327195,14,336.285714285714,0.23768546962457,2022-04-09
2022-04-07,300,50-64,0.470242512998561,14,282.285714285714,0.442475812231027,2022-04-09
2022-04-07,739,65+,1.74148119361734,14,700,1.64957623211385,2022-04-09
2022-04-08,133,0-17,0.165168115807836,14,122.285714285714,0.151862413675088,2022-04-09
2022-04-08,349,18-49,0.246671878629067,14,336.285714285714,0.23768546962457,2022-04-09
2022-04-08,279,50-64,0.437325537088662,14,282.285714285714,0.442475812231027,2022-04-09
2022-04-08,834,65+,1.96535225368993,14,700,1.64957623211385,2022-04-09
2022-04-09,119,0-17,0.147781998354379,14,122.285714285714,0.151862413675088,2022-04-09
