age,type,dose,percent,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.3268728466209586,0.0,0.0,0.0,0.0,0.3268728466209586
0-17,None,1,0.03185971704202758,0.0015255854143672934,0.012739381326601693,0.003047611922508054,0.014307027057424695,0.00024011132112582414
0-17,None,2,0.15248703694421442,0.05899306162698761,0.019627013330864588,0.024721514266785115,0.0488641407156568,0.00028130700392035125
0-17,PreOmicron,0,0.17033444086027322,0.016316551987070563,0.04261573160492249,0.015257434054660905,0.028099641247056713,0.06804508196656252
0-17,PreOmicron,1,0.01660219606620676,0.002318658767867794,0.008283298414740823,0.0017237065144837052,0.004226968670644965,2.0197739089194353e-05
0-17,PreOmicron,2,0.07946146168100579,0.03542126910300725,0.018854207943942623,0.01072138333615547,0.01440635992419018,5.805899614097403e-05
0-17,Omicron,0,0.07319203210541653,0.07312990883442086,5.929567867770655e-05,2.8117221904694296e-07,2.5464200989179183e-06,0.0
0-17,Omicron,1,0.007133897650769416,0.007128138817282439,5.609926201420004e-06,3.893241809160053e-08,1.0997486746543857e-07,0.0
0-17,Omicron,2,0.034144274200367794,0.03412667550454015,1.6962815500295928e-05,2.578712928739463e-07,3.7800903447721103e-07,0.0
0-17,Both,0,0.06899879080019067,0.06894022663062258,5.58985727100153e-05,2.650635945303898e-07,2.4005332635331448e-06,0.0
0-17,Both,1,0.006725189852448207,0.006719760948022534,5.2885281804826584e-06,3.670194273850615e-08,1.036743024513584e-07,0.0
0-17,Both,2,0.032188116176120996,0.03217152572635702,1.5990999626864223e-05,2.43097600634419e-07,3.563525364743216e-07,0.0
18-49,None,0,0.12358009068695347,0.0,0.0,0.0,0.0,0.12358009068695347
18-49,None,1,0.07636180874790972,0.00815144556988142,0.0031977239906685316,0.008782903587689982,0.03519985675431618,0.021029878845353542
18-49,None,2,0.41981436706859254,0.10052916783980195,0.0796352354420922,0.036951965363031705,0.16992401600020576,0.032773982423461065
18-49,PreOmicron,0,0.04096159454005879,0.004153289364428394,0.0101416721053598,0.0029908330788689986,0.005861324433474109,0.017814475557927503
18-49,PreOmicron,1,0.02531072303710172,0.005002844801954996,0.0063016116084033775,0.0032657256870908006,0.007734991904656916,0.0015299827484787426
18-49,PreOmicron,2,0.1391507789836129,0.04409646839952508,0.043353143517534366,0.012901105534231253,0.03410775872812421,0.004674815142654601
18-49,Omicron,0,0.021403377115273334,0.02138673642520517,1.6143764140729074e-05,6.395880436572182e-08,4.329671230695067e-07,0.0
18-49,Omicron,1,0.013225436077531832,0.013216258283140016,8.915866706297624e-06,6.453446307774246e-08,1.9739322244181663e-07,0.0
18-49,Omicron,2,0.0727094887763137,0.07266669937022169,4.182969836139806e-05,2.5404446555905626e-07,7.056632650541108e-07,0.0
18-49,Both,0,0.013456052847994426,0.013445591040786228,1.0149395689906927e-05,4.021015221123897e-08,2.7220136607834493e-07,0.0
18-49,Both,1,0.008314676970768674,0.008308906998782515,5.605301113907075e-06,4.05720621103002e-08,1.2409881014139596e-07,0.0
18-49,Both,2,0.04571160514788884,0.045684703948764636,2.629784209917894e-05,1.5971478406852844e-07,4.4364224095647653e-07,0.0
50-64,None,0,0.054247539203855576,0.0,0.0,0.0,0.0,0.054247539203855576
50-64,None,1,0.07491145930700739,0.005170332445566059,0.003939177177730525,0.003952083840820906,0.03306892240749852,0.028780943435391265
50-64,None,2,0.5358204824310435,0.13284394243489167,0.15242378810008675,0.029280256975013724,0.18254498606612662,0.03872750885492461
50-64,PreOmicron,0,0.014840095676677838,0.0015096806486394616,0.0035732797182506312,0.0009206039176122782,0.0019127444035035778,0.0069237869886718895
50-64,PreOmicron,1,0.02049297055149252,0.003362521458373129,0.005314916629139687,0.0017670087867788494,0.006402725587712057,0.0013483080184812828
50-64,PreOmicron,2,0.14658042266063215,0.04761031277100693,0.053896463699285135,0.009044653615624587,0.03111146998394917,0.004896632345719895
50-64,Omicron,0,0.008183610127277842,0.008177488159485902,6.002029205954741e-06,2.1111973895443814e-08,9.882661209043441e-08,0.0
50-64,Omicron,1,0.011300902972395404,0.011293045041717652,7.712300257681401e-06,3.2841331966478866e-08,1.1278908810364244e-07,0.0
50-64,Omicron,2,0.08083216291060687,0.08078713635225877,4.4474052594115174e-05,1.5106146544827927e-07,4.0144428852571853e-07,0.0
50-64,Both,0,0.004306519056452729,0.004303297450028554,3.158490293504225e-06,1.1109903390559519e-08,5.200622728024392e-08,0.0
50-64,Both,1,0.005946954125236736,0.005942818990781195,4.0584983292499666e-06,1.7282326473680207e-08,5.935379981742019e-08,0.0
50-64,Both,2,0.042536880977321445,0.042513186332958294,2.3403895351249707e-05,7.949414372518327e-08,2.1125486817578673e-07,0.0
65+,None,0,0.004816787773803401,0.0,0.0,0.0,0.0,0.004816787773803401
65+,None,1,0.07685452245447746,2.0674049688355117e-05,0.006113070036193052,0.0019122788231473338,2.2118652032668286e-05,0.06878638089341604
65+,None,2,0.6795215824396249,0.10977154384953157,0.3274950654694716,0.04013997239031876,0.11398728655024758,0.08812771418005566
65+,PreOmicron,0,0.0008250739615075351,8.705913239098368e-05,0.00019603222544124592,4.325796939545967e-05,9.954960355210758e-05,0.00039917503072773843
65+,PreOmicron,1,0.013164513007226725,0.0014020726993013088,0.0038375292070620516,0.0008388331896722508,0.0014339853443185036,0.0016818589393747098
65+,PreOmicron,2,0.11639615243223167,0.029146332030859364,0.06000145490186385,0.006342856348131955,0.013628445572239854,0.007248363246072285
65+,Omicron,0,0.0005133260654521145,0.0005129633796601573,3.5719974397474796e-07,1.0723510763445414e-09,4.413696906060658e-09,0.0
65+,Omicron,1,0.008190402292232758,0.008184617151031465,5.704598291617342e-06,1.7492562537162364e-08,6.305034713721631e-08,0.0
65+,Omicron,2,0.07241675504173134,0.07237415810799164,4.2321343916988174e-05,9.052024697585316e-08,1.8506957574000985e-07,0.0
65+,Both,0,0.00017275853215794677,0.0001726364712121464,1.202146308349276e-07,3.608969237595807e-10,1.4854180416681766e-09,0.0
65+,Both,1,0.002756458268962008,0.0027545112949633635,1.919867495024908e-06,5.887075741886644e-09,2.121942787744644e-08,0.0
65+,Both,2,0.024371667730592083,0.024357331844996985,1.4243136567808995e-05,3.0464350148184735e-08,6.228467713553226e-08,0.0
