Site,age,date,infected
IN,0-17,2020-12-19,0.14038111803271
IN,0-17,2020-12-26,0.152204219361845
IN,0-17,2021-01-02,0.163732587602053
IN,0-17,2021-01-09,0.176794233428261
IN,0-17,2021-01-16,0.187047214304354
IN,0-17,2021-01-23,0.196450396435668
IN,0-17,2021-01-30,0.204300310197473
IN,0-17,2021-02-06,0.218351861896383
IN,0-17,2021-02-13,0.225114056797698
IN,0-17,2021-02-20,0.229472396407113
IN,0-17,2021-02-27,0.234179182306903
IN,0-17,2021-03-06,0.240169509580286
IN,0-17,2021-03-13,0.244618395184778
IN,0-17,2021-03-20,0.24891958410993
IN,0-17,2021-03-27,0.252760068293439
IN,0-17,2021-04-03,0.257067726232176
IN,0-17,2021-04-10,0.260387378839475
IN,0-17,2021-04-17,0.265570620319289
IN,0-17,2021-04-24,0.269466269562909
IN,0-17,2021-05-01,0.273736201891903
IN,0-17,2021-05-08,0.277682174198349
IN,0-17,2021-05-15,0.281319587343374
IN,0-17,2021-05-22,0.284917314902513
IN,0-17,2021-05-29,0.288116758627687
IN,0-17,2021-06-05,0.291670311122036
IN,0-17,2021-06-12,0.29463951314946
IN,0-17,2021-06-19,0.298307600322781
IN,0-17,2021-06-26,0.300746636244831
IN,0-17,2021-07-03,0.303781481280982
IN,0-17,2021-07-10,0.306645589446538
IN,0-17,2021-07-17,0.309330544252331
IN,0-17,2021-07-24,0.311924297771672
IN,0-17,2021-07-31,0.315572616510776
IN,0-17,2021-08-07,0.319853389780323
IN,0-17,2021-08-14,0.325934695932896
IN,0-17,2021-08-21,0.333653000591654
IN,0-17,2021-08-28,0.343720978059579
IN,0-17,2021-09-04,0.354908962511402
IN,0-17,2021-09-11,0.365976000090927
IN,0-17,2021-09-18,0.378344199579802
IN,0-17,2021-09-25,0.389919990671182
IN,0-17,2021-10-02,0.400662368931544
IN,0-17,2021-10-09,0.410534601880581
IN,0-17,2021-10-16,0.419391101955512
IN,0-17,2021-10-23,0.427176001032214
IN,0-17,2021-10-30,0.435283616863568
IN,0-17,2021-11-06,0.443353648042439
IN,0-17,2021-11-13,0.45322682997114
IN,0-17,2021-11-20,0.462971434038454
IN,0-17,2021-11-27,0.470960187586642
IN,0-17,2021-12-04,0.484634765813602
IN,0-17,2021-12-11,0.498510146751974
IN,0-17,2021-12-18,0.511721895137846
IN,0-17,2021-12-25,0.521257558976559
IN,0-17,2022-01-01,0.536028171609823
IN,0-17,2022-01-08,0.560371008204684
IN,0-17,2022-01-15,0.588488474517486
IN,0-17,2022-02-11,0.708136329747697
IN,18-49,2020-08-01,0.0397444876311841
IN,18-49,2020-08-08,0.0393936938693791
IN,18-49,2020-08-15,0.0399342281270773
IN,18-49,2020-08-22,0.0400011118171233
IN,18-49,2020-08-29,0.0421182917817889
IN,18-49,2020-09-05,0.0432176314233638
IN,18-49,2020-09-12,0.0433866476354807
IN,18-49,2020-09-19,0.045141909860439
IN,18-49,2020-09-26,0.04692244960797
IN,18-49,2020-10-03,0.0489031640374724
IN,18-49,2020-10-10,0.0514295377643336
IN,18-49,2020-10-17,0.0548342902908625
IN,18-49,2020-10-24,0.0583965416540907
IN,18-49,2020-10-31,0.0632457289470368
IN,18-49,2020-11-07,0.0702281701996917
IN,18-49,2020-11-14,0.0797346067736451
IN,18-49,2020-11-21,0.0911763413019823
IN,18-49,2020-11-28,0.102150391823613
IN,18-49,2020-12-05,0.115495891957255
IN,18-49,2020-12-12,0.129628962623597
IN,18-49,2020-12-19,0.141988243921985
IN,18-49,2020-12-26,0.153280824200096
IN,18-49,2021-01-02,0.16419644421207
IN,18-49,2021-01-09,0.176568537974733
IN,18-49,2021-01-16,0.186062810778473
IN,18-49,2021-01-23,0.194653547824807
IN,18-49,2021-01-30,0.201654035846824
IN,18-49,2021-02-06,0.214739482361692
IN,18-49,2021-02-13,0.220571835083303
IN,18-49,2021-02-20,0.224008674647904
IN,18-49,2021-02-27,0.227767398644878
IN,18-49,2021-03-06,0.232761211316504
IN,18-49,2021-03-13,0.23622407933215
IN,18-49,2021-03-20,0.239524499718643
IN,18-49,2021-03-27,0.242359585953891
IN,18-49,2021-04-03,0.245632816143584
IN,18-49,2021-04-10,0.247932859714601
IN,18-49,2021-04-17,0.25202148254113
IN,18-49,2021-04-24,0.254849233570139
IN,18-49,2021-05-01,0.258023659872194
IN,18-49,2021-05-08,0.260872035632042
IN,18-49,2021-05-15,0.263411134607084
IN,18-49,2021-05-22,0.265900393221257
IN,18-49,2021-05-29,0.267997306385525
IN,18-49,2021-06-05,0.270422490182873
IN,18-49,2021-06-12,0.27227982252509
IN,18-49,2021-06-19,0.274793752851117
IN,18-49,2021-06-26,0.276128878659633
IN,18-49,2021-07-03,0.278022684346884
IN,18-49,2021-07-10,0.279746361881972
IN,18-49,2021-07-17,0.281292833982972
IN,18-49,2021-07-24,0.28274610384821
IN,18-49,2021-07-31,0.285187925483629
IN,18-49,2021-08-07,0.288217165041325
IN,18-49,2021-08-14,0.292933664140874
IN,18-49,2021-08-21,0.299182709494251
IN,18-49,2021-08-28,0.307640180933316
IN,18-49,2021-09-04,0.317153407633353
IN,18-49,2021-09-11,0.326554783184846
IN,18-49,2021-09-18,0.337197675586142
IN,18-49,2021-09-25,0.347100424033073
IN,18-49,2021-10-02,0.356221494831995
IN,18-49,2021-10-09,0.364522778518681
IN,18-49,2021-10-16,0.371861255649591
IN,18-49,2021-10-23,0.378179017695601
IN,18-49,2021-10-30,0.384814284089273
IN,18-49,2021-11-06,0.391422841737149
IN,18-49,2021-11-13,0.399787737578128
IN,18-49,2021-11-20,0.40805068496615
IN,18-49,2021-11-27,0.414627178886298
IN,18-49,2021-12-04,0.426781513394445
IN,18-49,2021-12-11,0.439200045768618
IN,18-49,2021-12-18,0.451035175486688
IN,18-49,2021-12-25,0.459280613713012
IN,18-49,2022-01-01,0.472803596369243
IN,18-49,2022-01-08,0.496119216791617
IN,18-49,2022-01-15,0.523630777066213
IN,18-49,2022-02-11,0.646487183711051
IN,50-64,2020-08-01,0.0291336951198849
IN,50-64,2020-08-08,0.02884710531117
IN,50-64,2020-08-15,0.0292203648176146
IN,50-64,2020-08-22,0.0292428638875212
IN,50-64,2020-08-29,0.030780543302425
IN,50-64,2020-09-05,0.0315646536475832
IN,50-64,2020-09-12,0.0316604606901064
IN,50-64,2020-09-19,0.0329273966708778
IN,50-64,2020-09-26,0.0342120233154934
IN,50-64,2020-10-03,0.0356436052168272
IN,50-64,2020-10-10,0.0374777034764732
IN,50-64,2020-10-17,0.0399612876171549
IN,50-64,2020-10-24,0.0425621392573999
IN,50-64,2020-10-31,0.0461190926690377
IN,50-64,2020-11-07,0.0512680594225013
IN,50-64,2020-11-14,0.0583168760376115
IN,50-64,2020-11-21,0.0668493670280026
IN,50-64,2020-11-28,0.0750714720236545
IN,50-64,2020-12-05,0.0851409513017357
IN,50-64,2020-12-12,0.0958801203688632
IN,50-64,2020-12-19,0.105321795545103
IN,50-64,2020-12-26,0.113989967159859
IN,50-64,2021-01-02,0.122410289077143
IN,50-64,2021-01-09,0.13202264683218
IN,50-64,2021-01-16,0.139413464378551
IN,50-64,2021-01-23,0.14611872121982
IN,50-64,2021-01-30,0.151580262370574
IN,50-64,2021-02-06,0.161947042055363
IN,50-64,2021-02-13,0.16651791281608
IN,50-64,2021-02-20,0.169161853513111
IN,50-64,2021-02-27,0.172069093617257
IN,50-64,2021-03-06,0.175982388595187
IN,50-64,2021-03-13,0.178657909665
IN,50-64,2021-03-20,0.18120397370398
IN,50-64,2021-03-27,0.183373000072533
IN,50-64,2021-04-03,0.185901345475009
IN,50-64,2021-04-10,0.187636416079817
IN,50-64,2021-04-17,0.190836427047552
IN,50-64,2021-04-24,0.193006896969365
IN,50-64,2021-05-01,0.195463750225149
IN,50-64,2021-05-08,0.197654884904303
IN,50-64,2021-05-15,0.199593113127034
IN,50-64,2021-05-22,0.201491450909847
IN,50-64,2021-05-29,0.203067217445105
IN,50-64,2021-06-05,0.204914574325818
IN,50-64,2021-06-12,0.20629366228488
IN,50-64,2021-06-19,0.208216093631964
IN,50-64,2021-06-26,0.209163880431671
IN,50-64,2021-07-03,0.210574108795279
IN,50-64,2021-07-10,0.211843707761357
IN,50-64,2021-07-17,0.212966563146881
IN,50-64,2021-07-24,0.214012138770551
IN,50-64,2021-07-31,0.215878262050625
IN,50-64,2021-08-07,0.218234067636519
IN,50-64,2021-08-14,0.221998620393184
IN,50-64,2021-08-21,0.227053908882953
IN,50-64,2021-08-28,0.233983293086032
IN,50-64,2021-09-04,0.241840710863604
IN,50-64,2021-09-11,0.249648325564322
IN,50-64,2021-09-18,0.258565543003462
IN,50-64,2021-09-25,0.266903625900234
IN,50-64,2021-10-02,0.274614962984629
IN,50-64,2021-10-09,0.281654793291433
IN,50-64,2021-10-16,0.287886425904983
IN,50-64,2021-10-23,0.293247011473432
IN,50-64,2021-10-30,0.298909741233717
IN,50-64,2021-11-06,0.304572594683896
IN,50-64,2021-11-13,0.311829140621083
IN,50-64,2021-11-20,0.319034586468429
IN,50-64,2021-11-27,0.324755594415638
IN,50-64,2021-12-04,0.335574754100722
IN,50-64,2021-12-11,0.346730394306185
IN,50-64,2021-12-18,0.35744465110506
IN,50-64,2021-12-25,0.364896849897536
IN,50-64,2022-01-01,0.377358090310715
IN,50-64,2022-01-08,0.399306002913877
IN,50-64,2022-01-15,0.425755303316708
IN,50-64,2022-02-11,0.551337815940018
IN,65+,2020-08-01,0.0182224820471094
IN,65+,2020-08-08,0.0180079171804807
IN,65+,2020-08-15,0.0182098791317974
IN,65+,2020-08-22,0.0181904134272563
IN,65+,2020-08-29,0.0191230533559307
IN,65+,2020-09-05,0.0195800434998964
IN,65+,2020-09-12,0.0196040033805416
IN,65+,2020-09-19,0.0203610695506847
IN,65+,2020-09-26,0.0211272038196525
IN,65+,2020-10-03,0.0219832407735657
IN,65+,2020-10-10,0.023088790657183
IN,65+,2020-10-17,0.0245980582760838
IN,65+,2020-10-24,0.026178294295876
IN,65+,2020-10-31,0.0283547571991074
IN,65+,2020-11-07,0.0315285745156456
IN,65+,2020-11-14,0.0359011019546624
IN,65+,2020-11-21,0.041223259154811
IN,65+,2020-11-28,0.0463670898519602
IN,65+,2020-12-05,0.0527121454454681
IN,65+,2020-12-12,0.0595220840699065
IN,65+,2020-12-19,0.0655280441855866
IN,65+,2020-12-26,0.0710573473661933
IN,65+,2021-01-02,0.0764473960933255
IN,65+,2021-01-09,0.0826481616680547
IN,65+,2021-01-16,0.0874034871118117
IN,65+,2021-01-23,0.091717395131137
IN,65+,2021-01-30,0.0952104013775571
IN,65+,2021-02-06,0.102013749643297
IN,65+,2021-02-13,0.104928279687101
IN,65+,2021-02-20,0.106540223271056
IN,65+,2021-02-27,0.108329853169174
IN,65+,2021-03-06,0.110802296090387
IN,65+,2021-03-13,0.112434330829171
IN,65+,2021-03-20,0.11397760489858
IN,65+,2021-03-27,0.11526331099194
IN,65+,2021-04-03,0.116792796649502
IN,65+,2021-04-10,0.117780610649072
IN,65+,2021-04-17,0.119766638545992
IN,65+,2021-04-24,0.121049516435691
IN,65+,2021-05-01,0.122527192506322
IN,65+,2021-05-08,0.123822408692447
IN,65+,2021-05-15,0.124943623743943
IN,65+,2021-05-22,0.126036475886335
IN,65+,2021-05-29,0.126907384166242
IN,65+,2021-06-05,0.127963145856177
IN,65+,2021-06-12,0.128697102879616
IN,65+,2021-06-19,0.129802118899092
IN,65+,2021-06-26,0.130238418020568
IN,65+,2021-07-03,0.130990392244224
IN,65+,2021-07-10,0.131644995587359
IN,65+,2021-07-17,0.132198101164696
IN,65+,2021-07-24,0.132697332957815
IN,65+,2021-07-31,0.133757038243987
IN,65+,2021-08-07,0.13515124161414
IN,65+,2021-08-14,0.13751172683652
IN,65+,2021-08-21,0.140763953508414
IN,65+,2021-08-28,0.145321862051003
IN,65+,2021-09-04,0.150547150859812
IN,65+,2021-09-11,0.155766256529034
IN,65+,2021-09-18,0.161798894382375
IN,65+,2021-09-25,0.167459814385927
IN,65+,2021-10-02,0.172706859423479
IN,65+,2021-10-09,0.177499535569062
IN,65+,2021-10-16,0.18173055077896
IN,65+,2021-10-23,0.185345360817794
IN,65+,2021-10-30,0.189194189195194
IN,65+,2021-11-06,0.193058325117893
IN,65+,2021-11-13,0.198116857813021
IN,65+,2021-11-20,0.203166756485167
IN,65+,2021-11-27,0.207133659917095
IN,65+,2021-12-04,0.214965789809753
IN,65+,2021-12-11,0.223133999777153
IN,65+,2021-12-18,0.231047187071334
IN,65+,2021-12-25,0.23649544371446
IN,65+,2022-01-01,0.245922881154881
IN,65+,2022-01-08,0.263095837761138
IN,65+,2022-01-15,0.284417243172276
IN,65+,2022-02-11,0.395354978660608
KS,0-17,2020-08-01,0.056161793987859
KS,0-17,2020-08-08,0.0577842250557848
KS,0-17,2020-08-15,0.0599547917453804
KS,0-17,2020-08-22,0.0614167327130613
KS,0-17,2020-08-29,0.0635065956360715
KS,0-17,2020-09-05,0.0659953525136502
KS,0-17,2020-09-12,0.0684156869678674
KS,0-17,2020-09-19,0.0717764137945658
KS,0-17,2020-09-26,0.0769734485277591
KS,0-17,2020-10-03,0.0822562571550886
KS,0-17,2020-10-10,0.0871210288673719
KS,0-17,2020-10-17,0.0931026598990415
KS,0-17,2020-10-24,0.100220329814638
KS,0-17,2020-10-31,0.107535164977377
KS,0-17,2020-11-07,0.118610090586912
KS,0-17,2020-11-14,0.132787565737501
KS,0-17,2020-11-21,0.1491873387118
KS,0-17,2020-11-28,0.165422021170839
KS,0-17,2020-12-05,0.184676087236585
KS,0-17,2020-12-12,0.20604837178164
KS,0-17,2020-12-19,0.227125155670151
KS,0-17,2020-12-26,0.229958195439225
KS,0-17,2021-01-02,0.263448516567986
KS,0-17,2021-01-09,0.282722742463227
KS,0-17,2021-01-16,0.301804009070611
KS,0-17,2021-01-23,0.312913285553109
KS,0-17,2021-01-30,0.324071337564123
KS,0-17,2021-02-06,0.336370349363323
KS,0-17,2021-02-13,0.3434181851688
KS,0-17,2021-02-20,0.350422405291661
KS,0-17,2021-02-27,0.354083578833004
KS,0-17,2021-03-06,0.357776029463058
KS,0-17,2021-03-13,0.359086149605969
KS,0-17,2021-03-20,0.359493623775437
KS,0-17,2021-03-27,0.358866730102498
KS,0-17,2021-04-03,0.35996902539021
KS,0-17,2021-04-10,0.360245516738054
KS,0-17,2021-04-17,0.361426848512101
KS,0-17,2021-04-24,0.362232806385773
KS,0-17,2021-05-01,0.362663243871044
KS,0-17,2021-05-08,0.363500825893365
KS,0-17,2021-05-15,0.363344400006254
KS,0-17,2021-05-22,0.364001857524734
KS,0-17,2021-05-29,0.363330059685383
KS,0-17,2021-06-05,0.362530296350314
KS,0-17,2021-06-12,0.362600762612459
KS,0-17,2021-06-19,0.361946703629083
KS,0-17,2021-06-26,0.361390526712912
KS,0-17,2021-07-03,0.361325564276739
KS,0-17,2021-07-10,0.361592790713311
KS,0-17,2021-07-17,0.362395962380507
KS,0-17,2021-07-24,0.364222629449162
KS,0-17,2021-07-31,0.366794576040497
KS,0-17,2021-08-07,0.371298528575114
KS,0-17,2021-08-14,0.376287836025487
KS,0-17,2021-08-21,0.382090859622437
KS,0-17,2021-08-28,0.389170368270396
KS,0-17,2021-09-04,0.398481045840706
KS,0-17,2021-09-11,0.405845185216398
KS,0-17,2021-09-18,0.414212591329692
KS,0-17,2021-09-25,0.421213376627718
KS,0-17,2021-10-02,0.4268126105596
KS,0-17,2021-10-09,0.431236183701776
KS,0-17,2021-10-16,0.434959987703779
KS,0-17,2021-10-23,0.439199046358209
KS,0-17,2021-10-30,0.44462379543765
KS,0-17,2021-11-06,0.449287285297067
KS,0-17,2021-11-13,0.454755340767926
KS,0-17,2021-11-20,0.458647596656738
KS,0-17,2021-11-27,0.461359566284827
KS,0-17,2021-12-04,0.46780059780124
KS,0-17,2021-12-11,0.474421200177754
KS,0-17,2021-12-18,0.481551651698585
KS,0-17,2021-12-25,0.485254144167775
KS,0-17,2022-01-01,0.491984906373556
KS,0-17,2022-01-08,0.522672612994138
KS,0-17,2022-01-15,0.552851978093687
KS,0-17,2022-02-11,0.746570197751874
KS,18-49,2020-08-01,0.0555403239984238
KS,18-49,2020-08-08,0.0567604375934726
KS,18-49,2020-08-15,0.0584984345937128
KS,18-49,2020-08-22,0.059524101155684
KS,18-49,2020-08-29,0.0611405313748785
KS,18-49,2020-09-05,0.063117145657561
KS,18-49,2020-09-12,0.0650017853711532
KS,18-49,2020-09-19,0.0677523940856236
KS,18-49,2020-09-26,0.0721986686916072
KS,18-49,2020-10-03,0.0766715775855204
KS,18-49,2020-10-10,0.0807012702028625
KS,18-49,2020-10-17,0.0857196698027386
KS,18-49,2020-10-24,0.0917306934333265
KS,18-49,2020-10-31,0.0978583214544415
KS,18-49,2020-11-07,0.107367560529741
KS,18-49,2020-11-14,0.119626880650107
KS,18-49,2020-11-21,0.133819592988133
KS,18-49,2020-11-28,0.147768117315376
KS,18-49,2020-12-05,0.164386366888804
KS,18-49,2020-12-12,0.182865480459359
KS,18-49,2020-12-19,0.201019619399895
KS,18-49,2020-12-26,0.202451571615381
KS,18-49,2021-01-02,0.231868174632471
KS,18-49,2021-01-09,0.248273133520705
KS,18-49,2021-01-16,0.264492769741297
KS,18-49,2021-01-23,0.27334135156923
KS,18-49,2021-01-30,0.282214868411637
KS,18-49,2021-02-06,0.292129134127615
KS,18-49,2021-02-13,0.297166108880922
KS,18-49,2021-02-20,0.302147908450087
KS,18-49,2021-02-27,0.304021304981915
KS,18-49,2021-03-06,0.305914248615625
KS,18-49,2021-03-13,0.305600216028014
KS,18-49,2021-03-20,0.304454109625249
KS,18-49,2021-03-27,0.302361686574987
KS,18-49,2021-04-03,0.301858001135074
KS,18-49,2021-04-10,0.300599961345057
KS,18-49,2021-04-17,0.300168202080595
KS,18-49,2021-04-24,0.299394413384658
KS,18-49,2021-05-01,0.298280974775872
KS,18-49,2021-05-08,0.297537477694329
KS,18-49,2021-05-15,0.295898792222871
KS,18-49,2021-05-22,0.294996304993843
KS,18-49,2021-05-29,0.292904346990351
KS,18-49,2021-06-05,0.290706449761978
KS,18-49,2021-06-12,0.289291568443604
KS,18-49,2021-06-19,0.287238321569113
KS,18-49,2021-06-26,0.285279822010087
KS,18-49,2021-07-03,0.283761587224138
KS,18-49,2021-07-10,0.282539909716893
KS,18-49,2021-07-17,0.281790685516442
KS,18-49,2021-07-24,0.281936476880248
KS,18-49,2021-07-31,0.282729453802235
KS,18-49,2021-08-07,0.285203185839659
KS,18-49,2021-08-14,0.288094308292398
KS,18-49,2021-08-21,0.291691590994282
KS,18-49,2021-08-28,0.296404810274393
KS,18-49,2021-09-04,0.303084840838087
KS,18-49,2021-09-11,0.308061516693942
KS,18-49,2021-09-18,0.313935601432054
KS,18-49,2021-09-25,0.318607839878264
KS,18-49,2021-10-02,0.32203686284725
KS,18-49,2021-10-09,0.324417236726617
KS,18-49,2021-10-16,0.326170908195427
KS,18-49,2021-10-23,0.32838414503264
KS,18-49,2021-10-30,0.331660827623676
KS,18-49,2021-11-06,0.33425709610135
KS,18-49,2021-11-13,0.337580728681803
KS,18-49,2021-11-20,0.339486384886888
KS,18-49,2021-11-27,0.340325786166796
KS,18-49,2021-12-04,0.344540487963747
KS,18-49,2021-12-11,0.348933589380083
KS,18-49,2021-12-18,0.353811044736172
KS,18-49,2021-12-25,0.355561949001062
KS,18-49,2022-01-01,0.360102703520793
KS,18-49,2022-01-08,0.387156827005768
KS,18-49,2022-01-15,0.414593510061711
KS,18-49,2022-02-11,0.621215102941453
KS,50-64,2020-08-01,0.0521464923161669
KS,50-64,2020-08-08,0.0532493790195327
KS,50-64,2020-08-15,0.0548379280651666
KS,50-64,2020-08-22,0.0557542647348927
KS,50-64,2020-08-29,0.0572243902614169
KS,50-64,2020-09-05,0.0590307165535113
KS,50-64,2020-09-12,0.0607482008102105
KS,50-64,2020-09-19,0.0632758923918563
KS,50-64,2020-09-26,0.0673912088808453
KS,50-64,2020-10-03,0.0715275106279674
KS,50-64,2020-10-10,0.0752441923608692
KS,50-64,2020-10-17,0.0798844115522642
KS,50-64,2020-10-24,0.0854518527144991
KS,50-64,2020-10-31,0.0911251589066402
KS,50-64,2020-11-07,0.099969015430506
KS,50-64,2020-11-14,0.111397034279592
KS,50-64,2020-11-21,0.124650251117887
KS,50-64,2020-11-28,0.137684672909226
KS,50-64,2020-12-05,0.153252349487738
KS,50-64,2020-12-12,0.170604030440027
KS,50-64,2020-12-19,0.187678949236335
KS,50-64,2020-12-26,0.18889590348252
KS,50-64,2021-01-02,0.216720632004959
KS,50-64,2021-01-09,0.232212342347394
KS,50-64,2021-01-16,0.247555329121381
KS,50-64,2021-01-23,0.255857513300526
KS,50-64,2021-01-30,0.26418922025475
KS,50-64,2021-02-06,0.273526979401767
KS,50-64,2021-02-13,0.278182667047718
KS,50-64,2021-02-20,0.282785799537244
KS,50-64,2021-02-27,0.284398900814574
KS,50-64,2021-03-06,0.286030059735377
KS,50-64,2021-03-13,0.285538378634563
KS,50-64,2021-03-20,0.284247550521855
KS,50-64,2021-03-27,0.282049393538828
KS,50-64,2021-04-03,0.28137790527971
KS,50-64,2021-04-10,0.279983551220188
KS,50-64,2021-04-17,0.279382398413543
KS,50-64,2021-04-24,0.278454070960991
KS,50-64,2021-05-01,0.277201405516887
KS,50-64,2021-05-08,0.276303850988047
KS,50-64,2021-05-15,0.274551206112644
KS,50-64,2021-05-22,0.273503793942729
KS,50-64,2021-05-29,0.271321749966802
KS,50-64,2021-06-05,0.269041312736088
KS,50-64,2021-06-12,0.267509911340646
KS,50-64,2021-06-19,0.265372254232985
KS,50-64,2021-06-26,0.263327380907572
KS,50-64,2021-07-03,0.261703538215424
KS,50-64,2021-07-10,0.260363247815465
KS,50-64,2021-07-17,0.259472911485605
KS,50-64,2021-07-24,0.259432711365644
KS,50-64,2021-07-31,0.26000645340887
KS,50-64,2021-08-07,0.262174253545716
KS,50-64,2021-08-14,0.264737485676436
KS,50-64,2021-08-21,0.267970609015865
KS,50-64,2021-08-28,0.272263767093161
KS,50-64,2021-09-04,0.278428400273724
KS,50-64,2021-09-11,0.28297608485237
KS,50-64,2021-09-18,0.2883805451755
KS,50-64,2021-09-25,0.292642348423852
KS,50-64,2021-10-02,0.295719658665228
KS,50-64,2021-10-09,0.297796604082792
KS,50-64,2021-10-16,0.299275205403674
KS,50-64,2021-10-23,0.301191900587889
KS,50-64,2021-10-30,0.304123453459232
KS,50-64,2021-11-06,0.306405478413948
KS,50-64,2021-11-13,0.309382320885721
KS,50-64,2021-11-20,0.311004374338378
KS,50-64,2021-11-27,0.311607180623175
KS,50-64,2021-12-04,0.315435653288965
KS,50-64,2021-12-11,0.319436521466932
KS,50-64,2021-12-18,0.323903335715172
KS,50-64,2021-12-25,0.325376746983213
KS,50-64,2022-01-01,0.329523861679249
KS,50-64,2022-01-08,0.355344199933269
KS,50-64,2022-01-15,0.381712038052551
KS,50-64,2022-02-11,0.587524160200537
KS,65+,2020-08-01,0.0342170207880979
KS,65+,2020-08-08,0.0349302403882369
KS,65+,2020-08-15,0.0359679186843709
KS,65+,2020-08-22,0.036555601707037
KS,65+,2020-08-29,0.0375134390794318
KS,65+,2020-09-05,0.038696154588761
KS,65+,2020-09-12,0.0398193358915617
KS,65+,2020-09-19,0.0414858445334966
KS,65+,2020-09-26,0.0442202837982064
KS,65+,2020-10-03,0.0469736289858305
KS,65+,2020-10-10,0.0494483617523877
KS,65+,2020-10-17,0.0525521390371466
KS,65+,2020-10-24,0.0562927882153109
KS,65+,2020-10-31,0.0601165367471726
KS,65+,2020-11-07,0.066125269766736
KS,65+,2020-11-14,0.0739528632333323
KS,65+,2020-11-21,0.083112926853528
KS,65+,2020-11-28,0.0922009790848467
KS,65+,2020-12-05,0.103174542280462
KS,65+,2020-12-12,0.115556432763283
KS,65+,2020-12-19,0.127891108927834
KS,65+,2020-12-26,0.128700528357449
KS,65+,2021-01-02,0.14919833823675
KS,65+,2021-01-09,0.160756764952245
KS,65+,2021-01-16,0.172335393356045
KS,65+,2021-01-23,0.178607720383888
KS,65+,2021-01-30,0.184940125735961
KS,65+,2021-02-06,0.192095983936534
KS,65+,2021-02-13,0.195624985266344
KS,65+,2021-02-20,0.199123460015792
KS,65+,2021-02-27,0.200276526179622
KS,65+,2021-03-06,0.201444456492989
KS,65+,2021-03-13,0.200940802456853
KS,65+,2021-03-20,0.199809459465046
KS,65+,2021-03-27,0.197968438394318
KS,65+,2021-04-03,0.197327223639639
KS,65+,2021-04-10,0.196121319684647
KS,65+,2021-04-17,0.195537235078373
KS,65+,2021-04-24,0.194698496828376
KS,65+,2021-05-01,0.193608247798166
KS,65+,2021-05-08,0.192796273050212
KS,65+,2021-05-15,0.19132102368283
KS,65+,2021-05-22,0.190395975399737
KS,65+,2021-05-29,0.188593787805916
KS,65+,2021-06-05,0.186720278972295
KS,65+,2021-06-12,0.185428988391441
KS,65+,2021-06-19,0.183673943377215
KS,65+,2021-06-26,0.181994605186619
KS,65+,2021-07-03,0.180641924552136
KS,65+,2021-07-10,0.179508982456981
KS,65+,2021-07-17,0.178721850071517
KS,65+,2021-07-24,0.178584769996648
KS,65+,2021-07-31,0.178916410462039
KS,65+,2021-08-07,0.180465856199831
KS,65+,2021-08-14,0.182319652858114
KS,65+,2021-08-21,0.184690032699231
KS,65+,2021-08-28,0.187880954805215
KS,65+,2021-09-04,0.192528012904763
KS,65+,2021-09-11,0.195939622835596
KS,65+,2021-09-18,0.200029770200088
KS,65+,2021-09-25,0.203241592094532
KS,65+,2021-10-02,0.205533713527353
KS,65+,2021-10-09,0.207044518992725
KS,65+,2021-10-16,0.208086637245553
KS,65+,2021-10-23,0.209473927629895
KS,65+,2021-10-30,0.211662326301334
KS,65+,2021-11-06,0.213341688440147
KS,65+,2021-11-13,0.215572937970349
KS,65+,2021-11-20,0.216734501755552
KS,65+,2021-11-27,0.217088951096432
KS,65+,2021-12-04,0.220003061582349
KS,65+,2021-12-11,0.223062468558454
KS,65+,2021-12-18,0.22650337422141
KS,65+,2021-12-25,0.227555472008841
KS,65+,2022-01-01,0.230753786466857
KS,65+,2022-01-08,0.251604143363881
KS,65+,2022-01-15,0.273396421805879
KS,65+,2022-02-11,0.463985429741611
KY,0-17,2020-08-01,0.0565750979675453
KY,0-17,2020-08-08,0.0520307165889626
KY,0-17,2020-08-15,0.0480999203467909
KY,0-17,2020-08-22,0.0472290914494552
KY,0-17,2020-08-29,0.0452929096813557
KY,0-17,2020-09-05,0.0454606384382802
KY,0-17,2020-09-12,0.0436801402890061
KY,0-17,2020-09-19,0.045212906026986
KY,0-17,2020-09-26,0.0471718196719495
KY,0-17,2020-10-03,0.0504864214418247
KY,0-17,2020-10-10,0.0529578288239843
KY,0-17,2020-10-17,0.0574678101624371
KY,0-17,2020-10-24,0.0633262338048201
KY,0-17,2020-10-31,0.0704629637556571
KY,0-17,2020-11-07,0.0774526803399787
KY,0-17,2020-11-14,0.0860371282329618
KY,0-17,2020-11-21,0.0960826842136033
KY,0-17,2020-11-28,0.10628444449769
KY,0-17,2020-12-05,0.120457910682289
KY,0-17,2020-12-12,0.133709615402255
KY,0-17,2020-12-19,0.145852074522978
KY,0-17,2020-12-26,0.155380924808837
KY,0-17,2021-01-02,0.166195908325768
KY,0-17,2021-01-09,0.181328566395903
KY,0-17,2021-01-16,0.196067218409119
KY,0-17,2021-01-23,0.208892184251177
KY,0-17,2021-01-30,0.220240075215401
KY,0-17,2021-02-06,0.230150216551061
KY,0-17,2021-02-13,0.23713477923527
KY,0-17,2021-02-20,0.241572431976507
KY,0-17,2021-02-27,0.246586720995339
KY,0-17,2021-03-06,0.252196986060161
KY,0-17,2021-03-13,0.256601647743669
