age,type,dose,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.0,0.0,0.0,0.0,0.22120319567767596
0-17,None,1,0.0010324025761877373,0.008621064397155468,0.0020623967497242165,0.009681930262684596,0.00016248945759942914
0-17,None,2,0.03992211004859593,0.013282100716766039,0.01672967948954586,0.03306761082201762,0.00019036762728062066
0-17,PreOmicron,0,0.006851542422510111,0.025427646469779866,0.02971860435499539,0.013204447792765708,0.10683443610807383
0-17,PreOmicron,1,0.0014854341504757314,0.008196285962864952,0.002718865656324822,0.005263729046639976,7.84774809557317e-05
0-17,PreOmicron,2,0.0348131665543394,0.016265113559524234,0.015794416858028248,0.017955946719349452,9.194179157968477e-05
0-17,Omicron,0,0.10413327023733972,4.088301446478879e-06,3.3019092926551825e-06,3.0541350067156194e-06,0.0
0-17,Omicron,1,0.010149734040194956,6.271158598474979e-07,2.0620889277655522e-07,1.3592112354620627e-07,0.0
0-17,Omicron,2,0.04858032759187636,1.551005921607466e-06,9.77153206961135e-07,4.591902749117765e-07,0.0
0-17,Both,0,0.1320012835296865,5.182407478047071e-06,4.185562056542383e-06,3.871478731442446e-06,0.0
0-17,Both,1,0.012865992950543793,7.949438083815193e-07,2.6139425430221835e-07,1.7229616169744417e-07,0.0
0-17,Both,2,0.061581333053351985,1.9660841530060454e-06,1.238657704977827e-06,5.82078192056715e-07,0.0
18-49,None,0,0.0,0.0,0.0,0.0,0.07556352465106747
18-49,None,1,0.004984232936208686,0.0019552607078779315,0.00537034038466218,0.021523088620371257,0.012858800796361595
18-49,None,2,0.061468948679256216,0.048693272864359316,0.022594422209059082,0.10390069711443795,0.020039778373704492
18-49,PreOmicron,0,0.0019290706136479239,0.006942352661925508,0.008250137947916838,0.0029090104624616155,0.031877848729752425
18-49,PreOmicron,1,0.0044886782952384095,0.004945463555042863,0.00681252835612707,0.01040352528418776,0.005424719248146466
18-49,PreOmicron,2,0.0472101450245194,0.045669588211025784,0.02640059623096984,0.048603805373118925,0.008454145389917195
18-49,Omicron,0,0.03425371830625173,1.1555910350966337e-06,9.812604234997043e-07,1.5264390533281624e-07,0.0
18-49,Omicron,1,0.021165986643670205,6.671721699371593e-07,5.270669911596455e-07,6.945395807733791e-08,0.0
18-49,Omicron,2,0.11636529113719773,3.7163093950674964e-06,1.9485300255179547e-06,2.503689219723155e-07,0.0
18-49,Both,0,0.03767064444149681,1.2708652127544779e-06,1.079144523455237e-06,1.6787065954543505e-07,0.0
18-49,Both,1,0.023277366561447056,7.337248870402942e-07,5.796437351211815e-07,7.638222911725461e-08,0.0
18-49,Both,2,0.12797312888979365,4.0870240306329235e-06,2.1429025928980886e-06,2.7534408248749394e-07,0.0
50-64,None,0,0.0,0.0,0.0,0.0,0.038869417897431556
50-64,None,1,0.003704643850113538,0.0028224971333326515,0.0028317450086959217,0.023694526670500895,0.020622106261237633
50-64,None,2,0.09518527087911038,0.10921461146666625,0.02097987413270729,0.13079703619036798,0.027749014017977032
50-64,PreOmicron,0,0.0006583554792943393,0.0021531442938638942,0.0025559244564489617,0.000680775377002994,0.009957722618241637
50-64,PreOmicron,1,0.002371912051498272,0.00372621284045324,0.0038753656217698196,0.0068463386137966546,0.005283053491955634
50-64,PreOmicron,2,0.044086638009547395,0.053068038325489494,0.017547189702994282,0.036284949172545086,0.00710885316702859
50-64,Omicron,0,0.01552354559286767,3.9704046752106625e-07,3.4999952254964344e-07,1.8596214755953736e-08,0.0
50-64,Omicron,1,0.021436832520720872,5.37204340665178e-07,4.25902171988841e-07,2.1202314514564397e-08,0.0
50-64,Omicron,2,0.15333295336189895,3.985079426098512e-06,1.6265778462752378e-06,7.585285702406747e-08,0.0
50-64,Both,0,0.011177561424823998,2.858847025190289e-07,2.5201337790737405e-07,1.339000368571683e-08,0.0
50-64,Both,1,0.015435359842284505,3.8680818628354766e-07,3.0666626125403124e-07,1.526649768361337e-08,0.0
50-64,Both,2,0.11040573781287114,2.869413421150648e-06,1.1711998190254144e-06,5.4617030855660535e-08,0.0
65+,None,0,0.0,0.0,0.0,0.0,0.004057474644469866
65+,None,1,1.7415015223470127e-05,0.005149412396082487,0.0016108292917274103,1.8631892042347322e-05,0.0579429714295886
65+,None,2,0.09246727835428305,0.2758691033801015,0.03381235127053084,0.09601845601022888,0.07423535819978976
65+,PreOmicron,0,3.7829136526899005e-05,0.00010920964825245926,0.00012784617374137525,2.9635035318645883e-05,0.0004801690459953093
65+,PreOmicron,1,0.0006067904542706086,0.0025512849647963288,0.0020794498195586047,0.0004255456338445051,0.006857078294105813
65+,PreOmicron,2,0.022357156760397973,0.05627184050049926,0.01067825603848257,0.012606503478053253,0.008785149446219243
65+,Omicron,0,0.0010855742037837028,2.130865044520847e-08,1.8952863466409908e-08,0.0,0.0
65+,Omicron,1,0.01732093913433644,3.639532987749007e-07,2.782686968165652e-07,0.0,0.0
65+,Omicron,2,0.1531467764453319,3.809089072807274e-06,9.532131464427169e-07,0.0,0.0
65+,Both,0,0.0004001533425282965,7.854578407167242e-09,6.986212126386764e-09,0.0,0.0
65+,Both,1,0.0063846687459744485,1.3415677023400795e-07,1.0257258210819454e-07,0.0,0.0
65+,Both,2,0.05645141002654447,1.4040677451244368e-06,3.513637532667152e-07,0.0,0.0
