age,type,dose,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.0,0.0,0.0,0.0,0.20423505590095725
0-17,None,1,0.0009532086424611919,0.007959756474967116,0.0019041936269476212,0.008939245033828048,0.0001500251538160071
0-17,None,2,0.03685974948273327,0.012263252228614269,0.01544637280345279,0.030531047818073854,0.00017576483413939196
0-17,PreOmicron,0,0.010759185173296309,0.04177520956493588,0.049013143330503675,0.018623471249374097,0.10296456385010366
0-17,PreOmicron,1,0.002039884689101306,0.010525708109651219,0.0037718861524261254,0.00533551511647998,7.563478493477122e-05
0-17,PreOmicron,2,0.04334826143739631,0.022192488884383885,0.02027177359058027,0.01819219256298902,8.861137676640881e-05
0-17,Omicron,0,0.07989435236382508,7.704932854541902e-05,9.98794651757991e-07,2.2255311618090055e-07,0.0
0-17,Omicron,1,0.007787526233775745,7.197856026248752e-06,5.5837608472702606e-08,9.904496537809418e-09,0.0
0-17,Omicron,2,0.03728505017579695,2.2111409696071836e-05,2.425401113305255e-07,3.346093947283579e-08,0.0
0-17,Both,0,0.13192561376015718,0.000127227765886051,1.6492604740506945e-06,3.6749101253989047e-07,0.0
0-17,Both,1,0.01285915897266062,1.1885465567026343e-05,9.220189601281546e-08,1.6354807894124602e-08,0.0
0-17,Both,2,0.06156696916598886,3.651148308922731e-05,4.0049455439636643e-07,5.525240328431628e-08,0.0
18-49,None,0,0.0,0.0,0.0,0.0,0.0773240837660417
18-49,None,1,0.005100360879783562,0.0020008164449521566,0.005495464268948838,0.022024556359309777,0.01315839877110157
18-49,None,2,0.0629011174191989,0.04982778036351504,0.023120851013848483,0.10632148571848594,0.02050668637780844
18-49,PreOmicron,0,0.0029451295156964316,0.010710549802572675,0.01272940400612693,0.003615321010040619,0.029719555487127007
18-49,PreOmicron,1,0.005564750373383296,0.007103663234653938,0.009065773862722332,0.010110145036357715,0.005057438036805277
18-49,PreOmicron,2,0.05618974779725585,0.057356001371368384,0.03465275342487627,0.04679462947762946,0.007881756549568597
18-49,Omicron,0,0.027555940401568065,2.2342646751356528e-05,3.0469630291378756e-07,6.757894769010877e-09,0.0
18-49,Omicron,1,0.0170286823936303,1.2340143022644203e-05,1.6077399385956317e-07,3.0748855576943643e-09,0.0
18-49,Omicron,2,0.09362881198955338,5.7925828568945936e-05,5.928962751634953e-07,1.1084404742072957e-08,0.0
18-49,Both,0,0.03474990874323823,2.8175592063911793e-05,3.842426920060285e-07,8.52216339189686e-09,0.0
18-49,Both,1,0.021474322798381705,1.55617568359595e-05,2.027469044238407e-07,3.87763912131629e-09,0.0
18-49,Both,2,0.11807227860710737,7.3048396364393e-05,7.47682392830437e-07,1.3978185743145012e-08,0.0
50-64,None,0,0.0,0.0,0.0,0.0,0.03888382011408679
50-64,None,1,0.0037060165252459742,0.002823542948202596,0.002832794250164765,0.023703306161553583,0.020629747333791037
50-64,None,2,0.0952205397091506,0.10925507856345704,0.020987647768357206,0.13084550018481328,0.027759295811054317
50-64,PreOmicron,0,0.0010455821308937388,0.003568476485635896,0.004212931946504159,0.001004434566569636,0.009898127297884796
50-64,PreOmicron,1,0.003224633294972073,0.005685275020090469,0.005904543860121489,0.007179026965999404,0.005251435291952889
50-64,PreOmicron,2,0.056081743816990666,0.06897959221425755,0.02534292847198793,0.037404595341694734,0.007066307858417298
50-64,Omicron,0,0.012136438474963887,8.423395759821931e-06,1.1639037582887101e-07,0.0,0.0
50-64,Omicron,1,0.01676025279351236,1.0837645416370435e-05,1.4118084923961356e-07,0.0,0.0
50-64,Omicron,2,0.11989643904520872,6.29000244134763e-05,5.375714619709102e-07,0.0,0.0
50-64,Both,0,0.01081180555135884,7.50402329523664e-06,1.0368693534822812e-07,0.0,0.0
50-64,Both,1,0.014930953143204855,9.6547694052164e-06,1.2577164978862954e-07,0.0,0.0
50-64,Both,2,0.10681032890590263,5.603479427157503e-05,4.788981651230644e-07,0.0,0.0
65+,None,0,0.0,0.0,0.0,0.0,0.003959536858301976
65+,None,1,1.6994658182079507e-05,0.005025117830046151,0.001571947704397913,1.8182162489204278e-05,0.05654436593157574
65+,None,2,0.09023533821207372,0.26921027945029746,0.03299620154225578,0.09370079888679667,0.07244349324078692
65+,PreOmicron,0,6.185215989223348e-05,0.00019644661593033486,0.00022478667521085285,4.812719744021684e-05,0.0005033159525753301
65+,PreOmicron,1,0.0009910603490428135,0.004118698544642541,0.0035192751874885886,0.0006898150945485281,0.007187628861680511
65+,PreOmicron,2,0.030892387036106816,0.07601267102328056,0.01590076340794575,0.013930206479557986,0.009208644120061981
65+,Omicron,0,0.0008917292522052262,5.223701980570333e-07,7.086316500952007e-09,0.0,0.0
65+,Omicron,1,0.014228037439319509,8.34145776076757e-06,1.0404232908892257e-07,0.0,0.0
65+,Omicron,2,0.12581152010081012,6.22699583774455e-05,3.5639839122636323e-07,0.0,0.0
65+,Both,0,0.00044136011110972533,2.585463783819003e-07,3.50736216232038e-09,0.0,0.0
65+,Both,1,0.007042146671270303,4.128592524025621e-06,5.1495601174058165e-08,0.0,0.0
65+,Both,2,0.06227023096220861,3.08204263573291e-05,1.7639887125155505e-07,0.0,0.0
