age,type,dose,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.0,0.0,0.0,0.0,0.27952842417725904
0-17,None,1,0.001304618879280618,0.010894203125252326,0.002606194326047397,0.012234790284250273,0.00020533348032805953
0-17,None,2,0.05044847782387329,0.01678422715253723,0.021140838089507393,0.04178663475483556,0.00024056236034516765
0-17,PreOmicron,0,0.012653505574860972,0.04476833315972209,0.016758674872170684,0.02107233280042066,0.12944791654607665
0-17,PreOmicron,1,0.0022229846184209116,0.010673993115093967,0.002305459183991516,0.006603659521041904,9.508868840031385e-05
0-17,PreOmicron,2,0.04417256631649172,0.022849114535664353,0.015171039572872125,0.02251936958215581,0.00011140296890287383
0-17,Omicron,0,0.05610945890100071,1.1003302887765592e-05,0.0,0.0,0.0
0-17,Omicron,1,0.005468940870816683,1.0211176657434062e-06,0.0,0.0,0.0
0-17,Omicron,2,0.026177195014318134,3.1472254096090614e-06,0.0,0.0,0.0
0-17,Both,0,0.07903296235329182,1.5498699148480564e-05,0.0,0.0,0.0
0-17,Both,1,0.007703275105864995,1.4382949972369194e-06,0.0,0.0,0.0
0-17,Both,2,0.03687188058134142,4.433023454277517e-06,0.0,0.0,0.0
18-49,None,0,0.0,0.0,0.0,0.0,0.10959671396431066
18-49,None,1,0.0072290904105337134,0.0028358940311015005,0.007789097474564311,0.031216910514007042,0.018650298795756134
18-49,None,2,0.08915405702944752,0.0706243220223572,0.03277076392968567,0.15069671557707928,0.02906552954580903
18-49,PreOmicron,0,0.00333693677041114,0.011111267917483212,0.003381962096214201,0.0038346648143345674,0.030912118075951546
18-49,PreOmicron,1,0.005309850550080225,0.007119502969341998,0.004248644928933605,0.010549630685835294,0.0052603788715228335
18-49,PreOmicron,2,0.051391380962525206,0.053277635080459025,0.016948110331379364,0.0487941876034415,0.0081980293820916
18-49,Omicron,0,0.019709786729155913,3.2370611353095508e-06,0.0,0.0,0.0
18-49,Omicron,1,0.012179157201091452,1.786704593284907e-06,0.0,0.0,0.0
18-49,Omicron,2,0.066958820096523,8.363367462815745e-06,0.0,0.0,0.0
18-49,Both,0,0.017511551729984753,2.876031298717356e-06,0.0,0.0,0.0
18-49,Both,1,0.010820814262745851,1.587433204704694e-06,0.0,0.0,0.0
18-49,Both,2,0.05949089444811159,7.430600035124845e-06,0.0,0.0,0.0
50-64,None,0,0.0,0.0,0.0,0.0,0.0495499245294575
50-64,None,1,0.004722602835628637,0.0035980605706597032,0.0036098495695975575,0.030205289191174593,0.026288631632692884
50-64,None,2,0.12134020120449335,0.13922451244233627,0.026744706665181486,0.1667373380535678,0.035373865232195156
50-64,PreOmicron,0,0.0012035241659463178,0.003913509180495363,0.0010826945175955293,0.0011473045411064461,0.011066685029959764
50-64,PreOmicron,1,0.003302272782606533,0.005996779568367409,0.002203125206035559,0.00805426360208581,0.005871411690540358
50-64,PreOmicron,2,0.054032733395355845,0.0664321994997892,0.011593168158540182,0.04191959370344065,0.00790054532947307
50-64,Omicron,0,0.007991391856642768,1.2059172005586878e-06,0.0,0.0,0.0
50-64,Omicron,1,0.011035580040200702,1.5503380559348979e-06,0.0,0.0,0.0
50-64,Omicron,2,0.07893651401633839,8.958126914786331e-06,0.0,0.0,0.0
50-64,Both,0,0.005620676154455417,8.481714043084551e-07,0.0,0.0,0.0
50-64,Both,1,0.0077617795116604795,1.0904168258367488e-06,0.0,0.0,0.0
50-64,Both,2,0.05551931253110397,6.300620873280199e-06,0.0,0.0,0.0
65+,None,0,0.0,0.0,0.0,0.0,0.004580711916348471
65+,None,1,1.9660792672177623e-05,0.005813462015610324,0.0018185560178116632,2.103459352945624e-05,0.06541508769695205
65+,None,2,0.1043915245181075,0.3114441863310047,0.0381726699378839,0.10840064921537032,0.08380848180620092
65+,PreOmicron,0,6.890289358200095e-05,0.0002145224084710888,5.2864568340073145e-05,5.0664939322822386e-05,0.0005912118136949311
65+,PreOmicron,1,0.0011032865459443789,0.004303611771964626,0.001030992224736312,0.0007264707159780624,0.008442830142253787
65+,PreOmicron,2,0.030441923862348397,0.07261032070572317,0.008007747390523103,0.016116710619880657,0.0108167825081566
65+,Omicron,0,0.000542752779357649,7.212670077529436e-08,0.0,0.0,0.0
65+,Omicron,1,0.008659922155255418,1.150511970538966e-06,0.0,0.0,0.0
65+,Omicron,2,0.07656973117391175,8.531451348883397e-06,0.0,0.0,0.0
65+,Both,0,0.00022621282556245897,3.0061540726124685e-08,0.0,0.0,0.0
65+,Both,1,0.003609351318679082,4.795195411197561e-07,0.0,0.0,0.0
65+,Both,2,0.031913342317487596,3.555806232929182e-06,0.0,0.0,0.0
