age,type,dose,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.0,0.0,0.0,0.0,0.3094989029815599
0-17,None,1,0.0014444975073101445,0.012062257804543454,0.0028856252713567784,0.01354658003861408,0.00022734892558411344
0-17,None,2,0.05585746275905414,0.01858379843263967,0.023407516484492172,0.046266914192996354,0.000266354975686731
0-17,PreOmicron,0,0.018639842119054596,0.03357391604500028,0.013114386861904512,0.020670528120839245,0.035030415778980126
0-17,PreOmicron,1,0.0022946648670616287,0.00579766826105453,0.0012252447000443364,0.0024531806407404985,2.5732328332648115e-05
0-17,PreOmicron,2,0.0271744488184813,0.013734999216524841,0.007176281601070519,0.008344509350492848,3.014720069512574e-05
0-17,Omicron,0,0.12374211928620346,2.767294571167472e-05,0.0,0.0,0.0
0-17,Omicron,1,0.012061054213699357,2.5680774234405774e-06,0.0,0.0,0.0
0-17,Omicron,2,0.05773101627136654,7.915168635351503e-06,0.0,0.0,0.0
0-17,Both,0,0.08508129917590784,1.9027071677413573e-05,0.0,0.0,0.0
0-17,Both,1,0.008292812244141117,1.7657315458230004e-06,0.0,0.0,0.0
0-17,Both,2,0.03969408230153839,5.442228035019496e-06,0.0,0.0,0.0
18-49,None,0,0.0,0.0,0.0,0.0,0.11530456340338799
18-49,None,1,0.00760558490705886,0.002983588752678429,0.008194757407631167,0.03284270218897572,0.019621615303974122
18-49,None,2,0.09379724308859086,0.07430247059323315,0.03447748103595864,0.15854507281667246,0.030579276267891923
18-49,PreOmicron,0,0.004885317510238407,0.00828142230977235,0.0029774095700342996,0.00482723331960179,0.009267707972749659
18-49,PreOmicron,1,0.004691059702020502,0.005012712693982171,0.0025680816608108356,0.004836183911166546,0.0015771049750622837
18-49,PreOmicron,2,0.03722056013648479,0.03239758305964882,0.009988436415641337,0.020660906424821192,0.002457836828863354
18-49,Omicron,0,0.03620619311984471,7.086087268037845e-06,0.0,0.0,0.0
18-49,Omicron,1,0.02237276361421235,3.911184911560283e-06,0.0,0.0,0.0
18-49,Omicron,2,0.12300195219578264,1.8307825901012334e-05,0.0,0.0,0.0
18-49,Both,0,0.017640729345848257,3.45255153456059e-06,0.0,0.0,0.0
18-49,Both,1,0.01090067288572908,1.905645098285229e-06,0.0,0.0,0.0
18-49,Both,2,0.059930193172047966,8.920114869896445e-06,0.0,0.0,0.0
50-64,None,0,0.0,0.0,0.0,0.0,0.05137537639679648
50-64,None,1,0.004896586635742679,0.003730615492788899,0.00374283880621521,0.03131807194677225,0.02725712214321137
50-64,None,2,0.12581045416603623,0.14435363521357547,0.027729999280397606,0.1728800514480973,0.03667706173463828
50-64,PreOmicron,0,0.0017739435794548323,0.0029072069074940446,0.000971765950489749,0.0016338683500608465,0.0035893661300061574
50-64,PreOmicron,1,0.003317203744767497,0.004187380541013295,0.001559273581905617,0.004050893580180423,0.001904332345259164
50-64,PreOmicron,2,0.03981173052070746,0.03900272057670803,0.00730754402373042,0.018742802554745978,0.0025624610926775508
50-64,Omicron,0,0.013784784395725967,2.5074615258089836e-06,0.0,0.0,0.0
50-64,Omicron,1,0.019035910105440965,3.2236152079539613e-06,0.0,0.0,0.0
50-64,Omicron,2,0.13616291235705336,1.8626617624936618e-05,0.0,0.0,0.0
50-64,Both,0,0.005537937538158092,1.0073545519921372e-06,0.0,0.0,0.0
50-64,Both,1,0.007647539353507067,1.295064119700029e-06,0.0,0.0,0.0
50-64,Both,2,0.05470246628455473,7.48310905653604e-06,0.0,0.0,0.0
65+,None,0,0.0,0.0,0.0,0.0,0.004803013767134704
65+,None,1,2.0614930517727527e-05,0.006095589202201849,0.0019068105022456562,2.2055401901064513e-05,0.06858968049604867
65+,None,2,0.10945764295789584,0.3265585659956362,0.040025188789016515,0.11366133039049532,0.0878757056258455
65+,PreOmicron,0,9.526822588730187e-05,0.00014702553700287493,4.633693780487178e-05,7.80340012048092e-05,0.00017672406984816302
65+,PreOmicron,1,0.0015219807922524826,0.002727367971214248,0.0007814653561342182,0.0011155383394428832,0.0025237169982292337
65+,PreOmicron,2,0.02365221494303496,0.037862356322072736,0.004453452501551681,0.007456450457697268,0.0032333349625693463
65+,Omicron,0,0.0008030047503962154,1.278865383235316e-07,0.0,0.0,0.0
65+,Omicron,1,0.012812387043488116,2.0399518019048462e-06,0.0,0.0,0.0
65+,Omicron,2,0.11328568386720739,1.5126960864097129e-05,0.0,0.0,0.0
65+,Both,0,0.00017838274786691498,2.840923681968621e-08,0.0,0.0,0.0
65+,Both,1,0.0028461958742138967,4.531632070175185e-07,0.0,0.0,0.0
65+,Both,2,0.02516574350555714,3.360364735677465e-06,0.0,0.0,0.0
