age,type,dose,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.0,0.0,0.0,0.0,0.21142025749783205
0-17,None,1,0.0009867435134937555,0.008239788983012176,0.001971185138413399,0.009253736967686187,0.00015530319469892438
0-17,None,2,0.038156513790287665,0.01269468619134518,0.015989792257295788,0.03160516182151443,0.00018194842373600483
0-17,PreOmicron,0,0.008722894437711032,0.024980219541212142,0.012251648550678876,0.011685762890043387,0.14586523363109732
0-17,PreOmicron,1,0.0017592983073999931,0.008935994358912309,0.0021284086445795534,0.0069044959758776375,0.00010714837379595324
0-17,PreOmicron,2,0.03922309850731853,0.017340745388430882,0.014684276517996626,0.023562316143620175,0.0001255317236444779
0-17,Omicron,0,0.09109935125390535,1.716635267791145e-05,2.577761361021288e-07,3.447436054930117e-07,0.0
0-17,Omicron,1,0.00887937524207983,1.6165372434753661e-06,1.708967731135912e-08,1.5342458041621e-08,0.0
0-17,Omicron,2,0.04250129224267951,4.946193093948462e-06,8.432552380219141e-08,5.1832322615839454e-08,0.0
0-17,Both,0,0.1333289679787566,2.512391202574212e-05,3.7726971403185443e-07,5.045514430673665e-07,0.0
0-17,Both,1,0.012995459583713271,2.365892176016511e-06,2.5011693361711008e-08,2.2454540771046496e-08,0.0
0-17,Both,2,0.062203005339591465,7.239028725921148e-06,1.2341509470773832e-07,7.585948733104264e-08,0.0
18-49,None,0,0.0,0.0,0.0,0.0,0.07703254879966655
18-49,None,1,0.005081130990916228,0.0019932727673992864,0.005474744721909499,0.021941517182058504,0.013108787664749617
18-49,None,2,0.06266396135787067,0.04963991470038245,0.023033678477239018,0.10592062185752268,0.02042937002522533
18-49,PreOmicron,0,0.0024423586164965786,0.006224770309433256,0.002610842638978751,0.002183846849009878,0.037733868117402675
18-49,PreOmicron,1,0.0047249764680472005,0.00453623580734854,0.004210477671293073,0.011741566747223774,0.00642125014202877
18-49,PreOmicron,2,0.04795650082868079,0.043487981732692964,0.016998906158887057,0.05546647325460301,0.01000718743265586
18-49,Omicron,0,0.03433285423074186,4.897465795551222e-06,6.814452589074574e-08,5.9466495624599885e-08,0.0
18-49,Omicron,1,0.02121506624250046,2.7064714351015094e-06,4.007558130575353e-08,2.7057637742639882e-08,0.0
18-49,Omicron,2,0.11663634939256112,1.2735471120335519e-05,1.4992898083797967e-07,9.753787660594966e-08,0.0
18-49,Both,0,0.03682961004098958,5.2536195862716906e-06,7.310013604220092e-08,6.379102155733887e-08,0.0
18-49,Both,1,0.022757869516290743,2.9032916072737525e-06,4.298996004635358e-08,2.902532483883893e-08,0.0
18-49,Both,2,0.12511838473616518,1.3661620787422268e-05,1.6083212485029894e-07,1.0463103170742884e-07,0.0
50-64,None,0,0.0,0.0,0.0,0.0,0.03409812606257954
50-64,None,1,0.0032498920707139966,0.0024760304699599244,0.0024841431517803707,0.020785980369859902,0.018090705161243406
50-64,None,2,0.08350110552983495,0.09580831901040916,0.018404556374932907,0.11474146179394293,0.024342772011509625
50-64,PreOmicron,0,0.0009227297538295137,0.0021991438416123043,0.0008467051765260799,0.0006612754909402483,0.014404653977328555
50-64,PreOmicron,1,0.003000448513413355,0.003982732858404488,0.0021246432467301223,0.009534924397938894,0.007642365670633265
50-64,PreOmicron,2,0.053467080775639185,0.061047329999878,0.012042548067787104,0.051169499631275865,0.010283533090095762
50-64,Omicron,0,0.014739302050731743,1.7899656261784053e-06,2.3917591638775552e-08,1.6339776874750182e-08,0.0
50-64,Omicron,1,0.020353957153690344,2.3041192753555872e-06,3.020229772197899e-08,1.8629656246863013e-08,0.0
50-64,Omicron,2,0.14558933336826405,1.3409831045488025e-05,1.1928746196783573e-07,6.664898073887748e-08,0.0
50-64,Both,0,0.013702296032849627,1.6640298715707451e-06,2.2234833094491167e-08,1.519016701590848e-08,0.0
50-64,Both,1,0.018921923534768494,2.1420094586059295e-06,2.8077369120627347e-08,1.7318938441326663e-08,0.0
50-64,Both,2,0.13534617434196264,1.246636198263216e-05,1.1089481111552565e-07,6.195979030950474e-08,0.0
65+,None,0,0.0,0.0,0.0,0.0,0.003232720962153908
65+,None,1,1.3875104517503898e-05,0.004102702999827626,0.001283399669525011,1.484462954117966e-05,0.04616503484629659
65+,None,2,0.0736716640870758,0.21979381547656676,0.026939391200123668,0.07650100190298931,0.059145705053893084
65+,PreOmicron,0,6.38949557229608e-05,0.0001418511539033518,5.3060475258306115e-05,4.179360351051372e-05,0.0008179596003086901
65+,PreOmicron,1,0.00102400619128898,0.0034211729432784043,0.0011203661462980293,0.0006007836441684944,0.011680913352309205
65+,PreOmicron,2,0.03304903513679095,0.078841272199447,0.009833240760337578,0.02111035701094859,0.014965348952859845
65+,Omicron,0,0.0012203621799646452,1.28796190160582e-07,1.6501924001589715e-09,1.1220587612389824e-09,0.0
65+,Omicron,1,0.01947155649929793,2.057980210241392e-06,2.467382533459304e-08,1.6028769252109973e-08,0.0
65+,Omicron,2,0.17216388205020786,1.5423044646866067e-05,9.234509472473372e-08,4.708218796365768e-08,0.0
65+,Both,0,0.0007560903188198362,7.979725533948937e-08,1.0223968903939759e-09,6.951852330792082e-10,0.0
65+,Both,1,0.012063841049137672,1.275046817110808e-06,1.528697035193101e-08,9.930820090203498e-09,0.0
65+,Both,2,0.10666623942113107,9.55553600043502e-06,5.721353321019392e-08,2.9170345568402257e-08,0.0
