age,type,dose,percent,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.21558365571772553,0.0,0.0,0.0,0.0,0.21558365571772553
0-17,None,1,0.02101255684298933,0.0010061749825317377,0.008402051214598583,0.0020100027464963668,0.009435966392976813,0.00015836150638582553
0-17,None,2,0.10057033863114954,0.03890791180423365,0.012944676587330256,0.016304671604281597,0.03222754718810344,0.0001855314472005497
0-17,PreOmicron,0,0.2677922549534676,0.01884265447245721,0.06115239426276804,0.023105478200418368,0.05272845660512596,0.11196327141269796
0-17,PreOmicron,1,0.02610123648097767,0.002998461112177106,0.012994120016103193,0.0027792201241540484,0.00724719025379433,8.224497474899279e-05
0-17,PreOmicron,2,0.12492578657601358,0.053719848110298576,0.028767390154744638,0.01767708894590899,0.024665103694176377,9.635567088492359e-05
0-17,Omicron,0,0.051982928640572315,0.05192127861334211,5.814140123667584e-05,3.018794263902024e-07,3.2067465671443854e-06,0.0
0-17,Omicron,1,0.005066683925034092,0.005060962739991706,5.532324453645973e-06,4.614764534524118e-08,1.4271294339503628e-07,0.0
0-17,Omicron,2,0.024250172022625152,0.02423253854164393,1.684059914484778e-05,3.1074635955013967e-07,4.821354768212889e-07,0.0
0-17,Both,0,0.10403927107507363,0.10391588395429137,0.00011636491367717874,6.041851872440448e-07,6.4180219178302015e-06,0.0
0-17,Both,1,0.010140523362450868,0.01012907291252314,1.107246202859946e-05,9.236046350421725e-08,2.856274356233415e-07,0.0
0-17,Both,2,0.04853459177192075,0.0484992999067685,3.3704981718363253e-05,6.219315760442952e-07,9.64951857844531e-07,0.0
18-49,None,0,0.08477003676402652,0.0,0.0,0.0,0.0,0.08477003676402652
18-49,None,1,0.05238055174538931,0.005591502132727915,0.002193485849891827,0.006024652157841322,0.024145419659146322,0.014425491945781905
18-49,None,2,0.28797259439321776,0.06895820521142136,0.05462596603233228,0.025347282437768313,0.11655975491972326,0.022481385791972525
18-49,PreOmicron,0,0.06681873830152216,0.005598409893494396,0.01661325318147565,0.0052760576411138805,0.012278086755885669,0.027052930829552575
18-49,PreOmicron,1,0.041288201736982,0.007497476941611812,0.01032396999055758,0.005570888995024618,0.013292212789348213,0.0046036530204398175
18-49,PreOmicron,2,0.22699017432697907,0.06881951233803532,0.07166737571321755,0.021991935812896272,0.05733679447583989,0.0071745559869901155
18-49,Omicron,0,0.020291240140898278,0.02027018669765063,2.0184745319675533e-05,8.639210667886996e-08,7.823058212915504e-07,0.0
18-49,Omicron,1,0.012538231605786994,0.012526611101205008,1.1163502611522476e-05,1.0104779333973987e-07,3.5595417712337344e-07,0.0
18-49,Omicron,2,0.0689314442919999,0.06887704998961341,5.2709699099489805e-05,4.014530380495081e-07,1.283150248956086e-06,0.0
18-49,Both,0,0.027521099983833074,0.027492545104358036,2.7376660580313116e-05,1.1717400164866903e-07,1.0610448930770133e-06,0.0
18-49,Both,1,0.017005659745153653,0.016989898802685737,1.5141108646299374e-05,1.370515751791587e-07,4.827822464399515e-07,0.0
18-49,Both,2,0.09349202696421133,0.09341825172799438,7.149040122545203e-05,5.444925555193272e-07,1.740342435976781e-06,0.0
50-64,None,0,0.04365552530920978,0.0,0.0,0.0,0.0,0.04365552530920978
50-64,None,1,0.060284745736346096,0.004160807702009012,0.0031700396276713406,0.003180426221523684,0.026612104443739324,0.023161367741402733
50-64,None,2,0.43119973689606356,0.10690571731462861,0.12266253247218316,0.02356318863846321,0.14690246555391673,0.03116583291687164
50-64,PreOmicron,0,0.02064053762788899,0.0020172496229328416,0.005507337991056326,0.0014920720771458308,0.0035699677316313,0.008053910205122694
50-64,PreOmicron,1,0.028502911233924986,0.004560643798529611,0.00803269631871399,0.002656706534922361,0.0089798756600628,0.00427298892169623
50-64,PreOmicron,2,0.20387326304057563,0.06553061609787933,0.07776409503152922,0.013165443234331158,0.04166339388122928,0.0057497147956065905
50-64,Omicron,0,0.009261104417853553,0.009252682659716231,8.167625265411314e-06,2.947418123569908e-08,2.2465869067537485e-07,0.0
50-64,Omicron,1,0.012788835344750062,0.012778008256346214,1.0518826707633418e-05,5.21190198348615e-08,2.561426763801233e-07,0.0
50-64,Omicron,2,0.09147492236230083,0.09141236153457168,6.138706590807643e-05,2.5739234660326236e-07,9.163694744683232e-07,0.0
50-64,Both,0,0.00802059670931166,0.00801330303001002,7.073587055163755e-06,2.552616948935061e-08,1.9456607698704724e-07,0.0
50-64,Both,1,0.011075794641110914,0.011066417821057365,9.109849438088723e-06,4.5137774083852216e-08,2.2183284137561332e-07,0.0
50-64,Both,2,0.07922202668066403,0.07916784575942866,5.3164382626702994e-05,2.2291512059709694e-07,7.936234880653429e-07,0.0
65+,None,0,0.004155515700699616,0.0,0.0,0.0,0.0,0.004155515700699616
65+,None,1,0.06630355949379378,1.7835815508468414e-05,0.005273838023969677,0.0016497518775732715,1.908209581081206e-05,0.05934305168093161
65+,None,2,0.5862335517768574,0.09470157195582155,0.28253494867710194,0.03462936158424707,0.09833855697687874,0.07602911258280742
65+,PreOmicron,0,0.0011294961347222345,0.0001250610440704559,0.00031835795893675825,7.723767846494131e-05,0.00018919494972640625,0.0004196445035236728
65+,PreOmicron,1,0.01802173774820716,0.001999729490481649,0.005948924066709124,0.0013757258664394685,0.002704603813739291,0.005992754510837614
65+,PreOmicron,2,0.15934208374305242,0.04053325127331353,0.08430334771364857,0.008958254461343379,0.017869434925622006,0.007677795369124981
