age,type,dose,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.0,0.0,0.0,0.0,0.20818202195856542
0-17,None,1,0.0009716299763552009,0.008113583586061882,0.0019409933211995268,0.00911200135410576,0.00015292448070818558
0-17,None,2,0.03757208644887502,0.012500246999608425,0.015744883305968835,0.031121078794438577,0.0001791615959313818
0-17,PreOmicron,0,0.0074987914754499835,0.015633314801105257,0.02030037149024277,0.00931398480755014,0.10199467760021289
0-17,PreOmicron,1,0.0014181054159419742,0.006580053130873342,0.002130509099244404,0.004878754703782276,7.4922334600611e-05
0-17,PreOmicron,2,0.0300720770944352,0.012373964533094379,0.013005807912331168,0.016647519939872343,8.777669197101901e-05
0-17,Omicron,0,0.1314742868289037,1.4128341057556284e-05,4.303288431468118e-07,7.806202106712298e-07,0.0
0-17,Omicron,1,0.012814637316527499,1.3583193087889745e-06,3.04416720641302e-08,3.474069609365811e-08,0.0
0-17,Omicron,2,0.06133586668894823,4.113777259969552e-06,1.5628461801432152e-07,1.1736652386080574e-07,0.0
0-17,Both,0,0.14496840846641995,1.55784310893439e-05,4.744964891072089e-07,8.607406990919767e-07,0.0
0-17,Both,1,0.014129892784807103,1.4977330787167673e-06,3.356611286233232e-08,3.830637566619599e-08,0.0
0-17,Both,2,0.0676311938271,4.5360028682964345e-06,1.723251967192853e-07,1.2941266753916025e-07,0.0
18-49,None,0,0.0,0.0,0.0,0.0,0.09040900644364612
18-49,None,1,0.00596345326302826,0.002339398258006574,0.006425416769314737,0.025751592011514564,0.015385087043307934
18-49,None,2,0.07354535938985633,0.05825972836080363,0.027033403649738635,0.12431340171459093,0.023976865299544962
18-49,PreOmicron,0,0.0018068786814855868,0.0027594648475370675,0.003977509484198609,0.0007586673849411442,0.023829563066967426
18-49,PreOmicron,1,0.0031827313273453234,0.0022622531653628936,0.003839974900274285,0.007132677019726339,0.004055125881930933
18-49,PreOmicron,2,0.031620387860431295,0.025537250308340798,0.01506548047907498,0.03401029561398345,0.006319704709506226
18-49,Omicron,0,0.046519288794102075,2.8176413746660083e-06,1.0405592180889935e-07,4.584480322754427e-09,0.0
18-49,Omicron,1,0.02874509047261649,1.5580158779733466e-06,5.5067245142125036e-08,2.085968014567777e-09,0.0
18-49,Omicron,2,0.15803322242027376,7.349750162982252e-06,2.031589660747732e-07,7.519536359533616e-09,0.0
18-49,Both,0,0.02933596483563937,1.7768592433236932e-06,6.561968040046498e-08,2.891062116905272e-09,0.0
18-49,Both,1,0.01812721099486935,9.825149995712894e-07,3.472647172735209e-08,1.3154518461036145e-09,0.0
18-49,Both,2,0.09965881198879606,4.634894855901545e-06,1.2811598025913966e-07,4.741965321094025e-09,0.0
50-64,None,0,0.0,0.0,0.0,0.0,0.04138834372481681
50-64,None,1,0.003944722646763893,0.003005408566316639,0.003015255748625087,0.02523004632648059,0.02195851825005592
50-64,None,2,0.10135373570759688,0.11629224525776573,0.022339471205851516,0.13927331524025646,0.02954728401725521
50-64,PreOmicron,0,0.000683239572789665,0.0009807899686436468,0.0014175512757441098,0.00023771591957641404,0.008393799076983075
50-64,PreOmicron,1,0.0019947540226631743,0.0019906239385194214,0.0023483112880306667,0.005387831271333204,0.004453316408231094
50-64,PreOmicron,2,0.03375901233351255,0.0355214655706139,0.011206118456175152,0.029215075069142057,0.005992362655543571
50-64,Omicron,0,0.018891491603198845,1.0250800158009763e-06,3.8295320695902254e-08,7.29920291515975e-10,0.0
50-64,Omicron,1,0.026087721711053277,1.3206859484358927e-06,4.650517809226654e-08,8.322123504370396e-10,0.0
50-64,Omicron,2,0.18659997583606594,7.72443467849906e-06,1.7726832184351034e-07,2.977301576580304e-09,0.0
50-64,Both,0,0.009583229020578317,5.200000488143243e-07,1.9426355332534036e-08,3.702721557031756e-10,0.0
50-64,Both,1,0.013233714787232799,6.699542933908807e-07,2.3591031436898697e-08,4.221626177279456e-10,0.0
50-64,Both,2,0.09465797308289851,3.918432071611499e-06,8.992423478261983e-08,1.5103181617944158e-09,0.0
65+,None,0,0.0,0.0,0.0,0.0,0.0040143162040442715
65+,None,1,1.7229775643955477e-05,0.0050946392606727444,0.0015936952647489365,1.84337088192379e-05,0.0573266451430068
65+,None,2,0.09148372482065603,0.2729347460995896,0.03345269693481061,0.09499712940277287,0.07344573347873203
65+,PreOmicron,0,4.256820628645449e-05,5.479917670032992e-05,7.914268685843582e-05,1.1024664550441877e-05,0.0004535025441296183
65+,PreOmicron,1,0.0006817680370070611,0.0015640970989569058,0.0013464030937830492,0.00015957138382919118,0.006476265968430097
65+,PreOmicron,2,0.019643981289324413,0.043446182580644484,0.007851460472108641,0.011194550614393292,0.00829726042869132
65+,Omicron,0,0.0012820500552537357,5.767333472541901e-08,2.174950173020237e-09,0.0,0.0
65+,Omicron,1,0.02045582048111849,9.227227955104449e-07,3.193293463860671e-08,0.0,0.0
65+,Omicron,2,0.18086477811820972,6.9697216716326895e-06,1.093866951268372e-07,0.0,0.0
65+,Both,0,0.00039046471925323535,1.756515072065708e-08,6.624088546449506e-10,0.0,0.0
65+,Both,1,0.006230081398556408,2.810270128074211e-07,9.72558310613524e-09,0.0,0.0
65+,Both,2,0.05508467826300939,2.122717755547103e-06,3.331511513744015e-08,0.0,0.0
