age,type,dose,tslie_group_0,tslie_group_1,tslie_group_2,tslie_group_3,tslie_group_4
0-17,None,0,0.0,0.0,0.0,0.0,0.3268728466209586
0-17,None,1,0.0015255854143672938,0.012739381326601695,0.0030476119225080573,0.014307027057424704,0.00024011132112582417
0-17,None,2,0.05899306162698761,0.019627013330864588,0.024721514266785115,0.0488641407156568,0.00028130700392035125
0-17,PreOmicron,0,0.016316551987070566,0.04261573160492249,0.015257434054660906,0.028099641247056717,0.06804508196656252
0-17,PreOmicron,1,0.0023091797989004477,0.008296515914349281,0.0017176787640294914,0.004228837643500431,4.9983945427110716e-05
0-17,PreOmicron,2,0.035408415214835065,0.018878306498622863,0.010719346939177657,0.014396833382509773,5.855964586047408e-05
0-17,Omicron,0,0.07312990883442087,5.929567867770656e-05,2.8117221904694296e-07,2.5464200989179183e-06,0.0
0-17,Omicron,1,0.007128132548225711,5.612900299617868e-06,3.887644804475818e-08,1.1332579604520179e-07,0.0
0-17,Omicron,2,0.03412650535959338,1.712985941999515e-05,2.561261948982619e-07,3.8285515954333436e-07,0.0
0-17,Both,0,0.06894022663062258,5.58985727100153e-05,2.650635945303898e-07,2.4005332635331443e-06,0.0
0-17,Both,1,0.006719755038126041,5.2913318897590775e-06,3.66491792690128e-08,1.0683325313780005e-07,0.0
0-17,Both,2,0.03217136532917646,1.614847344113364e-05,2.4145248098564817e-07,3.609210224148048e-07,0.0
18-49,None,0,0.0,0.0,0.0,0.0,0.12358009068695347
18-49,None,1,0.008151445569881434,0.0031977239906685363,0.008782903587689996,0.03519985675431623,0.02102987884535357
18-49,None,2,0.10052916783980195,0.0796352354420922,0.036951965363031705,0.16992401600020576,0.032773982423461065
18-49,PreOmicron,0,0.004153289364428395,0.010141672105359802,0.0029908330788689986,0.005861324433474111,0.017814475557927506
18-49,PreOmicron,1,0.004994280072535198,0.00628774154104309,0.003256060246236107,0.0077411151394424765,0.0030315260378448545
18-49,PreOmicron,2,0.0440517465589993,0.04338635270347637,0.012879262115927416,0.03410894050235946,0.004724477102850432
18-49,Omicron,0,0.02138673642520517,1.614376414072908e-05,6.395880436572183e-08,4.329671230695067e-07,0.0
18-49,Omicron,1,0.013216251203926603,8.923452320914386e-06,6.441846033119171e-08,1.9700282398415694e-07,0.0
18-49,Omicron,2,0.07266649539433619,4.202972933853186e-05,2.534931889994871e-07,7.101594499696177e-07,0.0
18-49,Both,0,0.013445591040786232,1.014939568990693e-05,4.0210152211238975e-08,2.72201366078345e-07,0.0
18-49,Both,1,0.008308902548163844,5.610070101091572e-06,4.049913254036869e-08,1.2385337119735684e-07,0.0
18-49,Both,2,0.04568457571151123,2.642359923484271e-05,1.5936820294352786e-07,4.464689398232752e-07,0.0
50-64,None,0,0.0,0.0,0.0,0.0,0.054247539203855576
50-64,None,1,0.005170332445566074,0.0039391771777305355,0.003952083840820914,0.03306892240749858,0.028780943435391337
50-64,None,2,0.13284394243489167,0.15242378810008675,0.029280256975013724,0.18254498606612662,0.03872750885492461
50-64,PreOmicron,0,0.0015096806486394618,0.0035732797182506312,0.0009206039176122782,0.0019127444035035778,0.0069237869886718895
50-64,PreOmicron,1,0.003355268468961694,0.00530235367531351,0.0017604530452597197,0.006401491469279261,0.00367340389267834
50-64,PreOmicron,2,0.04755575530153078,0.053959450791345426,0.009021529125139469,0.031100771582308832,0.00494291586030772
50-64,Omicron,0,0.008177488159485902,6.002029205954741e-06,2.1111973895443814e-08,9.882661209043441e-08,0.0
50-64,Omicron,1,0.011293032515252363,7.724972335508747e-06,3.280849466718294e-08,1.1267631286519741e-07,0.0
50-64,Omicron,2,0.0807866860201346,4.4922930915428925e-05,1.508516676615928e-07,4.031078891831305e-07,0.0
50-64,Both,0,0.004303297450028554,3.1584902935042236e-06,1.1109903390559519e-08,5.200622728024393e-08,0.0
50-64,Both,1,0.00594281239889074,4.065166846420211e-06,1.7265046269347293e-08,5.9294453305806625e-08,0.0
50-64,Both,2,0.04251294935149848,2.364011176609611e-05,7.93837403515725e-08,2.1213031651973853e-07,0.0
65+,None,0,0.0,0.0,0.0,0.0,0.004816787773803401
65+,None,1,2.067404968835511e-05,0.00611307003619305,0.0019122788231473334,2.2118652032668286e-05,0.06878638089341604
65+,None,2,0.10977154384953157,0.3274950654694716,0.04013997239031876,0.11398728655024758,0.08812771418005566
65+,PreOmicron,0,8.70591323909837e-05,0.0001960322254412459,4.3257969395459666e-05,9.954960355210756e-05,0.0003991750307277384
65+,PreOmicron,1,0.0013922443992509174,0.003814801226370477,0.0008331149329085743,0.0014239132771577093,0.005700439171539048
65+,PreOmicron,2,0.02910063576943369,0.060037105611498734,0.006331657672231793,0.013623466485858207,0.007303286893209275
65+,Omicron,0,0.0005129633796601573,3.5719974397474796e-07,1.0723510763445418e-09,4.413696906060658e-09,0.0
65+,Omicron,1,0.008184616995793217,5.704749485490861e-06,1.7496664973925484e-08,6.30502890756629e-08,0.0
65+,Omicron,2,0.07237385503166913,4.26240953927339e-05,9.071357793685954e-08,1.8520109153312183e-07,0.0
65+,Both,0,0.0001726364712121464,1.202146308349276e-07,3.608969237595807e-10,1.4854180416681768e-09,0.0
65+,Both,1,0.0027545112427183414,1.9199183789238923e-06,5.888456406148929e-09,2.1219408336983926e-08,0.0
65+,Both,2,0.02435722984546077,1.4345026777713721e-05,3.052941517272178e-08,6.232893842850518e-08,0.0
