"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location"
"0-17",1,-14.5478532115492,0.132932228387629,0.00216100992269583,-8.60779670908838e-05,0.000156869646042837,-7.86142092656418e-05,1.31544966086056e-06,1.36387573423732e-06,5.23555920650578e-05,-8.86174910378743e-05,4.924970606356e-05,-8.76323011101802e-06,1.19124741073066e-05,4.22564411175825e-05,-0.000204209585164606,0.000297812358850021,-0.000222303511210971,8.73634681416473e-05,-4.47158791856645e-06,-3.29282084238578e-05,4.90870096910826e-05,-9.82210639771611e-06,-8.72843163698026e-05,0.000130483175271997,-6.08050386920472e-05,1.57294161965773e-06,2.48230424903466e-06,1.43462269117257e-06,-6.7319147014544e-06,-5.73813856400145e-05,0.000220258284261983,-0.000274911111858675,0.000144183527315195,-2.971471560913e-05,3.12637381591302e-06,-4.95172715173352e-07,24.1666666666667,48.3333333333333,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"18-49",1,-8.59259502472793,0.318073148057563,-0.01689291995256,0.000280950037218003,-0.000361170834391672,0.000141344000517196,-0.000108665970221877,5.68989194754024e-05,-2.28253609522137e-06,-1.91950871872868e-05,2.40099485239181e-06,1.77210936022526e-05,-1.07635790967496e-05,7.93875601309802e-07,1.29026153142751e-05,-1.17623257924533e-05,9.32024220734806e-07,1.78158102752022e-05,-5.3170236761232e-05,5.28773542312475e-05,-1.72790628744388e-05,1.90231966314376e-06,-8.43352279222107e-06,-6.47826749518605e-05,0.000253334083131321,-0.000336177753917387,0.000211838786107253,-7.17084051422409e-05,1.45347324607542e-05,-8.52491817962146e-07,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,290,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1
"50-64",1,-8.54735181403726,0.281799384443959,-0.0126369131717191,0.000187812368378082,-0.000196574566525215,1.51242129802991e-05,-1.5772357046347e-06,-2.25945098772034e-05,2.14395440264388e-05,-6.10635363128002e-07,-5.0692676839638e-06,1.410364431802e-05,-3.17878383461672e-06,-3.07372163922558e-05,2.6300141304335e-05,-1.48716183704788e-05,6.11640761252829e-06,4.79782383594221e-05,-0.000105713959491194,8.85468081226927e-05,-2.59645457413672e-05,1.93197262161702e-06,-8.11214285908823e-06,-6.14429266158657e-05,0.000233183407481773,-0.000303882942956013,0.000189481326240504,-6.38654739268198e-05,1.29438758834427e-05,-7.64205036753015e-07,0,0,0,0,0,0,24.1666666666667,96.6666666666667,169.166666666667,193.333333333333,217.5,265.833333333333,290,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1
"65+",1,-9.55139498401195,0.182863470721668,-0.00161290507046488,-5.71491823930329e-07,3.0871224636198e-06,1.22222875852613e-05,-1.2181826052807e-05,-1.0455642459844e-05,2.37351341766727e-06,1.82205672753551e-05,-1.7981764304263e-05,6.14641578304869e-06,9.40571502813199e-07,2.18634440387469e-05,-6.76360268255212e-05,5.56943131760359e-05,-2.80211661063821e-06,-4.10532015462876e-05,5.84383675905933e-05,-9.18388567225611e-06,-7.4415269228227e-05,9.2019118216288e-05,-3.49877503751096e-05,2.67042843683764e-06,1.52599670597917e-05,-0.000123995679310212,0.000278611923649556,-0.000282020780256033,0.000135090636128668,-2.80612594012682e-05,3.21720411548008e-06,-5.13040268904008e-07,0,0,0,0,24.1666666666667,48.3333333333333,72.5,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1
"0-17",2,-14.8286262967458,-0.00229966992092473,2.43336046008898e-05,-6.60387599457218e-08,-5.90204759313778e-07,3.14439560182105e-06,7.54141032663198e-06,-7.01569206274351e-05,0.000229392898680794,-0.000321633053300153,0.000111097684966187,0.000123935149097694,-8.80881915447589e-05,5.5037928521308e-06,4.85880763300515e-05,-0.000157966711995538,0.000202732188034321,-0.000130430339495624,1.51043945061696e-05,7.98036255897383e-05,-9.02636500999177e-05,2.87069820547465e-05,1.49096039571393e-05,-1.19767655505983e-05,2.37846556380782e-06,-9.16591178390608e-06,-6.09397059027211e-05,0.000257033849150311,-0.000350825798794607,0.000223251482767656,-7.53815618920706e-05,1.52531059865912e-05,-8.89971468528123e-07,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"18-49",2,-14.7963910992526,-0.00595138167297819,0.000121538640551643,-6.82376445214267e-07,3.62793335061133e-07,-1.29098306861812e-06,4.12201794515317e-06,1.05383629150656e-05,-7.16752580642911e-05,0.000202306220986646,-0.000273608125607685,0.000121454638306443,8.71206766558604e-05,-0.000156213609445306,0.00012792754111243,-7.2249988824084e-05,2.66889304889011e-05,-1.54831315882917e-06,-1.85014410422564e-05,2.37324033915298e-05,-2.45774553356124e-05,8.15019663679387e-06,6.15833351712004e-05,-0.000119312344663057,9.22009644098501e-05,-2.6430001853527e-05,1.80217042691985e-06,-7.38266813939261e-06,-5.05689172991291e-05,0.000207939298492599,-0.000283222392004163,0.00018107213835018,-6.14575516520888e-05,1.24442896841544e-05,-7.22682938144337e-07,0,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1
"50-64",2,-14.9600537753131,0.00684437552861896,-7.65387563014051e-05,-2.3436354033117e-07,7.97543685362864e-07,-1.45995307532166e-06,-2.61392537236121e-05,0.000139366490405311,-0.00020546971887536,2.50515715574111e-05,0.000203658878181685,-0.000240953604850806,0.000154697817042749,-5.57492900995689e-05,3.66815422073789e-06,2.21697422048122e-05,-4.38664301921356e-06,-6.42064375871862e-05,6.26902363204884e-05,-3.09994730339706e-06,-5.10294835937437e-05,7.56898890521129e-05,-1.0665306978156e-05,-8.96193242643537e-05,9.55587779415641e-05,-2.99237858758598e-05,2.25744348915353e-06,-9.69819064597186e-06,-7.08404109319219e-05,0.000284060537357657,-0.000383036751972081,0.000243559416041865,-8.24299920740789e-05,1.66932722208222e-05,-9.74816427802322e-07,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1
"65+",2,-14.9237906370358,0.00758996306461179,-8.38975565658655e-05,-2.79270718910794e-07,9.06381543648075e-07,-1.65049402856413e-06,-2.88995555753386e-05,0.000154095653752928,-0.000224252096954146,2.57058533924697e-05,0.000204889227485462,-0.000231489425950317,0.000158611930914423,-6.5069624408643e-05,8.37004042228538e-06,-6.37094918559423e-06,8.30161842043323e-06,6.23582778647334e-05,-0.000200659395051396,0.000212497499302146,-3.22300816905409e-05,-0.000247995130556367,0.000451029654972434,-0.000311096973824408,2.10094602132246e-05,5.26717652708958e-05,-1.04550314884543e-05,0,0,0,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.8286262967458,-0.00229966992092473,2.43336046008898e-05,-6.60387599457218e-08,-5.90204759313778e-07,3.14439560182105e-06,7.54141032663198e-06,-7.01569206274351e-05,0.000229392898680794,-0.000321633053300153,0.000111097684966187,0.000123935149097694,-8.80881915447589e-05,5.5037928521308e-06,4.85880763300515e-05,-0.000157966711995538,0.000202732188034321,-0.000130430339495624,1.51043945061696e-05,7.98036255897383e-05,-9.02636500999177e-05,2.87069820547465e-05,1.49096039571393e-05,-1.19767655505983e-05,2.37846556380782e-06,-9.16591178390608e-06,-6.09397059027211e-05,0.000257033849150311,-0.000350825798794607,0.000223251482767656,-7.53815618920706e-05,1.52531059865912e-05,-8.89971468528123e-07,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"18-49",3,-14.7963910992526,-0.00595138167297819,0.000121538640551643,-6.82376445214267e-07,3.62793335061133e-07,-1.29098306861812e-06,4.12201794515317e-06,1.05383629150656e-05,-7.16752580642911e-05,0.000202306220986646,-0.000273608125607685,0.000121454638306443,8.71206766558604e-05,-0.000156213609445306,0.00012792754111243,-7.2249988824084e-05,2.66889304889011e-05,-1.54831315882917e-06,-1.85014410422564e-05,2.37324033915298e-05,-2.45774553356124e-05,8.15019663679387e-06,6.15833351712004e-05,-0.000119312344663057,9.22009644098501e-05,-2.6430001853527e-05,1.80217042691985e-06,-7.38266813939261e-06,-5.05689172991291e-05,0.000207939298492599,-0.000283222392004163,0.00018107213835018,-6.14575516520888e-05,1.24442896841544e-05,-7.22682938144337e-07,0,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1
