"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location"
"0-17",1,-13.5415946170337,0.0985807549973022,0.00147978644127942,-4.39281721193823e-05,5.63688120707264e-05,-1.46452913011592e-06,-2.18041568578694e-05,2.23291705644496e-06,4.95988693168512e-05,-6.24470856410769e-05,6.23209066648408e-06,2.39434796005856e-05,7.41243163081313e-06,3.01776023107678e-05,-0.000185686953136452,0.000259825104233472,-0.000156454264759518,1.41427096042521e-05,4.5869921268763e-05,-2.34591007270529e-05,-7.3622788264028e-06,2.26715851366871e-06,3.29072855823394e-05,-4.68269419174855e-05,1.89826033868661e-05,9.37407371719667e-07,-5.5801609962502e-06,-5.68032862162887e-05,0.000212112348108598,-0.000262984879326528,0.000137447272542656,-2.81877475066701e-05,3.0037114661301e-06,-4.76193634973562e-07,0,24.1666666666667,48.3333333333333,96.6666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,580,604.166666666667,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1
"18-49",1,-6.81922393881745,0.0637605531720622,-0.00149989892394121,1.24453772524421e-05,-3.57685954414189e-06,-2.90661758116685e-05,2.47481997942493e-05,-1.76741287755754e-06,-3.51314478848036e-05,6.07112091701732e-05,-3.06936800401093e-05,4.3205000066061e-07,1.14689466911083e-05,-1.03231552990705e-05,8.70362029634967e-07,1.2799875089881e-05,-3.2562393816659e-05,2.20085656776162e-05,-3.6008781850219e-06,1.92823357103012e-06,-6.1006347845238e-06,-3.43387887092176e-05,0.000155107605096378,-0.000203443400632581,0.00010667646551768,-1.94121093601261e-05,8.17195291624602e-07,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-6.56890176268998,-0.0201788003864225,0.00475993083135645,-9.32178444487557e-05,0.000117554427030475,-7.89426048496872e-05,9.58991918195582e-05,-4.59594561046932e-05,6.55207612532177e-06,2.7380221873656e-05,-0.000110883007038782,0.000182646722315524,-0.000193101944958599,0.000223484080554845,-0.000432252055692937,0.000666878994796504,-0.000528794091961336,0.000175278034769365,-1.66331414116379e-05,4.88060453867749e-06,-7.69977522167698e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.08347495050189,0.090147931070875,0.00416768042978037,-0.000115716503555462,0.000177725989509893,-6.89536697646177e-05,3.92630771826112e-06,6.63981729338572e-06,-6.04891342206238e-05,0.000143795168071672,-0.000102754026693724,-0.000195681743916388,0.000593993503029795,-0.000644307510865093,0.000344280290690783,-0.000102920519511357,2.37503842513565e-05,-3.89688257788834e-06,6.08803755676663e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.7254012712165,-0.00211636948952967,2.23737316591859e-05,-6.06511179283788e-08,-5.94254312355754e-07,3.15138041313623e-06,6.31408903819685e-06,-6.36797574195117e-05,0.000211946123963332,-0.000302969065658926,0.000130922719641351,4.61480886337263e-05,-4.58394067549855e-05,8.58613815037185e-06,6.72609330324574e-05,-0.000178379091419606,0.000208807826490895,-0.000127830027561932,1.60186457687535e-05,8.73708694136611e-05,-0.000115254486777379,5.12702703877932e-05,-1.6628979393223e-06,2.1003816502784e-06,-9.70735183272428e-06,-8.19093899470192e-05,0.000298542259332789,-0.000384474859036984,0.000239771037979177,-8.1402265806307e-05,1.65291081565892e-05,-9.73909522775202e-07,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"18-49",2,-14.8545954173158,0.00616091925338934,-6.99188300280411e-05,-1.90365042822027e-07,6.94256301739355e-07,-1.27436209159469e-06,-2.32652298745843e-05,0.000121919420619036,-0.000177099672850673,2.18362059305948e-05,0.00017258480687906,-0.000214999642436533,0.00015268308664114,-5.94750525513929e-05,4.09484116859855e-06,1.00988909738745e-05,-7.74456697107294e-06,-1.34401722285332e-06,-2.01234114870262e-05,9.06036579028826e-05,-0.000147127598288178,0.000108859542474453,-3.20399533992234e-05,2.19424681335657e-06,-1.49165811634139e-06,-7.23947457821753e-06,-2.56953310278457e-05,0.000142981768262391,-0.000195376772633083,0.000104505969564351,-1.93577976249154e-05,7.85257918875519e-07,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1
"50-64",2,-14.9008252227584,0.00749216626850642,-8.47982938976986e-05,-2.35938856918072e-07,8.49227239729465e-07,-1.55586485975308e-06,-2.81816081511052e-05,0.000147513152209828,-0.000214937242963167,2.59806612112161e-05,0.000206606669910296,-0.000245667487309393,0.000167081549831059,-6.41400960085363e-05,3.91643519171366e-06,1.81728975443008e-05,-3.75271677676317e-06,-4.94361844173166e-05,4.57411838448434e-05,-2.37836517534451e-05,9.31840613577437e-06,7.69375254413124e-05,-0.000163259519393425,0.000127123284353152,-3.32873739247892e-05,1.00647351491083e-06,-1.79631944522411e-06,-9.34083220707058e-06,-5.92490250335833e-05,0.000261368338042391,-0.000360106852453503,0.000229954371126425,-7.76266524107809e-05,1.57059359823743e-05,-9.16398684049267e-07,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"65+",2,-14.8796886219987,0.00852686259787964,-9.66251064609051e-05,-2.65837315689161e-07,9.6311639233277e-07,-1.75995501529277e-06,-3.16755523850828e-05,0.000164034142007592,-0.000236364468673704,2.74294858661994e-05,0.000214152644253879,-0.00024116279115413,0.0001625816755853,-6.19060378040913e-05,2.99870552744475e-06,1.68033078726978e-06,3.90664987698145e-05,-0.000124559999697791,0.000121178837079899,-4.93285935920021e-06,-9.79250277300032e-05,2.67676466676392e-05,0.000293432377138513,-0.000502670549915878,0.000348571008681844,-0.000124545787338462,2.80340030640727e-05,-3.70025473704273e-06,5.79708853407716e-07,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,-1,-1,-1,-1,-1,-1
"0-17",3,-14.7254012712165,-0.00211636948952967,2.23737316591859e-05,-6.06511179283788e-08,-5.94254312355754e-07,3.15138041313623e-06,6.31408903819685e-06,-6.36797574195117e-05,0.000211946123963332,-0.000302969065658926,0.000130922719641351,4.61480886337263e-05,-4.58394067549855e-05,8.58613815037185e-06,6.72609330324574e-05,-0.000178379091419606,0.000208807826490895,-0.000127830027561932,1.60186457687535e-05,8.73708694136611e-05,-0.000115254486777379,5.12702703877932e-05,-1.6628979393223e-06,2.1003816502784e-06,-9.70735183272428e-06,-8.19093899470192e-05,0.000298542259332789,-0.000384474859036984,0.000239771037979177,-8.1402265806307e-05,1.65291081565892e-05,-9.73909522775202e-07,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"18-49",3,-14.8545954173158,0.00616091925338934,-6.99188300280411e-05,-1.90365042822027e-07,6.94256301739355e-07,-1.27436209159469e-06,-2.32652298745843e-05,0.000121919420619036,-0.000177099672850673,2.18362059305948e-05,0.00017258480687906,-0.000214999642436533,0.00015268308664114,-5.94750525513929e-05,4.09484116859855e-06,1.00988909738745e-05,-7.74456697107294e-06,-1.34401722285332e-06,-2.01234114870262e-05,9.06036579028826e-05,-0.000147127598288178,0.000108859542474453,-3.20399533992234e-05,2.19424681335657e-06,-1.49165811634139e-06,-7.23947457821753e-06,-2.56953310278457e-05,0.000142981768262391,-0.000195376772633083,0.000104505969564351,-1.93577976249154e-05,7.85257918875519e-07,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1
