"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location"
"0-17",1,-13.8347050839109,-0.0217517938609273,0.00350812826751609,-5.25788836376065e-05,2.82370199083232e-05,0.000138499248992777,-0.00029176548114295,0.000297791199696394,-0.000132952533285438,-5.21618941109109e-05,0.000166062071210628,-0.00016454605962124,2.24057895332084e-05,0.000152266057036021,-0.000217633543315843,0.000229478252700357,-0.000268467908697711,0.00025166029276309,-0.0001606485047631,6.83614173810414e-05,-6.53529217909488e-06,-7.63889270453387e-06,-1.03148831426997e-05,4.18602072599476e-06,3.83877471223112e-05,-5.21605492609306e-05,2.0748634111394e-05,-1.75736245863777e-05,6.82807975369493e-06,8.39194055549994e-05,-0.000135673335930916,7.49283617797128e-05,-1.36554025508659e-05,5.45125934573779e-07,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1
"18-49",1,-7.40757801565255,-0.106022277183811,0.00866215441213239,-0.000155616924873833,0.000198434156266997,-1.47615601625338e-05,-0.000124744365406944,0.000185532105284778,-0.000114913606022335,1.08723325268605e-05,6.27052489948241e-05,-8.76202497636749e-05,1.0529815377389e-05,9.00215389999622e-05,-8.44056024009332e-05,2.36565375806758e-05,3.36698632514777e-06,-3.28098728043767e-06,3.96538952075319e-07,9.73704425539584e-07,-5.76996017412464e-06,-5.2831700581525e-05,0.00021183935937101,-0.000289011901421997,0.000187022139051082,-6.48105125293164e-05,1.31754412484556e-05,-7.56527936305779e-07,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.55565632987097,0.0741236350525274,-0.00199263110719049,2.19342362276656e-05,-1.5532872149208e-06,-4.45972873615698e-05,5.00398742024902e-06,6.49760678824603e-05,-6.1438631235118e-05,5.40380105855018e-06,4.95053109617695e-05,-7.91043229846706e-05,1.12202567017451e-05,9.52212197317447e-05,-9.49672898744147e-05,2.77996367730202e-05,6.97743658037825e-06,-7.3070962793789e-06,8.48427535727987e-07,1.42624578119721e-05,-3.14975236002003e-05,1.87714036191849e-05,-8.18065568609757e-06,3.01296016220519e-06,4.4317799439982e-05,-6.78707692685138e-05,2.73854471876616e-05,-1.19342071021276e-07,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.13936737869173,-0.164421445564492,0.0246718947246975,-0.000494243492930559,0.000681406819677256,-0.000230226020283074,4.92375588585163e-05,-2.4031737170176e-06,-2.32688710081717e-05,4.99458528763715e-06,5.67403708296184e-05,-6.27032082762587e-05,2.00688681046319e-05,1.00119437470248e-05,-2.6072099172611e-06,-3.24958512419641e-05,3.21123798109774e-05,-2.00985097156047e-05,5.9137272394009e-06,5.6233032235106e-05,-0.000106091117051949,7.11906394568379e-05,-4.79254955269802e-06,-9.05452389004188e-06,-2.11492104614335e-06,-3.7460614496872e-05,0.000139492811445201,-0.000174684755771196,9.16463405222691e-05,-1.75524343474076e-05,7.45478812785451e-07,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-13.5077271443711,0.00292164727248754,-2.31941149309189e-05,1.44387192461116e-08,6.96538090468645e-08,-1.00034417369271e-06,-1.96358344053489e-05,0.000123356801585637,-0.000194919622326328,2.08938427873518e-05,0.000185925532257541,-0.000159911023384376,5.81865472781038e-05,-4.89934285466265e-06,-5.72368077824004e-05,0.000106894414713558,-9.42481411475283e-05,1.4785432330043e-05,0.000103112225407066,-0.000142283177339058,6.5672629413116e-05,-1.86318143843953e-06,-2.84290830789044e-06,-2.37089613002609e-06,-3.57378502432404e-05,0.000134562046583504,-0.000168009493070889,8.6817738421196e-05,-1.60331387878333e-05,6.98116213191163e-07,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.875880029911,0.00892665422677593,-0.00017864049096487,1.27213515494129e-06,-7.67393763354298e-07,1.04934514067599e-06,-4.48087249241244e-06,-2.22617082410372e-05,0.0001359474970714,-0.00023337491131487,0.000146487299197532,-9.9849307863316e-06,-1.63527319055134e-05,5.73583517567168e-06,-3.70473368535714e-06,-9.03735052935431e-07,-1.65061915677706e-05,7.92161075542828e-05,-0.000132909087794015,0.000102165272603171,-3.22395773774552e-05,1.69517598686704e-06,-2.50835793905684e-06,-4.05176153178541e-05,0.000153666631595977,-0.000194274301498448,0.000102136257534826,-1.94117627607674e-05,8.23391278535597e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,362.5,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.6830894864402,-0.00749028846629622,0.000154197340852253,-8.77686028219024e-07,5.0444456068768e-07,-1.79160319239404e-06,5.68652403600214e-06,1.19957244971099e-05,-8.73199840437453e-05,0.00024943340025671,-0.000356282554053929,0.000217461279935238,-1.68761051105583e-05,-3.30398558031802e-05,1.19305612312856e-05,1.10115308262678e-05,-3.44228609705101e-06,-3.69656569647781e-05,3.51265592122993e-05,-2.40221811081757e-05,9.33392084223039e-06,7.90118691263595e-05,-0.000159231883875997,0.00012293866171189,-3.4387962477505e-05,2.32672389917148e-06,-9.47143761984938e-06,-6.39178311229666e-05,0.000263977558735595,-0.000362704995376623,0.000235586502035892,-8.16135263979315e-05,1.65663131721501e-05,-9.43488652779141e-07,0,0,0,0,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1
"65+",2,-14.5484846397753,-0.00838174708528689,0.000172488692353451,-9.81217623785496e-07,5.62131562045164e-07,-1.99662925471265e-06,6.33869932478155e-06,1.34865311664465e-05,-9.78602581119328e-05,0.000279378497881127,-0.000392730731288884,0.000226923742398392,-1.65186564538363e-05,-1.43192407107066e-05,-1.22849198474567e-06,1.70920272756005e-06,2.99119834058127e-05,-9.33508847621569e-05,7.58303836400762e-05,-2.61129602359529e-06,-3.73769901536913e-05,9.9872299037461e-06,0.00010817407813123,-0.000208248276385875,0.000163619806000839,-5.11655296693282e-05,3.03257519488433e-06,-1.95116237942232e-06,5.64411280522553e-06,-1.28955019396784e-05,-6.79726487248533e-05,0.000284958455603265,-0.000390065006723415,0.000252643708760806,-8.92006625511572e-05,2.07226196907993e-05,-2.92268816017114e-06,4.75162114840366e-07,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015
"0-17",3,-13.5077271443711,0.00292164727248754,-2.31941149309189e-05,1.44387192461116e-08,6.96538090468645e-08,-1.00034417369271e-06,-1.96358344053489e-05,0.000123356801585637,-0.000194919622326328,2.08938427873518e-05,0.000185925532257541,-0.000159911023384376,5.81865472781038e-05,-4.89934285466265e-06,-5.72368077824004e-05,0.000106894414713558,-9.42481411475283e-05,1.4785432330043e-05,0.000103112225407066,-0.000142283177339058,6.5672629413116e-05,-1.86318143843953e-06,-2.84290830789044e-06,-2.37089613002609e-06,-3.57378502432404e-05,0.000134562046583504,-0.000168009493070889,8.6817738421196e-05,-1.60331387878333e-05,6.98116213191163e-07,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.875880029911,0.00892665422677593,-0.00017864049096487,1.27213515494129e-06,-7.67393763354298e-07,1.04934514067599e-06,-4.48087249241244e-06,-2.22617082410372e-05,0.0001359474970714,-0.00023337491131487,0.000146487299197532,-9.9849307863316e-06,-1.63527319055134e-05,5.73583517567168e-06,-3.70473368535714e-06,-9.03735052935431e-07,-1.65061915677706e-05,7.92161075542828e-05,-0.000132909087794015,0.000102165272603171,-3.22395773774552e-05,1.69517598686704e-06,-2.50835793905684e-06,-4.05176153178541e-05,0.000153666631595977,-0.000194274301498448,0.000102136257534826,-1.94117627607674e-05,8.23391278535597e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,362.5,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
