"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location"
"0-17",1,-14.7013966382068,0.0559558913871046,0.00332062583876347,-6.29477430688004e-05,2.75568115240503e-05,0.000179861334624974,-0.000295982827248788,0.000205542034754254,-2.17901282483733e-05,-0.000110621620253662,0.000169378535071624,-0.000126322626795441,7.9295872997694e-06,4.63055949596176e-05,-4.96675715527553e-06,-9.40860506264895e-05,0.000156491055347532,-0.000106983084263089,3.41137691753612e-05,-1.53195773381445e-06,-1.05935285340226e-05,1.92523624940882e-06,4.91607692160928e-05,-6.68764015476682e-05,6.96718842881968e-06,3.72264661596929e-05,-2.08365672891253e-05,-1.08982923155201e-06,-1.6162631904537e-05,7.36151575904047e-05,-8.8435169468935e-05,3.33174976869644e-05,-1.59130411301865e-07,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,531.666666666667,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1
"18-49",1,-7.62326035174843,0.0658971051706175,1.10863977986902e-05,-2.07121966146738e-05,2.03470014856973e-05,8.85333798309368e-05,-0.000218423171746394,0.000208304184247012,-9.44489101502695e-05,1.01763254481013e-05,3.28845510677738e-05,-4.27096217031814e-05,2.97311330489624e-06,1.77659763474191e-05,-6.93285728197112e-06,6.81203241590768e-07,8.4202460509391e-06,-7.40317120184158e-06,5.69664710297061e-07,8.78811239228769e-06,-2.19277459424241e-05,1.44542393579102e-05,7.935707686713e-07,-3.12180187033441e-06,-9.55055083820745e-06,-2.25587038140469e-05,0.000146223825055807,-0.000201133924507052,0.00010678079535764,-1.95662792015631e-05,7.89785024031394e-07,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,314.166666666667,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1
"50-64",1,-7.72093297713729,0.0728182932644856,0.000367706926240045,-2.61719524068991e-05,2.59835539558608e-05,9.09655486556747e-05,-0.000253532349931654,0.000306488401626721,-0.000216311810255427,0.000100737066554239,-1.39692301842281e-05,-4.21822483607359e-05,3.04893378364481e-05,-4.24143572717178e-06,1.0837872790795e-05,-2.80419384060002e-06,-2.26220420779717e-05,2.00677188193981e-05,-1.65754873838313e-05,7.15958689400337e-06,6.83329013683121e-05,-0.000152102041822252,0.000130001425520274,-4.16936996235215e-05,1.63569065966228e-06,-1.4493874885699e-05,6.08307629709731e-06,7.18157930037997e-05,-0.000119856416550336,6.84194730561087e-05,-1.29577202030049e-05,4.94977795486107e-07,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1
"65+",1,-9.29804536415286,0.151329602139123,-0.000936627103416726,-2.72781594366635e-06,1.85034519916279e-06,2.31188411415561e-05,-2.17908946164901e-05,-3.6864206080791e-06,3.18424839100388e-06,1.21214706780179e-05,-3.53664350917758e-06,-4.85671955692606e-05,5.37724236488702e-05,-3.09095581902934e-06,-5.3667879167502e-05,8.01583262878738e-05,-9.53955284239232e-06,-0.000110330638479479,0.000118676297288611,-9.87576854304302e-06,-4.99971265703693e-05,2.74273034011085e-05,1.50805566967778e-06,-7.12958006941835e-06,-7.15719358487525e-05,0.000214501921093183,-0.000235323721164426,0.000115835363388556,-2.22791842979148e-05,9.57299961378643e-07,0,0,0,0,0,0,48.3333333333333,72.5,96.6666666666667,193.333333333333,241.666666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"0-17",2,-14.1605037293698,0.00329241451114147,-2.63695680333278e-05,1.87504108314873e-08,7.54831873764554e-08,-1.08628426560694e-06,-2.17402053463014e-05,0.000133367395034199,-0.000207857158566723,2.21965335832661e-05,0.0001927431038229,-0.000165809911790573,6.39937681828972e-05,-4.61612848293799e-06,-6.55991941273184e-05,8.64010656100675e-05,-1.30771121289681e-05,-8.49365896274732e-05,0.000162085545452264,-0.00016038455712031,7.1279022114025e-05,-3.61083327848633e-06,-3.23317026034171e-06,-2.61203487468224e-06,-4.19607620232545e-05,0.000157258255797655,-0.000197211541583753,0.00010252150029985,-1.90334836381187e-05,8.2573792795128e-07,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"18-49",2,-14.8499113245424,0.00541571725085766,-8.53051022905963e-05,3.33423439096808e-07,1.23549122865628e-07,-1.33156057247486e-06,-1.91717539029192e-05,0.000105516393933137,-0.00015305634366109,1.70057212625366e-05,0.000128950019813869,-0.000115824063699206,4.05799760248339e-05,-4.88549853945939e-07,-3.28675481518191e-06,7.95627817490925e-07,1.86857666891629e-05,-4.710639564766e-05,3.18306999590663e-05,-3.9910326492317e-07,-9.43193190870062e-06,2.65113744063577e-06,6.45964454958109e-05,-0.000115922651856052,6.5861492392808e-05,-1.1409436223063e-05,4.9674589026758e-07,0,0,0,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,435,580,604.166666666667,628.333333333333,652.5,700.833333333333,773.333333333333,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.8503862535116,0.00653868539731712,-7.17066288560967e-05,-2.51895474700589e-07,7.93666168991119e-07,-1.44068382405603e-06,-2.48608685276301e-05,0.000132709131098842,-0.000193051933550768,2.13766705057077e-05,0.000176403836000639,-0.000180619245501957,8.44633718207424e-05,-4.68715978167202e-06,-3.91245712382463e-05,5.43113300409423e-05,-7.30305766501679e-06,-6.59566606837003e-05,5.91530357423175e-05,-2.94243422828288e-06,-4.70321878868809e-05,7.19169622304089e-05,-8.22919238502353e-06,-8.56272154650766e-05,7.498809615364e-05,-3.20923156884445e-06,-1.18325871488999e-05,1.85597144158101e-06,-8.35370083732802e-06,-6.17057715264757e-05,0.000254242796024763,-0.000348653732206173,0.00022538047904571,-7.75374109791089e-05,1.57301069174284e-05,-9.03523375983467e-07,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"65+",2,-14.8165565183293,0.00739752756381559,-8.1696526105353e-05,-2.73407758131349e-07,8.84562959231465e-07,-1.60638879521437e-06,-2.79073044673832e-05,0.000147549484190042,-0.000211206089881278,2.30774819947935e-05,0.000177575853791416,-0.000190775320067518,0.000139361342662168,-6.50596159137685e-05,8.33561463097476e-06,-7.20026196491239e-06,1.03138816298289e-05,5.84253677434519e-05,-0.000184799353550681,0.000194835396325459,-7.2551852991229e-05,-1.91332899848455e-05,3.58723988366396e-05,1.16393062161252e-05,-2.71439674202444e-05,-0.000235930079573013,0.000621330152987594,-0.000586501685810533,0.000227831634066993,-3.3428577463255e-05,8.79438564484795e-06,-2.76225850764257e-06,4.52396201038175e-07,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,821.666666666667,-1,-1,-1
"0-17",3,-14.1605037293698,0.00329241451114147,-2.63695680333278e-05,1.87504108314873e-08,7.54831873764554e-08,-1.08628426560694e-06,-2.17402053463014e-05,0.000133367395034199,-0.000207857158566723,2.21965335832661e-05,0.0001927431038229,-0.000165809911790573,6.39937681828972e-05,-4.61612848293799e-06,-6.55991941273184e-05,8.64010656100675e-05,-1.30771121289681e-05,-8.49365896274732e-05,0.000162085545452264,-0.00016038455712031,7.1279022114025e-05,-3.61083327848633e-06,-3.23317026034171e-06,-2.61203487468224e-06,-4.19607620232545e-05,0.000157258255797655,-0.000197211541583753,0.00010252150029985,-1.90334836381187e-05,8.2573792795128e-07,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"18-49",3,-14.8499113245424,0.00541571725085766,-8.53051022905963e-05,3.33423439096808e-07,1.23549122865628e-07,-1.33156057247486e-06,-1.91717539029192e-05,0.000105516393933137,-0.00015305634366109,1.70057212625366e-05,0.000128950019813869,-0.000115824063699206,4.05799760248339e-05,-4.88549853945939e-07,-3.28675481518191e-06,7.95627817490925e-07,1.86857666891629e-05,-4.710639564766e-05,3.18306999590663e-05,-3.9910326492317e-07,-9.43193190870062e-06,2.65113744063577e-06,6.45964454958109e-05,-0.000115922651856052,6.5861492392808e-05,-1.1409436223063e-05,4.9674589026758e-07,0,0,0,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,435,580,604.166666666667,628.333333333333,652.5,700.833333333333,773.333333333333,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
