"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location"
"0-17",1,-14.0906976243492,0.136992674401776,0.000493039318693935,-5.08703695891692e-05,9.5524139703721e-05,-7.53625421124663e-06,-0.000103374117520713,9.01902823546971e-05,-1.07650321359414e-05,-5.98905496631465e-05,0.000126428918446195,-0.000136651607338579,6.64010081818248e-05,-9.76776094923085e-06,1.14932800904826e-05,3.93403866478707e-05,-0.000187513119550798,0.000263177146470794,-0.000187460711387115,7.35785256731318e-05,-6.29412865513789e-06,-5.01342758063903e-06,-9.8470299949905e-06,2.40607671877908e-06,1.34475102209063e-05,-9.62017009455517e-06,2.84694998910285e-06,1.31656006213809e-06,-7.11057980782496e-06,-6.02981167382728e-05,0.00024332922193705,-0.000331189316213388,0.000212594653475954,-7.27836726617688e-05,1.47692115219573e-05,-8.55680286740888e-07,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,555.833333333333,580,628.333333333333,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"18-49",1,-7.8434885392954,0.113077318988339,-0.00288112087199728,2.34928711322751e-05,-4.46483187759091e-06,-6.08935613778649e-05,5.1705901557633e-05,-1.8619153484136e-06,-2.36516523473462e-05,3.54185810738838e-06,3.07548871931541e-05,-2.01652753156578e-05,4.72436173147391e-07,8.1437499327473e-06,-7.68055796024807e-06,7.67381756109317e-07,1.52509050327512e-05,-4.57542602883658e-05,4.54242862792648e-05,-1.48337720096639e-05,1.92304645812878e-06,-8.64552633928534e-06,-6.58775658850946e-05,0.000262302175918561,-0.000352028424878809,0.000223719013849407,-7.61883956077391e-05,1.54489903041583e-05,-8.9944647608947e-07,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.91465430841159,0.141438281886111,-0.00353347096723817,2.99643827581134e-05,-7.32718770733523e-06,-9.61165963755331e-05,0.000131532104432639,-6.85735819719054e-05,7.40448552634308e-06,2.38736854061232e-05,-4.04959153569708e-05,4.94423738595507e-06,3.84406990330872e-05,-2.67347149243109e-05,4.82830385840486e-06,1.79103451505077e-05,-5.1703767596588e-05,3.98978663821539e-05,-2.30507265593542e-06,-3.14672178100507e-05,4.99404247179737e-05,-7.43232478206342e-06,-6.43809733499569e-05,7.13384847035985e-05,-2.32719589595312e-05,1.71213884731541e-06,-7.34724899699807e-06,-5.35053812259094e-05,0.000214728504743952,-0.000290052765776682,0.000185394189741714,-6.32787079564099e-05,1.28289868673217e-05,-7.43491755457321e-07,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,362.5,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1
"65+",1,-9.48146249866545,0.320004232975163,-0.00916644832097417,0.000110184591965062,-0.000106319327377618,6.17672713207954e-07,-2.81623084492818e-06,-9.61262277687146e-07,-2.91347199611953e-05,7.34294154397338e-05,-7.17293411992083e-05,7.66075495233893e-06,4.74113369240056e-05,-3.12512719272636e-05,2.02672561693045e-06,5.75523534610487e-05,-0.000166448532008182,9.10267863095613e-05,0.000224251255435822,-0.000385735494075309,0.000243933897817591,-7.79256414135206e-05,1.50595526538995e-05,-8.32094900993451e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.6662441841647,-0.0021965060456264,2.32448261939239e-05,-6.30935142585351e-08,-5.56688057767347e-07,2.96787728925188e-06,7.29103521128158e-06,-6.71593326071509e-05,0.000219250481407512,-0.000305464361060366,9.91072301876321e-05,0.000128877644775955,-9.04968895192753e-05,5.18604661781214e-06,4.62098778892232e-05,-0.000139154278813343,0.000166693579884681,-9.69035061422378e-05,1.0544251724318e-05,4.58189588105025e-05,-4.17737905491222e-05,1.44685712606654e-06,2.24963051928521e-05,-1.51715404777472e-05,2.29146699336642e-06,-8.47268333944171e-06,-5.35108727255952e-05,0.000231570363149358,-0.000320165713907613,0.000205804441260569,-7.00164030460915e-05,1.41738639123946e-05,-8.18990236665214e-07,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,676.666666666667,700.833333333333,725,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"18-49",2,-14.9072907817854,0.00568922607369377,-8.96060218654368e-05,3.50151029152677e-07,1.30490786993182e-07,-1.40709299607579e-06,-2.02558516634243e-05,0.000112138875190561,-0.000163951975935828,1.84569163818034e-05,0.000140502257460334,-0.000124387704265771,4.06624584878596e-05,-3.62348330581724e-07,-3.66283460460447e-06,1.54009086205272e-06,3.04553647782518e-05,-7.99336824217685e-05,7.26655825359231e-05,-2.29153256337775e-05,1.57883706800199e-06,-6.51723290214454e-06,-4.68518415821963e-05,0.000186325730476896,-0.000235156960209329,0.00012258834848864,-2.29531421400132e-05,9.57401240922147e-07,0,0,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,483.333333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.9460234986048,0.00737341066769873,-8.32070525108453e-05,-2.37187391098706e-07,8.41505060356596e-07,-1.54127019632883e-06,-2.78100491846488e-05,0.00014634234318973,-0.000214932434907398,2.60015735196907e-05,0.000207498664864752,-0.000228118689564097,0.000124602689382217,-3.28303924408562e-05,2.960920097241e-06,3.25748995744082e-05,-9.56229007371449e-05,7.65019640411362e-05,-3.85007244609242e-06,-5.54123981607159e-05,7.92741915034369e-05,-1.15711660943823e-05,-8.9530985053542e-05,9.4757229508885e-05,-2.95425502106071e-05,2.20805461528436e-06,-9.48489912094592e-06,-6.85989195695058e-05,0.000277378735156056,-0.000376470900661036,0.000241219941915844,-8.23270303311673e-05,1.66877809873948e-05,-9.66131931077722e-07,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1
"65+",2,-14.7468509359274,-0.00620385394639713,0.000101059228110903,-3.31655942621054e-07,-4.69261817214164e-07,2.45863064515387e-06,1.61371486422111e-05,-9.28760960312116e-05,0.000256985020472493,-0.0003323836368798,0.00010457964221247,0.00016114690257145,-0.000200823430441388,0.000134218826349089,-5.53463061903781e-05,7.89286363851648e-06,-7.42575355018768e-06,1.12989966205064e-05,5.98927584126526e-05,-0.000210800090330848,0.000263851655917685,-0.000187119342966058,0.000139073154377102,-0.000127559355795197,4.09985560675201e-05,0.000195082662296222,-0.000598126103537464,0.000896859359125419,-0.00070434896778385,0.000260589467255234,-4.1839509049065e-05,1.13781189925082e-05,-3.58010225362936e-06,5.85521925330714e-07,0,0,48.3333333333333,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,-1,-1
"0-17",3,-14.6662441841647,-0.0021965060456264,2.32448261939239e-05,-6.30935142585351e-08,-5.56688057767347e-07,2.96787728925188e-06,7.29103521128158e-06,-6.71593326071509e-05,0.000219250481407512,-0.000305464361060366,9.91072301876321e-05,0.000128877644775955,-9.04968895192753e-05,5.18604661781214e-06,4.62098778892232e-05,-0.000139154278813343,0.000166693579884681,-9.69035061422378e-05,1.0544251724318e-05,4.58189588105025e-05,-4.17737905491222e-05,1.44685712606654e-06,2.24963051928521e-05,-1.51715404777472e-05,2.29146699336642e-06,-8.47268333944171e-06,-5.35108727255952e-05,0.000231570363149358,-0.000320165713907613,0.000205804441260569,-7.00164030460915e-05,1.41738639123946e-05,-8.18990236665214e-07,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,676.666666666667,700.833333333333,725,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"18-49",3,-14.9072907817854,0.00568922607369377,-8.96060218654368e-05,3.50151029152677e-07,1.30490786993182e-07,-1.40709299607579e-06,-2.02558516634243e-05,0.000112138875190561,-0.000163951975935828,1.84569163818034e-05,0.000140502257460334,-0.000124387704265771,4.06624584878596e-05,-3.62348330581724e-07,-3.66283460460447e-06,1.54009086205272e-06,3.04553647782518e-05,-7.99336824217685e-05,7.26655825359231e-05,-2.29153256337775e-05,1.57883706800199e-06,-6.51723290214454e-06,-4.68518415821963e-05,0.000186325730476896,-0.000235156960209329,0.00012258834848864,-2.29531421400132e-05,9.57401240922147e-07,0,0,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,483.333333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
