"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location"
"0-17",1,-15.2523599063882,0.144201080079003,0.00665198040983264,-0.000197524618330601,0.000327927304264419,-0.000142469901933231,2.72591335808149e-06,1.42610243674365e-06,6.59417925109492e-05,-0.000102922371858785,5.07038508283548e-05,-9.59473335083774e-06,1.29252356152995e-05,5.45263559837025e-05,-0.000218628128711732,0.000297416037833366,-0.000221012466056378,0.000108360922229585,-3.12028806761249e-05,1.59604796579308e-06,-3.39319218782935e-06,4.55603110489987e-06,-1.4761680091378e-06,1.22177663473128e-06,-6.08360704280583e-06,-4.91832083451784e-05,0.000199287394336884,-0.000254529639548305,0.000133179380464492,-2.48174623539671e-05,1.04049293759831e-06,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,580,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1
"18-49",1,-7.32011972901933,0.0961526018092268,-0.00255100231848595,2.11983148851488e-05,-5.48081936636908e-06,-3.65476875065919e-05,4.6322204046906e-05,-2.182764883049e-05,-9.71254163814923e-06,2.17830183885332e-05,-1.70890152179046e-05,-9.54608976328925e-06,3.89359106630443e-05,-3.40489083883189e-05,8.64569884586118e-06,-1.42939450728018e-05,-6.63148863650104e-05,0.00028712656956944,-0.000385447335225276,0.000241066908009343,-8.09278122850603e-05,1.8392071548677e-05,-2.64864727295951e-06,4.15124122673152e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,120.833333333333,145,193.333333333333,265.833333333333,290,338.333333333333,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.19384567751172,0.106489170651664,-0.0028293141313148,2.43468698464378e-05,-5.0696010247437e-06,-7.49647971560729e-05,7.7112185932351e-05,-4.73945961997435e-06,-1.65983149853353e-05,-4.49951448787455e-06,-2.46836880052163e-06,2.8256598045164e-05,-2.58448535998331e-05,-0.00016671720752338,0.000557390151537228,-0.000714165582239053,0.00047961417768118,-0.000211846140288093,7.58360573710007e-05,-1.76619862957859e-05,2.1185351846393e-06,-9.90143063533359e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,193.333333333333,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.22544563145348,0.266882023444151,-0.00763167828695235,8.40549710583846e-05,-2.83487422490553e-05,-0.000173328780187075,0.000255743632930104,-0.00022184450383859,0.000110826488894809,-1.27283107869527e-05,-1.13473503562578e-05,-1.07537466885794e-05,-4.08707790453879e-05,0.000170082477194554,-0.000325832874327538,0.000331212596127805,-3.3084149825805e-05,-0.000234447552681971,0.000195545015509996,-6.6867473433265e-05,1.25233474920017e-05,-5.34052974451754e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.8791933646224,0.00319300034393819,-2.47519386848755e-05,9.42843934252262e-09,8.38093393283126e-08,-1.19314125242156e-06,-2.22102142502258e-05,0.000144956992511737,-0.000229901261918331,2.29953246607679e-05,0.000208050604919317,-0.000145780436751181,7.31342219916391e-06,3.68381505801748e-05,-5.77624004787309e-06,-7.04463023981171e-05,8.95577056927107e-05,-3.598813838813e-05,4.59151477091413e-07,1.43923803401988e-06,1.32705319283406e-06,-6.7988898771668e-06,-6.1810317968966e-05,0.000235672996455931,-0.000294222619426155,0.000154288145814386,-3.16891737219913e-05,3.35111172116447e-06,-5.3095047092301e-07,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,604.166666666667,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.891672205243,0.00695998400413757,-0.000140253622402258,1.03859832152966e-06,-6.98236947485646e-07,1.85580080547997e-07,-1.51471448070554e-06,-2.14299764165987e-05,0.000116068517082654,-0.000169256394061435,1.9047179618826e-05,0.000156676536328517,-0.000154329224252925,5.91827896473447e-05,-1.94460403005825e-06,-3.55893371840071e-06,6.4667371513197e-07,1.35779539793689e-05,-3.60851385944382e-05,2.66654004499501e-05,-1.83881062482439e-06,-2.78806518660086e-05,6.3276378125964e-05,-5.70947982196769e-05,7.1376715197756e-06,0.000112030880516031,-0.000184702718631773,0.000102894329125867,-1.88553810638433e-05,7.58238820058159e-07,0,0,0,0,0,0,24.1666666666667,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,435,580,604.166666666667,628.333333333333,652.5,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"50-64",2,-14.7773600149503,-0.00576095683126004,9.38712208335418e-05,-3.08358185407306e-07,-4.35025049616838e-07,2.28009782401234e-06,1.50014078916204e-05,-8.64004228509632e-05,0.000240145778611535,-0.000320496852674371,0.000118241064900033,0.000160486820542562,-0.000242696602616204,0.000180058861557656,-9.61824668113713e-05,3.96883744677496e-05,-1.7987998010385e-06,-4.62434228461054e-05,5.06209992746097e-05,-2.98539639243953e-06,-4.10593125458558e-05,5.86721294598514e-05,-6.57327442815447e-06,-6.8922554992732e-05,6.13449293632717e-05,-2.54782551684709e-06,-1.00765087500471e-05,1.82358088442638e-06,-8.17647298510482e-06,-5.78696911471014e-05,0.000248269608151445,-0.00034762141193476,0.000226920853199951,-7.80800771848427e-05,1.58273231677898e-05,-9.04940843060527e-07,48.3333333333333,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"65+",2,-14.9101818424337,0.00791570782674633,-8.81282002756059e-05,-2.78411128813943e-07,9.30390748408685e-07,-1.69376820034895e-06,-2.98085025215136e-05,0.000156694076543662,-0.00022569995613035,2.54084398511459e-05,0.000200800052436464,-0.000222635514421253,0.000151932114522613,-6.29741836964182e-05,8.57110259380757e-06,-7.15150740660238e-06,1.02468286234891e-05,8.10153404880606e-05,-0.000306820381622373,0.000300882247133174,0.000157592523508221,-0.000495946168568632,0.000360450175559449,-0.000126287103584702,2.76686061953213e-05,-3.42708302147541e-06,5.31495561565212e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.8791933646224,0.00319300034393819,-2.47519386848755e-05,9.42843934252262e-09,8.38093393283126e-08,-1.19314125242156e-06,-2.22102142502258e-05,0.000144956992511737,-0.000229901261918331,2.29953246607679e-05,0.000208050604919317,-0.000145780436751181,7.31342219916391e-06,3.68381505801748e-05,-5.77624004787309e-06,-7.04463023981171e-05,8.95577056927107e-05,-3.598813838813e-05,4.59151477091413e-07,1.43923803401988e-06,1.32705319283406e-06,-6.7988898771668e-06,-6.1810317968966e-05,0.000235672996455931,-0.000294222619426155,0.000154288145814386,-3.16891737219913e-05,3.35111172116447e-06,-5.3095047092301e-07,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,604.166666666667,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.891672205243,0.00695998400413757,-0.000140253622402258,1.03859832152966e-06,-6.98236947485646e-07,1.85580080547997e-07,-1.51471448070554e-06,-2.14299764165987e-05,0.000116068517082654,-0.000169256394061435,1.9047179618826e-05,0.000156676536328517,-0.000154329224252925,5.91827896473447e-05,-1.94460403005825e-06,-3.55893371840071e-06,6.4667371513197e-07,1.35779539793689e-05,-3.60851385944382e-05,2.66654004499501e-05,-1.83881062482439e-06,-2.78806518660086e-05,6.3276378125964e-05,-5.70947982196769e-05,7.1376715197756e-06,0.000112030880516031,-0.000184702718631773,0.000102894329125867,-1.88553810638433e-05,7.58238820058159e-07,0,0,0,0,0,0,24.1666666666667,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,435,580,604.166666666667,628.333333333333,652.5,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
