"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location"
"0-17",1,-14.4202492123438,0.156227838442064,-0.00259832873222229,1.69817977921312e-05,3.74553628812465e-06,-4.33013140959313e-06,-4.65224101721049e-05,3.16933247267996e-05,1.79511219058735e-05,-3.16661036977293e-05,4.36607621424491e-06,1.02002687941687e-05,8.62106039439767e-06,3.12794238216271e-05,-0.000168628162049592,0.000253309089618348,-0.000197035245806672,8.44510569761201e-05,-2.0354426421644e-05,3.78616750631631e-06,3.41385777109932e-05,-8.17367588648025e-05,5.96875258513838e-05,-2.3805502512739e-06,-1.48569331730574e-05,7.17810378552191e-06,3.16066820351546e-06,-3.06286706583916e-05,1.10002490907776e-05,0.000131365657485261,-0.000210434140589939,0.000116308064650543,-2.15031147676099e-05,8.495592943345e-07,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,435,459.166666666667,507.5,531.666666666667,555.833333333333,604.166666666667,628.333333333333,652.5,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1
"18-49",1,-9.21757686855408,0.406345825195413,-0.0185307991227702,0.000265929684941517,-0.000266687901594024,-2.67592403133973e-05,3.75129288636259e-05,-7.49838066747413e-06,-3.01005298056813e-05,5.14210745510438e-05,-2.55886807998768e-05,3.9408937337583e-07,7.56525444602401e-06,-6.5676929191417e-06,4.56275664169935e-07,5.48533570762982e-06,-1.45013022681686e-05,9.74143430597276e-06,9.18445288352712e-06,-4.75427400461975e-05,1.52138497625861e-05,0.00016635664816112,-0.000279652533292727,0.000187118423709454,-6.35376408393036e-05,1.27709926489591e-05,-7.11830299358758e-07,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,145,217.5,241.666666666667,265.833333333333,314.166666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.96309492197646,0.350392907751726,-0.0147307701110116,0.000204296725721742,-0.00019756869483245,-5.73314395591818e-05,8.90527249580371e-05,-3.88374416356606e-05,2.5257701824816e-06,-2.34249179036882e-06,-2.15449344972981e-05,4.30411756135371e-05,-2.33718260445039e-05,9.58570655782644e-07,1.72936911167025e-05,-2.28351835311487e-05,8.588243238322e-06,-9.37320771976467e-06,5.21506372382929e-06,3.95104793777171e-05,-9.12857874729725e-05,7.84969588106539e-05,-2.5040180695749e-05,1.8962285629443e-05,-5.79589072989449e-05,1.64282927288633e-05,0.000156977308593573,-0.000258961559087782,0.000173141114867324,-5.93028818540386e-05,1.19237905092996e-05,-6.55797624475058e-07,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,386.666666666667,410.833333333333,435,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1
"65+",1,-10.0099530284183,0.341311756857812,-0.0132397905312448,0.000225291285068856,-0.000344360424050881,0.00021913963192712,-0.000128461270676167,3.22830892751061e-05,-1.69691256236153e-06,-9.08612028599433e-07,-2.81279110096624e-05,6.29395288413657e-05,-4.89031152015516e-05,3.70860528117643e-06,4.32974253718361e-05,-4.80089197667174e-05,3.45391606976771e-05,-6.66948948093728e-06,-5.70385611857412e-05,5.52532355780522e-05,-2.60147300357906e-06,-4.70086619150418e-05,6.90892678076568e-05,-9.88314061671111e-06,-8.55310476583565e-05,9.91370051503967e-05,-3.66277096180573e-05,1.86899068754835e-06,6.11520077739146e-06,-1.07211103242617e-05,-6.01623974746214e-05,0.000198157183338482,-0.00022670107077067,0.000112779671906178,-2.10898560916157e-05,8.99240198394929e-07,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,338.333333333333,362.5,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1
"0-17",2,-14.533758143861,-0.0969701987902652,0.005430533050744,-5.28314190226434e-05,1.01861453125819e-05,6.94894970437607e-05,-3.14384668475831e-05,1.83656816695436e-06,4.77913881397204e-05,-8.91016967779558e-05,5.34792906227598e-05,-7.62113441516739e-06,9.47017306717983e-06,2.0208171437848e-05,-0.000145992898732646,0.000246015276102351,-0.000225683500912469,0.000136947376718031,-4.5814497137572e-05,3.33645267142034e-06,-6.11582758914672e-07,-2.3265832135636e-06,3.35468308109295e-06,-1.03916299275071e-05,4.3925269894758e-06,8.44313356555872e-05,-0.000150160800991597,8.57050818370461e-05,-1.53045448454724e-05,6.32569671180429e-07,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,555.833333333333,604.166666666667,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.4374167842389,-0.524588039771885,0.0544028490230004,-0.00100480485323462,0.00129841788310394,-0.00033386541258426,4.16479950794361e-05,-1.04048368754236e-05,6.28130734487181e-06,1.29376835813828e-05,-1.45042646623146e-05,5.87293916814637e-06,-9.19740286094759e-07,-1.2937002473748e-05,2.25871681058358e-05,-1.02949023724097e-05,-4.56863959830215e-06,5.40365208879801e-06,-4.12830343970018e-06,-2.67915744800026e-06,-2.27043875376842e-05,0.000127079814889605,-0.000177260673049292,9.61624297775466e-05,-1.80593366874423e-05,7.37856559200627e-07,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,265.833333333333,362.5,386.666666666667,410.833333333333,435,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-13.0849274954468,-0.482878262782438,0.0503659038069416,-0.000926134227384303,0.00118820729657365,-0.000287471698439956,1.57552256629585e-05,-4.96265195861664e-06,3.10722991182745e-05,-1.26090563831049e-05,-1.34540854736225e-05,1.89922428689063e-06,1.87470004685428e-05,-1.23839239900361e-05,9.83769634243985e-06,-2.86832623688813e-06,-2.32803078432368e-05,2.2084207957445e-05,-2.30956473745128e-05,3.67392743316571e-05,-6.284923843061e-06,-4.05135830577664e-05,3.45036019697753e-05,-5.823094382533e-06,1.22607493007456e-06,-4.93364256889104e-06,-3.39082109358495e-05,0.000140038388077121,-0.000180913360712446,9.57946170047043e-05,-1.80129870813445e-05,7.42056173680727e-07,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1
"65+",2,-14.1077348825942,-0.353285978638825,0.040236112569393,-0.000734289832044551,0.000963128341566405,-0.000342159292111009,0.000182475439514894,-7.38062403769814e-05,6.4723890759568e-06,-1.62140806008881e-06,-1.67321524546108e-06,2.10160178519629e-06,1.00875589420272e-06,2.26389225623165e-05,-7.16656083779987e-05,6.02947515202987e-05,-3.1222921690599e-06,-4.35510129494591e-05,6.05863279185967e-05,-7.87391934410579e-06,-6.61040934530539e-05,5.99295935563241e-05,-1.56081632561617e-05,3.25112367327025e-06,8.5766379065431e-06,-1.36699608276026e-05,-6.96151144777067e-05,0.00023083611689869,-0.00026470964890759,0.000131507953933186,-2.43842471746795e-05,1.04247396221869e-06,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1
"0-17",3,-14.8227414608459,-0.00200580731824034,2.15462285996109e-05,-5.95381199774894e-08,8.98425513195797e-07,8.37246366699318e-06,-5.84429660051945e-05,0.000190123391669862,-0.000248873817098967,2.44691893800319e-05,0.000189727501991207,-0.000116043258859348,7.20403105998629e-06,6.14439719935945e-05,-0.000173424629518801,0.000204437373538225,-0.000124656510763359,1.70340865906331e-05,7.95489288313537e-05,-0.000105059120562477,4.48420173330297e-05,-1.57165707885668e-06,-1.10528874647093e-05,-4.47431459789021e-05,0.000231483368490249,-0.000333040189364102,0.000218040257527929,-7.49567306343563e-05,1.51578121613684e-05,-8.56039585514297e-07,0,0,0,0,0,0,0,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.926382422111,0.00964170782133842,-0.000192737807867863,1.36983837525785e-06,-8.24086362188128e-07,1.12686078780146e-06,-4.81198679882275e-06,-2.40306564314558e-05,0.000145591372835764,-0.000246812601558324,0.000151141796295066,-9.53962286291814e-06,-1.41430455235588e-05,1.1444448752013e-05,-1.14652673096636e-05,9.4918610284644e-07,1.33505216276061e-05,-3.00233710546026e-05,1.79800379141263e-05,9.01114437378243e-07,-3.55107133217885e-06,-1.05698156338155e-05,-2.10511639075159e-05,0.00015583911475116,-0.000221031839558472,0.000119486173004925,-2.22057561287162e-05,8.76372661883824e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
