"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location"
"0-17",1,-14.1078863297151,0.270183918106461,-0.00700545279827055,5.64535499366465e-05,-1.25098400350537e-05,-0.00010396379810122,2.11248913085402e-05,0.000148869100393412,-0.000247878905363911,0.00028174400356089,-0.00022702069970466,9.54635145380938e-05,-1.53207986221585e-05,1.59394662668084e-05,4.61846689739725e-05,-0.000218568921616446,0.000319977244097937,-0.000262673858061636,0.000150771502352126,-5.4830773890959e-05,4.05856620586836e-06,2.74255378820879e-05,-6.14424858413843e-05,4.20464359272934e-05,-1.37662097164182e-06,-5.69711183132129e-06,3.71632089415845e-06,-1.36168190643237e-05,4.7015632361077e-06,8.66000605985517e-05,-0.000151116802462053,8.58745456330732e-05,-1.55711173134932e-05,6.35268327733932e-07,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,507.5,531.666666666667,555.833333333333,604.166666666667,628.333333333333,725,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1
"18-49",1,-8.7736781174946,0.210985436342138,-0.00568268162095127,4.5229922671567e-05,-7.11072920634026e-06,-0.000125784918739689,0.000126424866500628,-1.51407930599802e-05,-6.74328418441871e-05,0.000106318565944586,-0.000108816649481304,5.01518941863623e-05,-1.00556452940488e-06,-5.6357041372612e-06,6.42482859582484e-06,-4.09859179936804e-06,5.01212000550509e-07,8.36531751937349e-06,-2.25200273185545e-05,1.64002648696026e-05,-1.31402063140576e-06,-4.44605086902321e-06,6.45606691459588e-06,-1.08217586143426e-05,-4.43443748975689e-05,0.000203510046831542,-0.000284919439095505,0.000185441186261824,-6.40757133872739e-05,1.29784902742936e-05,-7.33489187146514e-07,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,265.833333333333,314.166666666667,386.666666666667,435,580,604.166666666667,628.333333333333,652.5,725,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1
"50-64",1,-9.35028083204423,0.334234085458362,-0.0104330204399322,9.65647281351536e-05,-5.23094414748416e-06,-0.000130517430722542,-1.94262501613905e-05,0.000138398042573491,-0.000106314434071948,1.12899181347877e-05,6.19796632564741e-05,-8.67779598250493e-05,4.37265278342961e-05,-7.78384167492857e-07,-6.75497312230958e-06,1.01961279675829e-05,-1.60082495566665e-06,-2.15625096834895e-05,2.11991811046913e-05,-1.67582828024648e-05,6.43055124570431e-06,5.88776291938751e-05,-0.000129440892850791,0.000114187384960032,-3.94151389140834e-05,1.72059182145255e-06,-2.18683458519275e-06,-3.45132902415862e-05,0.000131781075912593,-0.000166810895972439,8.75432297310859e-05,-1.65119515529532e-05,7.03851362575529e-07,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,265.833333333333,314.166666666667,386.666666666667,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1
"65+",1,-9.29920686656911,0.189685460614487,-0.00213865907898335,5.80212652096416e-06,1.42816617562779e-06,-5.19068603742876e-07,-7.02497414357621e-06,-6.59945982319318e-07,1.17316439216799e-06,9.46737839307296e-07,2.775419013379e-05,-7.9685079123529e-05,6.5681326148055e-05,-3.56414311445825e-06,-5.0427618787844e-05,7.23003087819579e-05,-1.14758181063884e-05,-8.7175442843286e-05,9.92056771991727e-05,-3.33943449762551e-05,1.50487172569496e-06,-5.97844795528311e-06,-4.47540285512471e-05,0.00016466690020084,-0.000199078881293839,0.000101228317526861,-1.87570580162738e-05,8.0028157872597e-07,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,193.333333333333,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.4946376479819,-0.00187006129024062,1.98083506341728e-05,-5.3826811620232e-08,-4.31548855516933e-07,2.31456127880734e-06,6.78297335740942e-06,-5.88653553031863e-05,0.000193439924296711,-0.000256576957065345,2.62230462732334e-05,0.000222988023892012,-0.000184379137727231,6.06949113514508e-05,-4.29251735010086e-06,-4.97906683123312e-05,7.04740295728043e-05,-1.27115372129665e-05,-8.88456059910106e-05,0.000180428934295566,-0.000174076918947381,7.2446693017249e-05,-2.69635693152751e-06,-4.15479360922082e-06,1.86294228445515e-06,-7.30239824110087e-06,-4.60295357590628e-05,0.000206904022691764,-0.000292003227564753,0.000190916982117211,-6.5852718273371e-05,1.33476798854969e-05,-7.59578411868641e-07,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"18-49",2,-14.8818287175516,0.00490362225101114,-7.72242391911079e-05,3.01613552582231e-07,1.14114711569158e-07,-1.23338626800765e-06,-1.78311868883104e-05,0.000100555449963041,-0.000148299819349376,1.75039476960792e-05,0.000134030580844223,-0.000133144209228392,5.19550297938309e-05,-6.65570495807497e-07,-3.86999554784152e-06,-1.05051469934376e-06,-1.29778555052749e-05,7.27110411512654e-05,-0.000130256604551596,0.000103231630329459,-3.21473308349052e-05,1.2065802990911e-06,9.70148590989494e-07,-5.19938011404681e-06,-4.4898490977428e-05,0.000174885053348208,-0.000220189367484115,0.000115188186171333,-2.17995595376288e-05,9.06543724492453e-07,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"50-64",2,-14.927278530305,0.00667020706279765,-7.63439561348757e-05,-1.93457777708523e-07,7.37434939133679e-07,-1.36159976642654e-06,-2.53800071958736e-05,0.000133982400513415,-0.000197708892655436,2.59069256723143e-05,0.000202245028108581,-0.000264376865443458,0.000207834792991518,-0.000121435798508359,5.12992073541141e-05,-2.6858068583509e-06,-1.56827866630538e-06,-4.41648860728638e-05,4.70457322500272e-05,-3.29073145698649e-05,1.09976512544118e-05,9.81721245041056e-05,-0.000198867439863694,0.000162369609885789,-5.24425302970821e-05,2.94247234800576e-06,-1.80843953991431e-06,5.1603803657596e-06,-1.16678557980524e-05,-5.85066566085817e-05,0.000251838161041822,-0.000349284224146338,0.000227221687976895,-7.83684572717409e-05,1.58792372357222e-05,-9.01902952650503e-07,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"65+",2,-14.6758785755026,-0.00751145777849012,0.000154576507204093,-8.79302600746265e-07,5.03695190841573e-07,-1.78904125697934e-06,5.67942117334493e-06,1.2085486975229e-05,-8.76463920786987e-05,0.000249743012774268,-0.000343117488854303,0.00018770648894573,-1.17782169383865e-05,-8.16641757335974e-06,-1.88151953016549e-06,7.22783194004496e-06,3.77787136273836e-05,-0.000170639791421422,0.000233544504938412,-0.000187756878694301,0.000191834383382818,-0.000260720471750267,0.000313704421085611,-0.000400784494091255,0.000472885607069303,-0.000298160766986587,2.32772729458382e-05,4.71681745599961e-05,-9.81912407316289e-06,0,0,0,0,0,0,0,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.4946376479819,-0.00187006129024062,1.98083506341728e-05,-5.3826811620232e-08,-4.31548855516933e-07,2.31456127880734e-06,6.78297335740942e-06,-5.88653553031863e-05,0.000193439924296711,-0.000256576957065345,2.62230462732334e-05,0.000222988023892012,-0.000184379137727231,6.06949113514508e-05,-4.29251735010086e-06,-4.97906683123312e-05,7.04740295728043e-05,-1.27115372129665e-05,-8.88456059910106e-05,0.000180428934295566,-0.000174076918947381,7.2446693017249e-05,-2.69635693152751e-06,-4.15479360922082e-06,1.86294228445515e-06,-7.30239824110087e-06,-4.60295357590628e-05,0.000206904022691764,-0.000292003227564753,0.000190916982117211,-6.5852718273371e-05,1.33476798854969e-05,-7.59578411868641e-07,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"18-49",3,-14.8818287175516,0.00490362225101114,-7.72242391911079e-05,3.01613552582231e-07,1.14114711569158e-07,-1.23338626800765e-06,-1.78311868883104e-05,0.000100555449963041,-0.000148299819349376,1.75039476960792e-05,0.000134030580844223,-0.000133144209228392,5.19550297938309e-05,-6.65570495807497e-07,-3.86999554784152e-06,-1.05051469934376e-06,-1.29778555052749e-05,7.27110411512654e-05,-0.000130256604551596,0.000103231630329459,-3.21473308349052e-05,1.2065802990911e-06,9.70148590989494e-07,-5.19938011404681e-06,-4.4898490977428e-05,0.000174885053348208,-0.000220189367484115,0.000115188186171333,-2.17995595376288e-05,9.06543724492453e-07,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
