"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location"
"0-17",1,-14.8315695407341,-0.0204308919671321,0.00426130632222324,-5.96981712075815e-05,2.30120117402126e-05,0.000149652032648486,-0.000255729673237868,0.000210386865277507,-2.57511829991652e-05,-0.000152044203347563,0.000245584449928337,-0.000238541258105873,0.000125759535623808,-1.20870268466419e-05,8.5674535739903e-06,-1.04082765224226e-05,-7.48558205978645e-05,0.000140468051315876,-0.000137887992622378,9.69502616666591e-05,-3.41876653762542e-05,1.19041707007733e-06,-2.20485477773835e-05,3.63309830555725e-05,-4.58733586612689e-06,-1.46554565604933e-05,1.58103240753812e-05,-1.33525179003704e-05,1.30212692704694e-06,2.65486927927838e-05,-4.50431856235923e-05,1.94045838660733e-05,-8.61711806857856e-08,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,555.833333333333,580,604.166666666667,628.333333333333,700.833333333333,725,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1
"18-49",1,-8.87073617604996,0.141217040687114,-0.00344536091938356,2.87712018325907e-05,-7.1270655311127e-06,-9.11710024480426e-05,0.000131949522356553,-7.92737984458018e-05,8.86780382601757e-06,4.0933507720745e-05,-6.24077090008166e-05,6.17283375107981e-06,5.75575972063657e-05,-3.663697905097e-05,4.66970143341844e-07,4.37675484483849e-06,-2.78063640308747e-06,4.02211018748755e-07,8.09016871659675e-07,-5.1009222363347e-06,-5.20541599451738e-05,0.000198718007473301,-0.000248004277302885,0.000128872600218039,-2.4369375906229e-05,1.02417740920044e-06,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,386.666666666667,435,604.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.95131716775993,0.0564429161704163,-0.000150570894899508,-7.2619193553659e-07,-1.64452552663033e-06,7.7511382744581e-07,7.1211052459451e-06,-2.61154452330302e-05,5.13664346995354e-06,4.60691578259212e-05,-3.35562843103195e-05,3.06932813283765e-07,6.78998532025204e-06,-7.00273148852775e-07,-7.78403676261852e-06,2.54816619344205e-05,-4.30064426124302e-05,8.61620926714162e-06,7.40668827040696e-05,-0.000117807709388402,6.57197801795703e-05,-2.95111654533601e-06,-3.51044997771819e-05,6.61016357727855e-05,-5.34763928614431e-05,6.37981012318227e-06,9.14383006366596e-05,-0.000149607271292601,8.3327538207555e-05,-1.54619018784118e-05,6.08935979907216e-07,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,386.666666666667,435,459.166666666667,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1
"65+",1,-9.78779989220641,0.0671640806554755,0.0120437255861303,-0.000287042405275463,0.000430901323860302,-0.000177048973370196,3.8874319510611e-05,-1.78257373612633e-06,-1.873937480329e-05,3.55905559899765e-06,3.10106620364213e-05,-2.15534023625001e-05,1.83608349549044e-05,-4.89492981677783e-06,-5.32869489089586e-05,5.42776455538184e-05,-2.99155344837729e-06,-5.14406123472765e-05,7.47771338525666e-05,-7.89569422352695e-06,-7.78289743746035e-05,6.55700216135422e-05,-2.98140158120125e-06,-1.01125817231769e-05,1.06849514591097e-06,-4.83074767189878e-06,-3.72514176930845e-05,0.000149755891963714,-0.000189291190303064,9.81813212179069e-05,-1.81342034522252e-05,7.67586839834e-07,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1
"0-17",2,-13.4964472690305,0.00276928351394209,-2.20090066642707e-05,1.39665225140558e-08,6.56582417013791e-08,-9.39355538111272e-07,-1.83410868055632e-05,0.000113066375548976,-0.000173019730076051,1.69458465714321e-05,0.000135603091974858,-7.54213244026822e-05,1.54356309911191e-06,-1.4459110955208e-05,6.1119042400985e-06,7.03230703699423e-05,-0.000110477268967598,5.26709765596936e-05,-1.5221048463457e-06,-2.00817797985418e-06,-1.95567737020068e-06,-2.90192040906722e-05,0.000110126170044291,-0.000139328453154685,7.32343667632408e-05,-1.38022006059425e-05,5.86618218439086e-07,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.7305931980831,-0.00486131019763782,8.91418165276429e-05,-4.11363139544153e-07,-8.51817383081213e-07,3.3576522723153e-06,1.03751224046534e-05,-6.7743087742535e-05,0.000191081843217292,-0.000254678781778976,9.47134104004928e-05,0.000111775616676936,-0.000158819813404945,0.000125028025752009,-9.01550407707692e-05,4.51010456359601e-05,-2.69975298502092e-06,-8.08665677000923e-06,1.78371859684892e-05,-3.93254817621145e-05,1.00919505456473e-05,8.18436901496399e-05,-0.000130187779354536,7.12489966953557e-05,-1.04235608360479e-05,9.07260471647733e-07,-1.47853987572349e-05,6.6190959700876e-06,7.93952494103751e-05,-0.000132978169797534,7.51634303390673e-05,-1.39383478885036e-05,5.43306197177878e-07,0,0,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,435,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1
"50-64",2,-14.7116833773249,-0.00557920661462845,9.09429563015214e-05,-2.99110109797958e-07,-4.20333267226019e-07,2.20361636419462e-06,1.45413572608172e-05,-8.37237510212712e-05,0.00023290192573237,-0.000307525968969191,0.00010457241015201,0.000154524768877623,-0.000207447341894598,0.000149597748600769,-9.17239323798467e-05,4.04047408456559e-05,-2.37763220727764e-06,-2.93034560347305e-05,3.02641279244529e-05,-2.49536324742695e-05,7.95669557869427e-06,8.54410928991273e-05,-0.000155225280177454,9.90209863063484e-05,-6.29786672132122e-06,-1.38615094503749e-05,2.27066607308517e-05,-6.38266658927171e-05,1.76436237050083e-05,0.000176510968063114,-0.000295510227689158,0.000200256288588252,-6.92290991437319e-05,1.394287089132e-05,-7.61882927071173e-07,48.3333333333333,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"65+",2,-14.7765113129864,0.0120913600977034,-0.000236319173143101,1.60887159337623e-06,-9.07224130873697e-07,1.24678893299264e-06,-5.38652160484427e-06,-3.22247571315457e-05,0.000188288023975996,-0.000304111857978724,0.000131254960380744,9.10846795267712e-05,-9.48772707885719e-05,2.62702889289666e-05,8.23906869834616e-07,2.37885430120745e-05,-8.14530513185622e-05,6.89379176174072e-05,-2.57483785273294e-06,-3.61301866763423e-05,8.6135743924276e-06,0.000102278435275087,-0.000176177357639834,0.000108044643484928,-6.0222065298546e-06,-1.26790830682888e-05,1.51240047845758e-06,-7.1896483703038e-06,-5.94536543505118e-05,0.000238144466227477,-0.000303538136906492,0.000161331732223226,-3.34298841423112e-05,3.470751920712e-06,-5.49207840977594e-07,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"0-17",3,-13.4964472690305,0.00276928351394209,-2.20090066642707e-05,1.39665225140558e-08,6.56582417013791e-08,-9.39355538111272e-07,-1.83410868055632e-05,0.000113066375548976,-0.000173019730076051,1.69458465714321e-05,0.000135603091974858,-7.54213244026822e-05,1.54356309911191e-06,-1.4459110955208e-05,6.1119042400985e-06,7.03230703699423e-05,-0.000110477268967598,5.26709765596936e-05,-1.5221048463457e-06,-2.00817797985418e-06,-1.95567737020068e-06,-2.90192040906722e-05,0.000110126170044291,-0.000139328453154685,7.32343667632408e-05,-1.38022006059425e-05,5.86618218439086e-07,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.7305931980831,-0.00486131019763782,8.91418165276429e-05,-4.11363139544153e-07,-8.51817383081213e-07,3.3576522723153e-06,1.03751224046534e-05,-6.7743087742535e-05,0.000191081843217292,-0.000254678781778976,9.47134104004928e-05,0.000111775616676936,-0.000158819813404945,0.000125028025752009,-9.01550407707692e-05,4.51010456359601e-05,-2.69975298502092e-06,-8.08665677000923e-06,1.78371859684892e-05,-3.93254817621145e-05,1.00919505456473e-05,8.18436901496399e-05,-0.000130187779354536,7.12489966953557e-05,-1.04235608360479e-05,9.07260471647733e-07,-1.47853987572349e-05,6.6190959700876e-06,7.93952494103751e-05,-0.000132978169797534,7.51634303390673e-05,-1.39383478885036e-05,5.43306197177878e-07,0,0,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,435,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1
