"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location"
"0-17",1,-14.0629999965,0.119659449605626,0.00532073040455988,-0.000165255994361287,0.000257505681169112,-1.62243077697033e-05,-0.000199364805712267,0.000163533709175402,-1.7782516805087e-05,-8.98533408969817e-05,0.00017969723685284,-0.000203616250760731,0.000112696503847461,-1.06713348228831e-05,8.1126579248047e-06,-1.08255280634993e-05,-9.5062189278134e-05,0.000172484052732779,-0.000117944476961498,3.63888525158483e-05,-1.7280521422437e-06,-1.3272756480251e-05,2.43264649896675e-05,-3.59645127058232e-06,-1.56737429715651e-05,7.76845293638496e-06,-1.12996781193913e-06,-4.74097343918991e-05,9.41652314149003e-05,-1.16647684877396e-05,-8.60488275740274e-05,6.03397180566361e-05,-9.89552339502603e-06,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,531.666666666667,580,604.166666666667,628.333333333333,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,-1,-1
"18-49",1,-6.58125367876901,-0.166131723273942,0.0118306741431603,-0.000205704206179693,0.000248277410708898,-0.000122646178333998,0.000105225787331255,-8.22253084728783e-06,-1.38512170664331e-05,-1.66685524945212e-05,3.64414626441637e-06,2.67839030261213e-05,-1.82683084162291e-05,4.51102961448675e-07,8.06204247345814e-06,-7.73358770955814e-06,6.26741575481568e-07,9.69933097057827e-06,-2.37430800988886e-05,1.54916463007518e-05,-2.7306801016978e-05,1.00192422546419e-05,0.000125534335323265,-0.000202640752494059,0.0001142029082402,-2.20795999305087e-05,8.42604272935052e-07,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-6.70814785626659,-0.181369331593078,0.0162746727669867,-0.000315051813578446,0.000456463391876441,-0.000192501909888613,1.45337740162011e-05,7.51897746806337e-05,-3.6091472464312e-05,-1.41402363443937e-05,2.59086395489856e-06,2.4444160039592e-05,-1.71462527344212e-05,1.42781590196774e-05,-3.79438053435201e-06,-3.46643606631937e-05,3.24904676295628e-05,-2.3927312956875e-05,7.98151542146259e-06,7.6088500924712e-05,-0.000150763372656234,0.000118514898057306,-3.56264403839926e-05,2.11128816544201e-06,-1.21622348549424e-06,-6.12377714096348e-06,-2.58523438131081e-05,0.000128723594929253,-0.00017166387204596,9.19623781048272e-05,-1.75126014630263e-05,7.00840958982356e-07,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1
"65+",1,-8.52969539486484,0.127431094251659,-0.000659566363188616,-4.00823341567141e-06,2.49641247832034e-06,2.41563531184523e-05,-2.30215159906477e-05,-2.78702419915575e-06,3.50715613271425e-05,-5.92003785152099e-05,1.60810985695732e-05,0.000111202499081855,-0.000261772759131121,0.000259815189596305,-0.000112384219825364,1.23260457341062e-05,-9.07590705839097e-06,1.13168547045438e-05,6.94622428750239e-05,-0.000184460433107662,0.00017048055602989,-5.72227629810322e-05,2.14802784709143e-06,-4.97753208850303e-06,2.08494112639583e-06,2.79958181133194e-05,-4.33227563750058e-05,1.76725767960468e-05,-7.51659800737838e-08,0,0,0,0,0,0,48.3333333333333,72.5,96.6666666666667,265.833333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1
"0-17",2,-14.754981705702,0.00329651695001059,-3.25277395705528e-05,8.26007852779022e-08,-1.06911730056547e-06,-2.02124771874411e-05,0.000133232477304204,-0.000211658306584132,2.05890261867551e-05,0.000185100251165601,-0.0001170678101804,5.21982748756803e-06,4.53629739983294e-05,-0.000106860900519667,0.000102377333412755,-1.64351653641448e-05,-9.8368339010138e-05,0.000196879107666513,-0.000187949291209405,7.59309730992086e-05,-2.68228431950139e-06,-8.88432635880331e-06,-4.52555924565372e-06,-2.4733991657122e-05,0.000163020968423899,-0.000228785941903499,0.000124166269400676,-2.36782816763688e-05,9.4624222040674e-07,0,0,0,0,0,0,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"18-49",2,-14.9172256565775,0.00993661864721363,-0.000197950214021366,1.39797613889408e-06,-8.33402773720161e-07,1.14038410770254e-06,-4.87746685647823e-06,-2.49614103330612e-05,0.000149894242644788,-0.000260235331471504,0.000173415314309835,-1.52121937099313e-05,-4.0672454394326e-05,2.3801312360646e-05,-3.23416602390243e-06,-7.07659238786746e-07,-1.65617552003014e-05,7.45119092304205e-05,-0.000113795865261615,6.60804992447819e-05,-3.06485121253516e-06,-3.25337469596709e-05,6.0263582499995e-05,-5.22178523157815e-05,7.25111783752529e-06,0.000109590017590152,-0.000184488730385528,0.000105743266917157,-2.04758456598393e-05,7.79752184529774e-07,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1
"50-64",2,-14.9027993583079,0.00650441790353083,-7.32504118734285e-05,-2.1275915297299e-07,7.46814436345462e-07,-1.37428150037566e-06,-2.50934679725444e-05,0.000134524366399987,-0.000200108548700924,2.58034958385428e-05,0.00020927638465083,-0.000268569650678779,0.00018463027647918,-6.58587147729983e-05,4.32736223595652e-06,1.90510171364856e-05,-3.13625383608986e-06,-5.94310116450012e-05,5.72842859828072e-05,-1.67003379086553e-06,-3.2476815185168e-05,9.51475701965556e-06,0.000101634614718137,-0.000200743877527313,0.000158241388568846,-4.82978276980325e-05,3.06976040502262e-06,-2.11523592583213e-06,-9.54461980222188e-06,-2.8323834040177e-05,0.000174941087438029,-0.000246342601004738,0.000134985241816697,-2.57414491267776e-05,1.00601559028471e-06,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667
"65+",2,-14.7790750977577,0.00715137053629796,-7.89770788787692e-05,-2.64365511610442e-07,8.55224083924299e-07,-1.55298826474017e-06,-2.70215062976969e-05,0.000142368103524147,-0.000201991652799231,2.18961856815442e-05,0.000165735510083085,-0.00017971836526071,0.000133747179032544,-6.13709636940407e-05,7.7994528190224e-06,-6.65863000247883e-06,9.62663038126659e-06,6.76880476367434e-05,-0.00022226235898561,0.000261707797341824,-0.000149020165872162,-8.93586402647187e-05,0.000465738841813917,-0.000618021155192007,0.000381776449056793,-0.000127034101294463,2.88335079733969e-05,-4.14948381351415e-06,6.52360760721894e-07,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,-1,-1,-1,-1,-1,-1
"0-17",3,-14.754981705702,0.00329651695001059,-3.25277395705528e-05,8.26007852779022e-08,-1.06911730056547e-06,-2.02124771874411e-05,0.000133232477304204,-0.000211658306584132,2.05890261867551e-05,0.000185100251165601,-0.0001170678101804,5.21982748756803e-06,4.53629739983294e-05,-0.000106860900519667,0.000102377333412755,-1.64351653641448e-05,-9.8368339010138e-05,0.000196879107666513,-0.000187949291209405,7.59309730992086e-05,-2.68228431950139e-06,-8.88432635880331e-06,-4.52555924565372e-06,-2.4733991657122e-05,0.000163020968423899,-0.000228785941903499,0.000124166269400676,-2.36782816763688e-05,9.4624222040674e-07,0,0,0,0,0,0,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9172256565775,0.00993661864721363,-0.000197950214021366,1.39797613889408e-06,-8.33402773720161e-07,1.14038410770254e-06,-4.87746685647823e-06,-2.49614103330612e-05,0.000149894242644788,-0.000260235331471504,0.000173415314309835,-1.52121937099313e-05,-4.0672454394326e-05,2.3801312360646e-05,-3.23416602390243e-06,-7.07659238786746e-07,-1.65617552003014e-05,7.45119092304205e-05,-0.000113795865261615,6.60804992447819e-05,-3.06485121253516e-06,-3.25337469596709e-05,6.0263582499995e-05,-5.22178523157815e-05,7.25111783752529e-06,0.000109590017590152,-0.000184488730385528,0.000105743266917157,-2.04758456598393e-05,7.79752184529774e-07,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1
