"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location"
"0-17",1,-14.2059085329608,0.00924175634516562,0.0110084197665215,-0.000253092387788894,0.00039138304207008,-0.000163759577813833,6.89076358037934e-06,1.64288422176039e-05,3.45540548862346e-05,-5.03403501302961e-05,6.8249813518743e-06,1.40328584120303e-05,9.38408005117973e-06,4.04904530792968e-05,-0.000196446637121653,0.000275943831483449,-0.000196608733927591,7.7780433106565e-05,-7.39344413085688e-06,-4.69400695748266e-06,-1.38382829012092e-06,-1.44630063856406e-05,1.75639943822086e-05,-7.98223517011387e-06,5.16409900049113e-06,1.26695642804644e-06,-6.96614170177576e-06,-5.99881607144998e-05,0.000240800107121236,-0.000326160281077295,0.000207642893613765,-7.02773069596204e-05,1.42410342780492e-05,-8.34203121867107e-07,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,507.5,531.666666666667,555.833333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1
"18-49",1,-8.5427530896083,0.182111154247221,-0.0043095334454323,3.23401530235234e-05,-5.25256237748519e-06,-7.43886819740145e-05,5.68812399369947e-05,-2.16737512918279e-06,-1.85762165119461e-05,1.69488691329603e-06,2.03465415638066e-05,-1.10335079163599e-05,-2.68913594402653e-06,1.46148562061476e-05,-1.30505328291314e-05,1.78059112758971e-06,1.31102384081419e-05,-4.59542084764387e-05,4.85466963751919e-05,-1.5635683295041e-05,1.7584810550612e-06,-7.73905106144465e-06,-5.94944260493201e-05,0.000230546813487569,-0.000305823532699667,0.000193103360525915,-6.53948005908495e-05,1.32545499967869e-05,-7.76717373501441e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,338.333333333333,410.833333333333,435,531.666666666667,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.64293414055114,0.21218295752167,-0.00518915004380153,4.10908226856461e-05,-8.91760154588863e-06,-0.000105381699856526,0.000109000982136122,-3.13700043718579e-05,-1.39077155811623e-05,2.43225562201484e-05,-1.74643830333355e-05,2.62570177202789e-06,1.39497667159117e-05,-5.33677914073488e-05,0.000159412238580201,-0.000364711842950043,0.000478701902878236,-0.000287765859769015,2.11140000843101e-05,4.0270937893888e-05,-7.60233834483292e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,241.666666666667,265.833333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.2294364495254,0.436590154357498,-0.0154778520809994,0.000208951215148361,-0.000213381295251799,3.5983846717585e-06,2.23916198249772e-05,-3.69307777830237e-05,2.12825849903945e-05,-3.15101385264825e-06,-3.25799562972437e-05,7.1443135854544e-05,-8.95423656380139e-05,9.45191729638533e-05,-8.97801538586213e-05,8.87349507713817e-05,-9.76077077061025e-05,2.42925786318108e-05,0.000204870646544884,-0.000358992134565012,0.000270913394626027,-0.000124236197773472,4.35262766652967e-05,-8.89327420221579e-06,5.70738902127676e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.5415073893877,-0.094749937859368,0.00573647810946914,-5.64601670704046e-05,4.1693534560798e-06,8.24528738626927e-05,-6.49692744317472e-06,-5.9071677406737e-05,3.51465928073205e-05,3.87551823915987e-05,-7.70438866438315e-05,4.67303392178464e-05,-8.39243154232324e-06,1.11662080679835e-05,3.02830312729352e-05,-0.000175207072098069,0.00028689045176457,-0.000266402998245806,0.000169139544661413,-6.05200151119258e-05,4.41381001659741e-06,-6.94455726724968e-07,1.43447599599878e-06,8.37726735338376e-07,-5.38097032509691e-06,-5.82728939780463e-05,0.000219478720542903,-0.000273801335412157,0.000144028506009381,-2.98388882045223e-05,3.15207944174045e-06,-4.99506626284128e-07,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,604.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1
"18-49",2,-12.7104196813134,-0.0299619084289532,0.0170355596202603,-0.000336941583664368,0.000430243061621526,-8.12832791516264e-05,-4.44000571241101e-05,3.98446864691203e-05,-1.57303146019758e-06,-2.15465582105929e-05,1.70364591357565e-05,-7.60714112554278e-07,-1.17199827862982e-05,1.59487170099924e-05,-1.19667473438212e-05,7.33058782378118e-06,9.64887093470059e-07,1.62710367552905e-05,-6.02350968291614e-05,6.69289627620749e-05,-2.40468246552853e-05,1.60258859755799e-06,-6.7038673306959e-06,-4.70593915958311e-05,0.000192262117330691,-0.000261206211624288,0.000166750156419984,-5.65151864003111e-05,1.14429498214516e-05,-6.65963515865313e-07,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,483.333333333333,507.5,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.6844808401361,0.0722851698903701,0.00863122900813604,-0.000176286355264094,0.000206464794772906,-4.86872234874234e-08,-6.13855699360422e-06,-8.88757034760064e-05,0.000102051194742265,-3.47078966152006e-05,-7.471985555948e-06,6.24034947625394e-06,-9.70191158710548e-06,4.27625682106425e-06,4.93114407797534e-05,-0.000100773226803571,6.86733829682977e-05,-3.45532605723157e-06,-4.02436690288375e-05,5.8067288062866e-05,-9.16643091643147e-06,-7.21464036915499e-05,8.04408058070884e-05,-2.62098617032915e-05,1.314628151195e-06,-5.31082209932596e-06,-3.87333876204915e-05,0.000148691675735292,-0.00018471454462751,9.52141224419535e-05,-1.75084176894315e-05,7.44662859504444e-07,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,265.833333333333,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"65+",2,-12.6081766095642,-0.208514120698152,0.0255294107405372,-0.000443196758929483,0.000521392352903057,-7.64366669201353e-05,1.59533630560918e-06,-5.89209735550664e-06,1.83039889159753e-06,1.53195839439802e-05,-3.32870150754177e-05,1.17357712044932e-05,8.50729355235845e-05,-0.000213106735397994,0.000238951269254415,-0.000170577536559523,0.000139081045071326,-0.000141760995211532,0.000110550284006877,-1.67458365784464e-05,-0.000101465369328116,0.000119787805576188,-4.33392217862092e-05,2.10484842686639e-06,-5.3960426665454e-06,1.11310358221565e-05,1.88210577543409e-05,-0.000176825191362944,0.000399758119817792,-0.000432995193294664,0.000254122492801205,-8.85423150474354e-05,2.09506365055681e-05,-3.14916576741114e-06,5.14099440328067e-07,0,0,0,24.1666666666667,48.3333333333333,72.5,193.333333333333,241.666666666667,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,-1,-1,-1
"0-17",3,-14.8144349892335,-0.00246173758037299,2.60484736864096e-05,-7.06926606501956e-08,-6.317676066993e-07,3.36581226195706e-06,8.07135005513008e-06,-7.50709546510589e-05,0.000245275968295845,-0.000346548573979691,0.000124053003763626,0.00013469136311485,-0.000101405603802791,5.62369310109089e-06,5.22239469824179e-05,-0.000151166060529427,0.000181552050170276,-0.000105325716699183,1.1846437296317e-05,4.17946792036853e-05,-3.60210609350793e-05,1.94928923775404e-05,-1.22440294098829e-05,2.77493646986707e-06,-9.85563784684889e-06,-6.25964123453564e-05,0.000261743122526442,-0.00035597083335756,0.000226048667565254,-7.61506762653629e-05,1.54023258434773e-05,-8.99930940751509e-07,0,0,0,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,700.833333333333,725,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1
"18-49",3,-14.8097475451542,-0.00588461377754888,0.00012004697772738,-6.72758242318556e-07,3.53745205370249e-07,-1.25913696719287e-06,4.02381002145964e-06,1.05525575721425e-05,-7.11748871393883e-05,0.00020057299419396,-0.000266003926769203,0.000103305216502726,9.97584897871783e-05,-0.000132697835233853,6.70803780001662e-05,-1.22588578644037e-05,-3.04025873173164e-06,1.26533980785295e-06,2.60588176409844e-05,-6.84061040776844e-05,6.08563944207129e-05,-1.79826053722581e-05,1.70350422844292e-06,-7.3335163606898e-06,-5.3607694609242e-05,0.000214977890792027,-0.00029010237372979,0.000184699632811866,-6.26096151839411e-05,1.26821461098269e-05,-7.39448404793291e-07,0,0,0,0,0,0,0,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,483.333333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1
