"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location"
"0-17",1,-14.9942210097831,0.132726747889634,0.00131598827909199,-6.80812688734443e-05,0.000118463208726963,-9.55311653500731e-06,-0.000104547121093308,7.30135220124798e-05,-2.08584701218216e-06,-2.48799231663699e-05,2.21596879324077e-05,-6.60998646083745e-06,1.18932484534375e-05,5.59218723281778e-05,-0.000236769159491304,0.000332935903515278,-0.000241546846956771,9.49798224493175e-05,-7.94069917980729e-06,-6.65083883215475e-06,-7.8419385395271e-06,2.89726753977119e-06,3.95961381935189e-05,-6.36789398980442e-05,3.05967186894604e-05,-3.96890632252176e-06,2.16543453360157e-06,-6.60257914558635e-06,-3.55930377671564e-05,0.000163605519567271,-0.000214761021798004,0.000112784788504315,-2.07701548076856e-05,8.65145729896316e-07,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,580,604.166666666667,628.333333333333,652.5,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1
"18-49",1,-7.84967217909113,0.114548494440782,-0.00328487239880665,2.87215402701192e-05,-6.08709278311621e-06,-8.91476128956553e-05,0.000103188629382517,-3.39825433561605e-05,5.97543838560464e-06,-5.87403552856243e-06,-3.78775981567447e-05,6.08152205323704e-05,-2.68954439293902e-05,2.65889637991039e-07,6.58460357015628e-06,-6.22421581201728e-06,7.73729463602199e-07,1.17158238322577e-05,-3.16523096294599e-05,2.25014093220006e-05,-4.14387265043041e-06,2.31930829164745e-06,-7.50731195205546e-06,-4.61030617408631e-05,0.000193572041817618,-0.00024528269479802,0.000126666242606998,-2.33098010696905e-05,9.84258835000851e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,290,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.58924925020477,0.0676910095888221,-0.00113252394556642,9.25845738471691e-06,-3.22667998725755e-06,-2.73512166884088e-05,2.9610738023593e-05,-1.88268229315936e-06,-3.80220789132855e-05,4.09966955010297e-05,-2.30278533609816e-06,-1.55684728533406e-05,1.11682663624007e-05,-3.7955969204611e-06,1.60108826794545e-06,3.39680541732784e-05,-9.35253909353282e-05,8.44287083485685e-05,-2.45556060490848e-05,1.3883576465063e-06,-3.06023772766382e-06,-8.02494886853744e-06,-2.99208148449971e-05,0.000157053193732631,-0.000208196616286726,0.000109239707389886,-2.0112828130734e-05,8.29664693968297e-07,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,169.166666666667,193.333333333333,217.5,265.833333333333,290,338.333333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.17262623887329,0.162666798270903,-0.00156985128605261,2.78713459741476e-06,1.01837374639869e-06,1.30575384655383e-06,-1.31340504308566e-05,3.05346636175295e-06,3.61304900977399e-05,-5.84101140442434e-05,2.85929804848498e-05,8.27962046481405e-06,-2.99915292777333e-06,-4.10676560989704e-05,4.52037094993536e-05,-3.82489033019507e-05,1.26386508797081e-05,0.000118290849831146,-0.000232392809177779,0.000185750159642495,-5.91947794221769e-05,2.65211677065097e-06,-2.77618855132346e-06,-4.58987683248064e-05,0.000161141350061349,-0.000192690763546289,9.69529051087423e-05,-1.7780265710915e-05,7.93346873447308e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,169.166666666667,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.2536447584539,0.0028709502837107,-2.25570920341223e-05,1.17243953905511e-08,7.13874483818815e-08,-1.01621915575327e-06,-1.91718864272799e-05,0.000121666830816883,-0.000189249811837335,1.82166235449578e-05,0.000160543853088856,-0.000103978699759773,5.57206284325019e-06,2.34129178196912e-05,-2.75555443852611e-06,-6.87189264607747e-05,8.83290401103861e-05,-1.33666817520011e-05,-9.12978498934377e-05,0.000173084156409438,-0.000162713571533839,6.62131475046448e-05,-3.10057830842907e-06,1.63904984728217e-06,-3.98749455364663e-06,-9.68027272674585e-06,-3.00619092378726e-05,0.000164064545177762,-0.000217437866059071,0.000113482301797607,-2.06271951804842e-05,8.53820101631084e-07,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"18-49",2,-14.8577084182382,0.00955886576705967,-0.000190527462733132,1.3468961147304e-06,-8.04104062360991e-07,1.10017064448718e-06,-4.70426991100258e-06,-2.39850308248696e-05,0.000144240370642535,-0.000249118913012015,0.000162688970084059,-1.35362191336589e-05,-3.23678351123866e-05,1.74443767589787e-05,-2.54775370053964e-06,-6.23685803048714e-06,4.50232093344838e-06,5.0086136249988e-05,-0.000121038202474834,0.000104681798439891,-3.14292214432675e-05,1.7346840252437e-06,-6.85827708770306e-06,-4.95962261993806e-05,0.000188105454578462,-0.000231472485299581,0.000119009358615582,-2.21839336359662e-05,9.35455676661422e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.7230628748792,-0.00697225853328367,0.000142753764087453,-8.05049113104975e-07,4.39285753535207e-07,-1.56214699910785e-06,4.9776581943597e-06,1.19673129573167e-05,-8.30927347332448e-05,0.000235301685671157,-0.000323550867865609,0.000158191183472325,6.60004898559697e-05,-0.000116184323706017,5.75491487377506e-05,-2.03097739676338e-06,-2.39609841949834e-05,3.66176786028841e-05,-6.10864272505418e-06,-5.27710969763759e-05,4.8078393276706e-05,-2.97244362492917e-05,1.03745082595499e-05,9.52564293241125e-05,-0.000197212536495098,0.000161163311070808,-5.11488630008502e-05,2.92531002338795e-06,-1.85588885866453e-06,5.35187213694885e-06,-1.2201094207032e-05,-6.42473027272339e-05,0.000265633360285286,-0.000359731081067977,0.000229332569732654,-7.78015092177134e-05,1.57430834101389e-05,-9.1137603890078e-07,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"65+",2,-14.6442392066927,-0.00871331780983542,0.000179131437128726,-1.0172792299304e-06,5.77447846089121e-07,-2.05141927106554e-06,6.51652463856034e-06,1.41865089848717e-05,-0.000101869954535931,0.000288516019703182,-0.000407689475652119,0.000245831626022397,-2.11647924017697e-05,-4.38293687032717e-05,3.31552520880569e-05,-4.89589827171616e-05,8.12768158803947e-05,-1.74102874687547e-05,-0.000140713299408164,0.000217624638531676,-0.000170482795262596,0.000146525687727783,-0.000167450145661171,0.000140968543703749,-1.76509906306184e-05,-0.0001170402740916,0.000109420907639389,-6.45876928709635e-05,-3.67533311888705e-05,0.000326515843509383,-0.000473226641174909,0.000301571222325487,-0.000101150239147955,2.31606005259519e-05,-3.3320666565715e-06,5.33130153713811e-07,0,0,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,-1,-1
"0-17",3,-14.2536447584539,0.0028709502837107,-2.25570920341223e-05,1.17243953905511e-08,7.13874483818815e-08,-1.01621915575327e-06,-1.91718864272799e-05,0.000121666830816883,-0.000189249811837335,1.82166235449578e-05,0.000160543853088856,-0.000103978699759773,5.57206284325019e-06,2.34129178196912e-05,-2.75555443852611e-06,-6.87189264607747e-05,8.83290401103861e-05,-1.33666817520011e-05,-9.12978498934377e-05,0.000173084156409438,-0.000162713571533839,6.62131475046448e-05,-3.10057830842907e-06,1.63904984728217e-06,-3.98749455364663e-06,-9.68027272674585e-06,-3.00619092378726e-05,0.000164064545177762,-0.000217437866059071,0.000113482301797607,-2.06271951804842e-05,8.53820101631084e-07,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"18-49",3,-14.8577084182382,0.00955886576705967,-0.000190527462733132,1.3468961147304e-06,-8.04104062360991e-07,1.10017064448718e-06,-4.70426991100258e-06,-2.39850308248696e-05,0.000144240370642535,-0.000249118913012015,0.000162688970084059,-1.35362191336589e-05,-3.23678351123866e-05,1.74443767589787e-05,-2.54775370053964e-06,-6.23685803048714e-06,4.50232093344838e-06,5.0086136249988e-05,-0.000121038202474834,0.000104681798439891,-3.14292214432675e-05,1.7346840252437e-06,-6.85827708770306e-06,-4.95962261993806e-05,0.000188105454578462,-0.000231472485299581,0.000119009358615582,-2.21839336359662e-05,9.35455676661422e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
