"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location"
"0-17",1,-14.373726184937,0.134246156956895,0.00114796487938334,-6.3405267819909e-05,0.00010801199371604,-2.89124486266234e-06,-8.80448110620729e-05,1.35576670215195e-05,0.000112116170474841,-0.000178475594014526,0.000209085666034581,-0.000176908605105971,7.93157957669638e-05,-1.3041799308876e-05,1.44365517722497e-05,3.57550440278439e-05,-0.000203455734923168,0.000306614237541809,-0.000230407409860755,9.26528963115315e-05,-2.15392825384238e-05,4.12404057615689e-06,3.50535422288496e-05,-8.2869659961244e-05,6.0455375205447e-05,-1.80548480322877e-06,-1.22056861565879e-05,-2.43703991802121e-05,7.10836253232696e-05,-1.35994080522889e-05,-0.000132479241866232,0.000193429856243138,-0.000125120245083402,6.71084759877749e-06,4.43227993500861e-05,6.26562374738625e-05,-0.000158608335976659,9.77774320590022e-05,-1.8615203905855e-05,6.80576400320263e-07,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,435,459.166666666667,507.5,531.666666666667,555.833333333333,604.166666666667,628.333333333333,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667
"18-49",1,-7.62360561802348,0.198838409733959,-0.0106342051780723,0.000164871930777001,-0.000174713220111459,2.60766639951256e-06,1.61108194462117e-05,-2.25372255933306e-05,4.41019587702014e-06,2.14890092015631e-05,-1.31936179215898e-05,3.82391147165013e-06,-3.46158217906229e-06,6.35171939607415e-07,8.50492377142114e-06,-1.69725752185029e-05,3.45937939935527e-05,-8.25068483117548e-06,-8.18019705813668e-05,0.000122789069807369,-8.07391197041132e-05,8.39288638236511e-06,0.000119414725126486,-0.000196050772170162,0.000110051405819068,-2.07839115673041e-05,8.05868031099808e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,410.833333333333,459.166666666667,580,604.166666666667,628.333333333333,700.833333333333,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.43325982976681,0.0742170395798464,-0.00198442122502511,2.00720360436445e-05,-6.97879636301974e-06,-7.04106480176327e-05,9.62181636318904e-05,-3.66106595059831e-05,-9.16166157597329e-06,1.34025321885876e-05,-1.2531772912876e-05,7.37090208641255e-06,2.20949029293572e-05,-6.06607146414936e-05,4.50682921475832e-05,-2.50875192363362e-06,-2.83474682848593e-05,4.64348383277395e-05,-6.86758174042197e-06,-6.13122079632216e-05,5.35776831627797e-05,-2.56314823666592e-06,-4.11081851784059e-05,7.55398753845983e-05,-5.92510263126795e-05,6.83174893520369e-06,0.000102968073965793,-0.000168893319701934,9.49318929594663e-05,-1.80087297236501e-05,7.0086273230295e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,241.666666666667,290,338.333333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.17852011377706,0.24331943125292,-0.0036072966974203,1.51801258893775e-05,4.08554394647572e-07,-1.5928600839504e-06,-2.61904337262989e-05,1.50506577579657e-05,-2.50587470805213e-05,4.56121482896806e-05,-1.52656800921674e-05,-7.99520307428195e-05,0.000184464793358614,-0.000294737680594037,0.000408714290394039,-0.000335228852193817,0.000115941681483063,-9.27705011559279e-06,2.02649982672124e-06,-9.52044395022918e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.9011009902532,0.00288936787620983,-2.23682910002895e-05,8.19395055034888e-09,7.62708994411824e-08,-1.08807265034826e-06,-2.03753471759522e-05,0.000133914726200839,-0.000210687926473256,2.13147845083787e-05,0.000173024619995862,-0.00010258959323691,5.99530552323094e-06,4.36711636374754e-05,-0.000136818819117256,0.000168257540224775,-0.000101788445538441,1.14965118858539e-05,5.71841673781075e-05,-5.48050495116439e-05,-2.4055122392287e-05,9.71524914285648e-05,-1.77553671279688e-05,-0.000175424547812316,0.000238323681154853,-0.000134784009585002,1.20087875283079e-05,0.000153251158365711,-0.000250783881712052,0.00014137256060426,-2.71230435782782e-05,1.02283144644314e-06,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.9243168618033,0.00716746290579161,-8.05251538444728e-05,-2.37159358396363e-07,8.25043915324417e-07,-1.5008832487934e-06,-2.64955248090441e-05,0.000137037488915841,-0.000197360029541509,2.17244885630399e-05,0.000176880129675192,-0.000165095922392123,5.92553555276109e-05,-2.00824189286815e-06,-3.7083652208446e-06,6.64381293684408e-07,1.3700778120069e-05,-2.53787707162953e-05,4.80729345816548e-05,-1.14371858548635e-05,-0.000112828912340907,0.0001606960325052,-9.55776196085838e-05,9.09554881996892e-06,0.000121809988700629,-0.000200510695945754,0.00011307209446094,-2.15202085182597e-05,8.21784637328128e-07,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,435,580,604.166666666667,628.333333333333,700.833333333333,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.932446079546,0.00837915353784189,-9.65760998077256e-05,-2.28730078974605e-07,9.09298956333867e-07,-1.67128182219748e-06,-3.09162792674128e-05,0.000158737070869773,-0.000232134249989744,2.8694090361992e-05,0.000234506709357854,-0.000280895229858397,0.000177911516206046,-6.06803393328572e-05,4.06145571409395e-06,2.02883189195218e-05,-4.76283612052788e-06,-7.04411129624126e-05,9.01005624069158e-05,-3.67657985108464e-05,4.02874997971503e-06,5.46186155940878e-05,-0.00015280206126033,0.000167426728238066,-0.000138335190735896,0.000131333608875029,-2.24249543121952e-05,-0.000168342616502744,0.000232062690357338,-0.000136289738174374,1.32609954776868e-05,0.000175220683913453,-0.000312603267947933,0.000218097701012404,-7.65893558110233e-05,1.54606659502561e-05,-8.33958707081698e-07,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,459.166666666667,483.333333333333,507.5,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"65+",2,-14.9296834144177,0.0109905393250995,-0.000207506860962115,1.31512676400858e-06,-6.54396811749997e-07,9.08106719394049e-07,-4.01109918355897e-06,-3.17411758372387e-05,0.000174270438162904,-0.000252314302269446,2.80266702600903e-05,0.000226112132983124,-0.00024233275511504,0.000158940000002659,-6.60799411237952e-05,4.2643709979156e-06,2.21898727372256e-05,-2.46590784456655e-06,-6.87663597180445e-05,8.42101039386139e-05,0.000168070847001128,-0.000431632201441075,0.000326642289631084,-0.000118543893394855,2.64191206333674e-05,-3.34734698680028e-06,5.21148148308198e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9011009902532,0.00288936787620983,-2.23682910002895e-05,8.19395055034888e-09,7.62708994411824e-08,-1.08807265034826e-06,-2.03753471759522e-05,0.000133914726200839,-0.000210687926473256,2.13147845083787e-05,0.000173024619995862,-0.00010258959323691,5.99530552323094e-06,4.36711636374754e-05,-0.000136818819117256,0.000168257540224775,-0.000101788445538441,1.14965118858539e-05,5.71841673781075e-05,-5.48050495116439e-05,-2.4055122392287e-05,9.71524914285648e-05,-1.77553671279688e-05,-0.000175424547812316,0.000238323681154853,-0.000134784009585002,1.20087875283079e-05,0.000153251158365711,-0.000250783881712052,0.00014137256060426,-2.71230435782782e-05,1.02283144644314e-06,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9243168618033,0.00716746290579161,-8.05251538444728e-05,-2.37159358396363e-07,8.25043915324417e-07,-1.5008832487934e-06,-2.64955248090441e-05,0.000137037488915841,-0.000197360029541509,2.17244885630399e-05,0.000176880129675192,-0.000165095922392123,5.92553555276109e-05,-2.00824189286815e-06,-3.7083652208446e-06,6.64381293684408e-07,1.3700778120069e-05,-2.53787707162953e-05,4.80729345816548e-05,-1.14371858548635e-05,-0.000112828912340907,0.0001606960325052,-9.55776196085838e-05,9.09554881996892e-06,0.000121809988700629,-0.000200510695945754,0.00011307209446094,-2.15202085182597e-05,8.21784637328128e-07,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,435,580,604.166666666667,628.333333333333,700.833333333333,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
