"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location"
"0-17",1,-14.4629557786338,-0.122706546120504,0.0205187904735442,-0.000446900927976932,0.000699746501726437,-0.000328791400393448,1.68231407756789e-05,0.000103865826106303,-1.19696438393625e-05,-0.000126329252632636,0.000210532969762917,-0.000191149148727602,8.54169218621638e-05,-4.46745989951463e-06,-2.70207705655168e-05,2.24274177917246e-05,-3.23471885687528e-07,-3.91154257034887e-06,1.23685571986433e-05,-3.20005180500443e-06,-3.29518482592915e-05,3.25531873487072e-05,-1.0620807844462e-06,-1.63588738186941e-05,3.36838989630336e-05,-6.16960551358537e-06,-3.64875947927498e-05,1.96784433372654e-05,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,314.166666666667,338.333333333333,459.166666666667,483.333333333333,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1
"18-49",1,-9.29130615518353,0.368565067009401,-0.0171315980401851,0.000251351034487702,-0.000259639906016342,1.30329168035526e-05,-1.35997476438981e-05,2.55058884572198e-06,9.20954119306029e-06,-2.85203319159973e-06,5.95042431570261e-07,9.99821077462494e-06,-3.21567727897977e-05,2.49027588150552e-05,-4.18820965440333e-06,-1.97898755860788e-05,7.68468582578221e-06,0.000109775299224518,-0.000179190968746617,0.000100645308060075,-1.90794923884343e-05,7.48594366404833e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,96.6666666666667,193.333333333333,217.5,241.666666666667,290,580,604.166666666667,628.333333333333,652.5,749.166666666667,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.73069357041332,0.194856140923588,-0.00529482250777529,4.85539823700759e-05,-3.51232293055778e-06,-7.14073081670554e-05,5.8129799006951e-06,5.4494850026321e-05,-3.63165165419196e-05,7.85101663042619e-07,1.5822110884319e-06,4.88331694026163e-06,-6.07140820242028e-06,2.07084701929262e-06,4.93357988274244e-05,-0.000143138955015857,0.000138592261330258,-4.70120658786194e-05,2.00503075724198e-06,-1.76009657291238e-06,-2.63896482823092e-05,8.28931915467501e-05,-8.4863331430137e-05,2.96153743366081e-05,-1.48186269104077e-07,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,241.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1
"65+",1,-8.62890240203878,-0.2146557361702,0.0261333540393554,-0.00048726464885021,0.000614859534941548,-0.000131114355172424,6.31813089068863e-06,-1.43686724755042e-06,-7.96098361202646e-06,6.4587119031517e-06,-6.67097880342391e-07,3.43792839049424e-06,4.40457005329967e-05,-0.000129334967686992,0.000106147698478424,-5.47831065848217e-06,-7.08311568525567e-05,9.22114563417745e-05,-1.08071976015336e-05,-9.83720423985786e-05,8.70717739306783e-05,-3.99003323531322e-06,-1.10948556570378e-05,-6.73417534558375e-06,1.88206191142829e-06,3.5925092277779e-05,-5.63488407526963e-05,2.31845473470719e-05,-1.04755254837986e-07,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,193.333333333333,217.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1
"0-17",2,-13.5832590070318,0.00236450483476929,-1.79055358844733e-05,2.52566905329127e-09,6.73885100709856e-08,-9.42677855772606e-07,-1.62694141564909e-05,0.000106333937353708,-0.00016330690973236,1.21262157774372e-05,0.00011679321825885,-8.11890016914015e-06,-0.000122157327834059,0.00012853922518742,-1.7612208780577e-05,-0.000156009767380245,0.000235528099669138,-0.000168848001415613,2.17068775347539e-05,0.000135658005772003,-0.000179823751400507,7.83046512469042e-05,-2.59591467909783e-06,2.19504143142921e-05,-5.71127692360131e-06,-5.07461725809225e-05,3.63212337608865e-05,2.26835089503491e-05,-4.21921832194985e-05,1.8416120452984e-05,-9.51033537942598e-08,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,749.166666666667,773.333333333333,797.5,870,894.166666666667,918.333333333333,966.666666666667
"18-49",2,-14.533341192005,-0.00939549580247981,0.000130711379743967,-4.41190253551069e-07,-8.74354431495523e-08,8.97667922383918e-07,3.74425654187769e-05,-6.85972677045699e-05,5.7523212349429e-06,3.633504758114e-05,-9.76905877995651e-06,-1.65402668361115e-06,6.04735924199973e-06,-1.12714216882618e-05,1.96044964226181e-06,3.24359485828064e-05,-3.60964185567527e-05,2.53985949854661e-06,5.19868820566811e-05,-7.84910078244764e-05,3.11594051447119e-05,-1.44242359704811e-07,0,0,0,0,0,0,0,0,0,48.3333333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,435,604.166666666667,628.333333333333,700.833333333333,725,749.166666666667,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.7414818705683,0.00789810048527991,-0.000159539095905199,1.15533992495218e-06,-7.13289978501877e-07,9.7385553523112e-07,-4.1435681443315e-06,-1.93568620157187e-05,0.000121882756231183,-0.000197656358233443,0.000104233933663173,-3.69368372605936e-06,3.14028740192068e-07,-7.94271643323545e-07,-1.91610478246931e-05,2.18852383600665e-05,-2.04908781155652e-05,9.04945509484785e-06,8.06564472924624e-05,-0.000159639628269955,9.56164556989534e-05,-1.41146846319796e-06,-1.4161499115418e-05,2.20735117265431e-06,5.2118669981646e-05,-8.32868875426838e-05,3.45826830443489e-05,-1.62393057286816e-07,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,749.166666666667,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1
"65+",2,-14.3196994763422,-0.0133278828011486,0.000185773178221805,-6.28981714121837e-07,-1.22382272343229e-07,1.28838362650789e-06,5.63406339459816e-05,-0.000107209022518629,1.031815839275e-05,6.19968599985463e-05,-1.80792119793754e-05,-8.94507630538756e-07,-3.62770233443881e-05,4.53025182538973e-05,-2.9746233521155e-06,-4.66472343338186e-05,7.15226382736216e-05,-8.39424239672135e-06,-8.11893615000277e-05,6.28716509403442e-05,-1.2714402812439e-06,-1.18350008965335e-05,3.89705616425179e-06,-9.14340020016436e-06,-4.91870782591653e-05,0.000227600342243248,-0.000292201972340531,0.000153992990519926,-3.18428339348587e-05,3.28121567841525e-06,-5.18811921200402e-07,48.3333333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333
"0-17",3,-13.5832590070318,0.00236450483476929,-1.79055358844733e-05,2.52566905329127e-09,6.73885100709856e-08,-9.42677855772606e-07,-1.62694141564909e-05,0.000106333937353708,-0.00016330690973236,1.21262157774372e-05,0.00011679321825885,-8.11890016914015e-06,-0.000122157327834059,0.00012853922518742,-1.7612208780577e-05,-0.000156009767380245,0.000235528099669138,-0.000168848001415613,2.17068775347539e-05,0.000135658005772003,-0.000179823751400507,7.83046512469042e-05,-2.59591467909783e-06,2.19504143142921e-05,-5.71127692360131e-06,-5.07461725809225e-05,3.63212337608865e-05,2.26835089503491e-05,-4.21921832194985e-05,1.8416120452984e-05,-9.51033537942598e-08,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,749.166666666667,773.333333333333,797.5,870,894.166666666667,918.333333333333,966.666666666667
"18-49",3,-14.533341192005,-0.00939549580247981,0.000130711379743967,-4.41190253551069e-07,-8.74354431495523e-08,8.97667922383918e-07,3.74425654187769e-05,-6.85972677045699e-05,5.7523212349429e-06,3.633504758114e-05,-9.76905877995651e-06,-1.65402668361115e-06,6.04735924199973e-06,-1.12714216882618e-05,1.96044964226181e-06,3.24359485828064e-05,-3.60964185567527e-05,2.53985949854661e-06,5.19868820566811e-05,-7.84910078244764e-05,3.11594051447119e-05,-1.44242359704811e-07,0,0,0,0,0,0,0,0,0,48.3333333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,435,604.166666666667,628.333333333333,700.833333333333,725,749.166666666667,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
